feet	Rank	RankPrev	Player	Roundsp	percentMade	Attempts	Putts_made
12.5	111	112	Ryan Armour	40	29.69	64	19
12.5	112	T124	Sepp Straka	79	29.68	155	46
12.5	113	113	Kevin Na	42	29.67	91	27
12.5	114	108	Abraham Ancer	59	29.60	125	37
12.5	115	77	Jhonattan Vegas	61	29.57	115	34
12.5	116	137	Luke Donald	51	29.52	105	31
12.5	T117	T116	Branden Grace	50	29.41	119	35
12.5	T117	109	Brandon Hagy	61	29.41	102	30
12.5	T117	T116	Max McGreevy	54	29.41	85	25
12.5	T117	T116	Roger Sloan	54	29.41	119	35
12.5	T121	121	Austin Cook	47	29.27	82	24
12.5	T121	127	Si Woo Kim	76	29.27	164	48
12.5	123	115	Tom Hoge	79	29.08	141	41
12.5	124	122	Denny McCarthy	80	29.03	155	45
12.5	125	T124	Brian Gay	39	28.99	69	20
12.5	126	126	Zach Johnson	48	28.89	90	26
12.5	127	119	Patton Kizzire	68	28.86	149	43
12.5	128	128	Talor Gooch	72	28.68	129	37
12.5	T129	123	K.H. Lee	70	28.57	154	44
12.5	T129	129	Hideki Matsuyama	53	28.57	147	42
12.5	131	120	Erik van Rooyen	47	28.43	102	29
12.5	132	135	Joaquin Niemann	58	28.33	120	34
12.5	133	131	Jimmy Walker	41	28.28	99	28
12.5	T134	T132	Lee Hodges	65	28.21	156	44
12.5	T134	T132	Andrew Novak	54	28.21	78	22
12.5	T134	T132	Curtis Thompson	53	28.21	78	22
12.5	T137	147	David Lipsky	70	28.10	153	43
12.5	T137	T141	Robert Streb	59	28.10	121	34
12.5	139	136	Tommy Fleetwood	47	28.09	89	25
12.5	140	159	Martin Laird	48	27.78	108	30
12.5	T141	145	Rickie Fowler	53	27.68	112	31
12.5	T141	138	Ryan Palmer	55	27.68	112	31
12.5	143	T139	Beau Hossler	56	27.43	113	31
12.5	144	T155	Taylor Moore	60	27.40	146	40
12.5	145	130	Andrew Putnam	66	27.34	139	38
12.5	146	T151	Cameron Champ	40	27.27	77	21
12.5	147	T141	Luke List	65	27.10	155	42
12.5	148	149	Callum Tarren	45	27.03	74	20
12.5	149	T139	Sahith Theegala	81	26.94	193	52
12.5	150	144	Max Homa	63	26.92	130	35
12.5	151	150	Justin Thomas	53	26.89	119	32
12.5	T152	T151	James Hahn	51	26.67	105	28
12.5	T152	T151	Mark Hubbard	48	26.67	75	20
12.5	T152	T151	Maverick McNealy	69	26.67	150	40
12.5	155	T155	Jason Kokrak	55	26.62	139	37
12.5	156	157	Greyson Sigg	68	26.57	143	38
12.5	T157	162	Chris Kirk	66	26.56	128	34
12.5	T157	158	Scott Piercy	62	26.56	128	34
12.5	159	T160	Scott Gutschewski	42	26.32	57	15
12.5	160	T163	Brett Drewitt	42	26.23	61	16
12.5	T161	166	Dustin Johnson	37	25.97	77	20
12.5	T161	148	Kevin Streelman	68	25.97	154	40
12.5	163	T163	Danny Willett	44	25.76	66	17
12.5	164	167	Paul Barjon	51	25.74	136	35
12.5	165	146	Danny Lee	46	25.58	86	22
12.5	166	174	Carlos Ortiz	55	25.38	130	33
12.5	167	185	Kramer Hickok	67	25.33	150	38
12.5	168	T160	Alex Smalley	69	25.18	139	35
12.5	T169	T169	Brice Garnett	63	25.00	116	29
12.5	T169	T171	Russell Knox	77	25.00	160	40
12.5	171	T171	David Skinns	48	24.68	77	19
12.5	172	168	Doug Ghim	66	24.66	146	36
12.5	173	173	Kiradech Aphibarnrat	43	24.64	69	17
12.5	174	175	Tony Finau	55	24.55	110	27
12.5	175	T169	Camilo Villegas	58	24.51	102	25
12.5	176	176	Chase Seiffert	37	24.44	45	11
12.5	177	177	Webb Simpson	45	24.35	115	28
12.5	178	178	Matt Wallace	38	24.32	74	18
12.5	179	179	Matt Jones	61	24.31	144	35
12.5	180	191	Anirban Lahiri	58	24.22	128	31
12.5	181	199	Brendan Steele	61	24.09	137	33
12.5	182	184	Will Zalatoris	61	23.96	96	23
12.5	183	180	Kyle Stanley	47	23.88	67	16
12.5	184	181	Joshua Creel	35	23.81	63	15
12.5	185	182	Brian Stuard	75	23.78	143	34
12.5	186	183	Trey Mullinax	56	23.64	110	26
12.5	187	188	Henrik Norlander	56	23.01	113	26
12.5	T188	189	Ben Kohles	47	22.97	74	17
12.5	T188	187	William McGirt	32	22.97	74	17
12.5	190	186	Chad Ramey	65	22.83	127	29
12.5	191	190	Sebastián Muñoz	62	22.73	132	30
12.5	T192	T192	Justin Rose	43	22.54	71	16
12.5	T192	T192	Peter Uihlein	46	22.54	71	16
12.5	194	195	Brandt Snedeker	53	22.50	120	27
12.5	195	194	Michael Gligic	53	22.22	81	18
12.5	196	196	Wesley Bryan	37	22.00	50	11
12.5	197	197	Chez Reavie	65	21.85	151	33
12.5	198	198	Hayden Buckley	61	21.60	125	27
12.5	199	200	Vaughn Taylor	39	20.83	72	15
12.5	200	201	Joseph Bramlett	63	19.85	136	27
12.5	201	202	Charl Schwartzel	45	18.92	74	14
12.5	202	203	Patrick Cantlay	43	17.98	89	16
10	1	1	Danny Lee	46	72.73	22	16
10	2	2	Tyrrell Hatton	46	71.43	14	10
10	T3	T3	Sergio Garcia	37	66.67	12	8
10	T3	T3	Mark Hubbard	48	66.67	15	10
10	5	5	Kevin Kisner	56	65.00	20	13
10	6	6	Scottie Scheffler	67	59.38	32	19
10	T7	13	Cameron Champ	40	59.09	22	13
10	T7	T7	Kelly Kraft	47	59.09	22	13
10	T7	T7	Marc Leishman	61	59.09	44	26
10	T10	12	Abraham Ancer	59	58.33	36	21
10	T10	9	Chesson Hadley	58	58.33	24	14
10	12	T10	Trey Mullinax	56	57.89	19	11
10	13	T10	Patrick Cantlay	43	57.14	21	12
10	14	14	Webb Simpson	45	56.52	23	13
10	15	15	Brian Gay	39	56.25	16	9
10	16	18	Bill Haas	78	55.26	38	21
10	17	17	Brandon Hagy	61	55.17	29	16
10	18	19	Michael Gligic	53	55.00	20	11
10	19	T30	Viktor Hovland	57	54.17	24	13
10	20	20	Lucas Herbert	45	53.85	13	7
10	T21	25	Jonathan Byrd	39	52.94	17	9
10	T21	23	C.T. Pan	65	52.94	34	18
10	T23	26	Tom Hoge	79	52.63	38	20
10	T23	21	Cameron Young	61	52.63	38	20
10	25	T28	Tommy Fleetwood	47	52.38	21	11
10	T26	T28	Matthew NeSmith	76	52.17	46	24
10	T26	T30	Louis Oosthuizen	33	52.17	23	12
10	28	32	Will Zalatoris	61	51.61	31	16
10	29	T33	Cam Davis	58	51.43	35	18
10	30	16	K.H. Lee	70	51.28	39	20
10	T31	T33	Brice Garnett	63	50.00	34	17
10	T31	T33	Scott Gutschewski	42	50.00	16	8
10	T31	T51	Charles Howell III	46	50.00	24	12
10	T31	T33	Dustin Johnson	37	50.00	18	9
10	T31	T33	Sung Kang	66	50.00	32	16
10	T31	T33	Ryan Palmer	55	50.00	26	13
10	T31	T33	Taylor Pendrith	51	50.00	24	12
10	T31	24	Pat Perez	62	50.00	34	17
10	T31	T33	Adam Schenk	75	50.00	34	17
10	T31	27	Cameron Smith	44	50.00	22	11
10	T31	T33	Austin Smotherman	57	50.00	26	13
10	T31	T33	Brandon Wu	56	50.00	12	6
10	T43	T46	Denny McCarthy	80	48.72	39	19
10	T43	T46	Nick Taylor	66	48.72	39	19
10	45	T33	Chad Ramey	65	48.57	35	17
10	46	48	Brendon Todd	65	48.48	33	16
10	47	T49	Anirban Lahiri	58	48.39	31	15
10	48	71	Garrick Higgo	48	48.00	25	12
10	49	T51	Curtis Thompson	53	47.83	23	11
10	50	53	Max McGreevy	54	47.62	21	10
10	T51	T55	Hank Lebioda	60	47.37	19	9
10	T51	T57	Alex Smalley	69	47.37	38	18
10	T51	T55	Richy Werenski	50	47.37	19	9
10	54	T57	Sebastián Muñoz	62	47.22	36	17
10	T55	T59	Kiradech Aphibarnrat	43	47.06	17	8
10	T55	T59	Wesley Bryan	37	47.06	17	8
10	T55	T98	Patrick Reed	65	47.06	34	16
10	T55	T59	Callum Tarren	45	47.06	17	8
10	59	62	Stewart Cink	51	46.88	32	15
10	T60	54	Joel Dahmen	71	46.67	45	21
10	T60	T33	Matt Fitzpatrick	45	46.67	15	7
10	T60	63	Brooks Koepka	45	46.67	15	7
10	T63	T64	Lee Hodges	65	46.43	28	13
10	T63	T64	Taylor Moore	60	46.43	28	13
10	T65	T67	Ryan Armour	40	46.15	13	6
10	T65	T76	Aaron Rai	73	46.15	52	24
10	T65	T67	Patrick Rodgers	65	46.15	26	12
10	68	T69	Greyson Sigg	68	45.95	37	17
10	T69	T49	Nate Lashley	64	45.45	33	15
10	T69	72	David Skinns	48	45.45	22	10
10	71	73	Chez Reavie	65	45.16	31	14
10	T72	T69	Kramer Hickok	67	45.00	40	18
10	T72	74	Jared Wolfe	45	45.00	20	9
10	T74	75	Sam Burns	54	44.74	38	17
10	T74	T33	Patton Kizzire	68	44.74	38	17
10	76	T76	Stephan Jaeger	65	44.68	47	21
10	T77	78	Harry Higgs	64	44.44	36	16
10	T77	79	Beau Hossler	56	44.44	36	16
10	T77	T82	Joaquin Niemann	58	44.44	18	8
10	T80	T80	Keith Mitchell	65	44.00	25	11
10	T80	T100	Jon Rahm	50	44.00	25	11
10	T80	T80	Vince Whaley	65	44.00	25	11
10	T83	T98	Wyndham Clark	67	43.75	32	14
10	T83	84	Chris Kirk	66	43.75	32	14
10	T83	T64	Matt Kuchar	59	43.75	32	14
10	86	T100	Si Woo Kim	76	43.59	39	17
10	T87	T112	William McGirt	32	43.48	23	10
10	T87	T86	Brandt Snedeker	53	43.48	23	10
10	89	106	Hudson Swafford	64	43.33	30	13
10	90	85	Talor Gooch	72	43.24	37	16
10	T91	T86	Bronson Burgoon	37	42.86	14	6
10	T91	T86	Austin Cook	47	42.86	14	6
10	T91	T86	Jim Knous	35	42.86	21	9
10	T91	T86	Maverick McNealy	69	42.86	42	18
10	T91	T86	Rory Sabbatini	39	42.86	21	9
10	T91	T86	Michael Thompson	64	42.86	42	18
10	T91	T86	Dawie van der Walt	44	42.86	14	6
10	T91	T82	Aaron Wise	60	42.86	35	15
10	T99	T95	James Hahn	51	42.31	26	11
10	T99	T95	Jason Kokrak	55	42.31	26	11
10	101	97	Kyle Stanley	47	42.11	19	8
10	T102	T86	Lucas Glover	71	41.94	31	13
10	T102	129	Billy Horschel	56	41.94	31	13
10	T104	T142	Daniel Berger	39	41.67	24	10
10	T104	T100	Joseph Bramlett	63	41.67	24	10
10	T104	T100	Joshua Creel	35	41.67	24	10
10	T104	T108	Adam Scott	48	41.67	24	10
10	108	T130	Lanto Griffin	72	41.46	41	17
10	109	107	Sepp Straka	79	41.03	39	16
10	T110	T166	Shane Lowry	43	40.91	22	9
10	T110	T108	Charl Schwartzel	45	40.91	22	9
10	112	T110	Russell Henley	61	40.63	32	13
10	T113	T100	Seamus Power	69	40.54	37	15
10	T113	T112	Sam Ryder	66	40.54	37	15
10	T115	119	Brian Harman	64	40.00	30	12
10	T115	T112	David Lipsky	70	40.00	30	12
10	T115	120	Alex Noren	58	40.00	25	10
10	T115	T112	Doc Redman	65	40.00	30	12
10	T115	T100	Erik van Rooyen	47	40.00	25	10
10	T115	T112	Danny Willett	44	40.00	20	8
10	T121	T117	Andrew Putnam	66	39.39	33	13
10	T121	T117	Brian Stuard	75	39.39	33	13
10	123	121	Henrik Norlander	56	38.89	36	14
10	124	T146	Carlos Ortiz	55	37.93	29	11
10	T125	T124	Dylan Frittelli	67	37.50	32	12
10	T125	T124	Kevin Na	42	37.50	24	9
10	T125	T124	Martin Trainer	62	37.50	32	12
10	T128	128	Zach Johnson	48	37.14	35	13
10	T128	140	Troy Merritt	69	37.14	35	13
10	T130	T133	Keegan Bradley	65	36.36	33	12
10	T130	T133	Jim Herman	43	36.36	22	8
10	T130	132	Adam Long	71	36.36	33	12
10	T130	122	Scott Stallings	70	36.36	33	12
10	T134	T110	Corey Conners	64	36.11	36	13
10	T134	123	Russell Knox	77	36.11	36	13
10	T134	135	J.J. Spaun	73	36.11	36	13
10	137	T136	Hayden Buckley	61	36.00	25	9
10	138	139	Ben Kohles	47	35.71	28	10
10	T139	141	Kevin Chappell	43	35.29	17	6
10	T139	T124	Gary Woodland	53	35.29	34	12
10	T141	T142	Seung-Yul Noh	47	35.00	20	7
10	T141	T142	Jimmy Walker	41	35.00	20	7
10	T143	145	Brett Drewitt	42	34.78	23	8
10	T143	T160	Nick Watney	60	34.78	23	8
10	T145	T136	Jordan Spieth	53	34.62	26	9
10	T145	T146	Kevin Streelman	68	34.62	26	9
10	T147	T157	Jason Day	48	34.48	29	10
10	T147	148	Tony Finau	55	34.48	29	10
10	149	T149	Davis Riley	74	34.38	32	11
10	T150	T149	Tyler Duncan	61	33.33	27	9
10	T150	T130	Francesco Molinari	45	33.33	21	7
10	T150	T149	Seth Reeves	49	33.33	15	5
10	T150	T149	Chase Seiffert	37	33.33	12	4
10	T150	T136	Robert Streb	59	33.33	27	9
10	T150	T149	Vaughn Taylor	39	33.33	18	6
10	T150	T149	Harold Varner III	54	33.33	33	11
10	T150	T149	Matt Wallace	38	33.33	18	6
10	T150	T149	Dylan Wu	53	33.33	27	9
10	159	165	Adam Svensson	72	32.61	46	15
10	160	168	Max Homa	63	32.50	40	13
10	161	T157	Ian Poulter	45	32.14	28	9
10	T162	T160	Kurt Kitayama	54	32.00	25	8
10	T162	159	Kevin Tway	59	32.00	25	8
10	T164	T160	John Huh	53	31.82	22	7
10	T164	T160	Andrew Novak	54	31.82	22	7
10	T164	T160	Matthias Schwab	54	31.82	22	7
10	167	T166	Collin Morikawa	48	31.58	19	6
10	T168	170	Branden Grace	50	30.43	23	7
10	T168	186	Camilo Villegas	58	30.43	23	7
10	170	169	J.T. Poston	58	29.41	34	10
10	T171	T172	Hideki Matsuyama	53	29.17	24	7
10	T171	171	Sahith Theegala	81	29.17	48	14
10	T171	T172	Peter Uihlein	46	29.17	24	7
10	T174	T178	Martin Laird	48	28.13	32	9
10	T174	T176	Jhonattan Vegas	61	28.13	32	9
10	176	193	Xander Schauffele	51	28.00	25	7
10	T177	T176	Justin Lower	52	27.27	22	6
10	T177	T180	Scott Piercy	62	27.27	22	6
10	T177	T180	Roger Sloan	54	27.27	22	6
10	T180	T172	Emiliano Grillo	62	26.92	26	7
10	T180	197	Mackenzie Hughes	57	26.92	26	7
10	T180	184	Justin Thomas	53	26.92	26	7
10	T183	185	Nick Hardy	39	26.67	15	4
10	T183	T191	Matt Jones	61	26.67	30	8
10	T183	T178	Matthew Wolff	46	26.67	30	8
10	186	T180	Luke Donald	51	26.09	23	6
10	T187	T172	Rickie Fowler	53	25.93	27	7
10	T187	T188	Luke List	65	25.93	27	7
10	189	194	Mito Pereira	74	25.64	39	10
10	190	T188	Graeme McDowell	44	25.00	20	5
10	191	187	Doug Ghim	66	24.44	45	11
10	T192	T191	Christiaan Bezuidenhout	61	24.14	29	7
10	T192	T195	Charley Hoffman	51	24.14	29	7
10	T192	T188	Cameron Tringale	73	24.14	29	7
10	195	T180	Rory McIlroy	34	24.00	25	6
10	196	198	Peter Malnati	79	23.53	34	8
10	197	T195	Brendan Steele	61	22.22	27	6
10	198	201	Sungjae Im	67	21.74	23	5
10	199	200	Paul Barjon	51	20.83	24	5
10	200	199	Adam Hadwin	66	20.00	35	7
10	201	202	Jason Dufner	38	15.79	19	3
10	202	203	Justin Rose	43	11.11	18	2
09	1	2	Scott Gutschewski	42	70.00	10	7
09	2	3	Kevin Chappell	43	68.42	19	13
09	T3	T4	Sam Burns	54	66.67	42	28
09	T3	T4	Stephan Jaeger	65	66.67	30	20
09	T3	T4	Adam Long	71	66.67	42	28
09	6	9	Max Homa	63	65.85	41	27
09	7	7	Joaquin Niemann	58	63.64	22	14
09	8	10	Patrick Cantlay	43	63.16	19	12
09	9	8	Cameron Young	61	62.86	35	22
09	10	1	Lucas Herbert	45	61.90	21	13
09	11	11	Hideki Matsuyama	53	61.11	18	11
09	12	13	K.H. Lee	70	60.98	41	25
09	13	12	Martin Trainer	62	60.87	23	14
09	14	T14	Louis Oosthuizen	33	60.00	20	12
09	15	T14	Viktor Hovland	57	58.97	39	23
09	T16	T16	Brice Garnett	63	58.62	29	17
09	T16	T16	Kevin Kisner	56	58.62	29	17
09	18	T18	Kevin Tway	59	58.06	31	18
09	T19	T20	Kevin Na	42	57.69	26	15
09	T19	T20	Jimmy Walker	41	57.69	26	15
09	21	22	Richy Werenski	50	57.58	33	19
09	22	T23	Justin Rose	43	57.14	28	16
09	23	T23	Marc Leishman	61	56.67	30	17
09	T24	T23	Keith Mitchell	65	56.52	46	26
09	T24	27	Greyson Sigg	68	56.52	23	13
09	26	28	Brett Drewitt	42	56.25	16	9
09	27	30	Brendon Todd	65	55.56	36	20
09	T28	29	Matt Kuchar	59	55.26	38	21
09	T28	26	Scott Stallings	70	55.26	38	21
09	T30	T32	Chesson Hadley	58	55.17	29	16
09	T30	T32	Scottie Scheffler	67	55.17	29	16
09	32	T34	Wesley Bryan	37	55.00	20	11
09	33	41	Mackenzie Hughes	57	54.84	31	17
09	T34	T36	David Skinns	48	54.55	22	12
09	T34	T36	Dylan Wu	53	54.55	33	18
09	36	39	Vince Whaley	65	54.35	46	25
09	T37	47	Billy Horschel	56	52.78	36	19
09	T37	T18	Brendan Steele	61	52.78	36	19
09	T39	44	Brian Gay	39	52.63	19	10
09	T39	43	Sepp Straka	79	52.63	38	20
09	41	50	Emiliano Grillo	62	52.50	40	21
09	T42	45	Kelly Kraft	47	52.38	21	11
09	T42	T34	Matthew Wolff	46	52.38	21	11
09	44	T51	Matthew NeSmith	76	52.27	44	23
09	T45	T184	Garrick Higgo	48	52.17	23	12
09	T45	T36	Charley Hoffman	51	52.17	23	12
09	47	46	Sebastián Muñoz	62	52.08	48	25
09	48	T69	Robert Streb	59	51.61	31	16
09	49	40	Patrick Reed	65	51.28	39	20
09	50	87	Beau Hossler	56	51.11	45	23
09	51	T51	Cameron Tringale	73	51.02	49	25
09	T52	T51	Keegan Bradley	65	50.00	34	17
09	T52	T51	Jonathan Byrd	39	50.00	16	8
09	T52	T51	Wyndham Clark	67	50.00	32	16
09	T52	T48	Joel Dahmen	71	50.00	40	20
09	T52	T51	Sergio Garcia	37	50.00	20	10
09	T52	T51	Nick Hardy	39	50.00	16	8
09	T52	T51	Russell Henley	61	50.00	38	19
09	T52	T51	Mark Hubbard	48	50.00	26	13
09	T52	T51	Kurt Kitayama	54	50.00	26	13
09	T52	T66	Anirban Lahiri	58	50.00	32	16
09	T52	42	Shane Lowry	43	50.00	18	9
09	T52	T51	Taylor Moore	60	50.00	20	10
09	T52	T51	Chase Seiffert	37	50.00	16	8
09	T52	T66	Brandt Snedeker	53	50.00	34	17
09	T52	T92	Jhonattan Vegas	61	50.00	44	22
09	67	31	C.T. Pan	65	48.89	45	22
09	68	64	Michael Thompson	64	48.78	41	20
09	69	T48	Will Zalatoris	61	48.72	39	19
09	70	65	Brian Harman	64	48.65	37	18
09	T71	T114	Doug Ghim	66	48.39	31	15
09	T71	T66	Zach Johnson	48	48.39	31	15
09	T71	T83	Danny Lee	46	48.39	31	15
09	T74	T69	Michael Gligic	53	48.28	29	14
09	T74	T51	Adam Hadwin	66	48.28	29	14
09	T76	T71	Max McGreevy	54	48.00	25	12
09	T76	T71	Matthias Schwab	54	48.00	25	12
09	78	T73	Webb Simpson	45	47.83	23	11
09	79	T100	Nate Lashley	64	47.62	42	20
09	T80	T92	Abraham Ancer	59	47.37	38	18
09	T80	77	Charl Schwartzel	45	47.37	19	9
09	82	T78	James Hahn	51	47.22	36	17
09	T83	T80	Joshua Creel	35	47.06	17	8
09	T83	T80	Austin Smotherman	57	47.06	34	16
09	85	T75	Troy Merritt	69	46.81	47	22
09	86	T83	Alex Noren	58	46.67	30	14
09	87	86	Tommy Fleetwood	47	46.43	28	13
09	88	T92	Sungjae Im	67	46.34	41	19
09	T89	T88	Matt Fitzpatrick	45	46.15	13	6
09	T89	T88	Branden Grace	50	46.15	26	12
09	T89	T88	Seth Reeves	49	46.15	26	12
09	T89	T73	Camilo Villegas	58	46.15	26	12
09	93	T83	David Lipsky	70	45.95	37	17
09	94	T96	Justin Thomas	53	45.71	35	16
09	95	T75	Mito Pereira	74	45.65	46	21
09	96	98	Ian Poulter	45	45.45	22	10
09	T97	99	Jason Kokrak	55	45.16	31	14
09	T97	T114	J.T. Poston	58	45.16	31	14
09	T97	T112	Gary Woodland	53	45.16	31	14
09	T100	T100	Austin Cook	47	45.00	20	9
09	T100	T122	Adam Schenk	75	45.00	40	18
09	102	T144	Cameron Smith	44	44.83	29	13
09	T103	T102	Christiaan Bezuidenhout	61	44.44	18	8
09	T103	T102	Ben Kohles	47	44.44	18	8
09	T103	T107	Justin Lower	52	44.44	27	12
09	T103	T102	Trey Mullinax	56	44.44	36	16
09	T103	T102	Doc Redman	65	44.44	36	16
09	T103	T142	Erik van Rooyen	47	44.44	36	16
09	T103	121	Nick Watney	60	44.44	27	12
09	110	T124	Pat Perez	62	44.12	34	15
09	111	T107	Tyler Duncan	61	44.00	25	11
09	112	T78	Corey Conners	64	43.90	41	18
09	113	109	Bill Haas	78	43.75	32	14
09	114	110	Sung Kang	66	43.59	39	17
09	115	T112	Henrik Norlander	56	43.33	30	13
09	T116	T102	Matt Jones	61	43.24	37	16
09	T116	T96	Chad Ramey	65	43.24	37	16
09	T118	T114	Tyrrell Hatton	46	42.86	21	9
09	T118	T114	Kyle Stanley	47	42.86	14	6
09	T118	T114	Harold Varner III	54	42.86	21	9
09	T121	T133	Tom Hoge	79	42.31	52	22
09	T121	111	Seamus Power	69	42.31	26	11
09	123	T114	Adam Svensson	72	42.11	38	16
09	T124	T124	Tony Finau	55	41.94	31	13
09	T124	T124	Brooks Koepka	45	41.94	31	13
09	T126	T160	Denny McCarthy	80	41.86	43	18
09	T126	132	Davis Riley	74	41.86	43	18
09	T128	T127	Taylor Pendrith	51	41.67	36	15
09	T128	155	Jon Rahm	50	41.67	24	10
09	T128	T127	Chez Reavie	65	41.67	36	15
09	T128	T127	Roger Sloan	54	41.67	36	15
09	T132	T88	Jason Day	48	41.38	29	12
09	T132	95	Brandon Wu	56	41.38	29	12
09	T134	T133	Hayden Buckley	61	41.18	34	14
09	T134	T133	Cameron Champ	40	41.18	17	7
09	T134	T133	Rory Sabbatini	39	41.18	17	7
09	T137	T137	Peter Malnati	79	40.82	49	20
09	T137	151	Andrew Putnam	66	40.82	49	20
09	T139	T139	Paul Barjon	51	40.74	27	11
09	T139	T139	John Huh	53	40.74	27	11
09	T139	131	Russell Knox	77	40.74	54	22
09	T139	T160	Luke List	65	40.74	27	11
09	143	T142	Harry Higgs	64	40.63	32	13
09	144	T122	Lucas Glover	71	40.48	42	17
09	145	T139	Kevin Streelman	68	40.35	57	23
09	T146	T144	Jim Herman	43	40.00	30	12
09	T146	T144	Hank Lebioda	60	40.00	25	10
09	T146	T144	Dawie van der Walt	44	40.00	20	8
09	T149	T152	Dylan Frittelli	67	39.53	43	17
09	T149	T152	Maverick McNealy	69	39.53	43	17
09	T151	T127	Patton Kizzire	68	39.47	38	15
09	T151	T156	Sahith Theegala	81	39.47	38	15
09	153	T114	Alex Smalley	69	39.13	46	18
09	T154	T156	Dustin Johnson	37	38.89	18	7
09	T154	T156	Curtis Thompson	53	38.89	18	7
09	T154	T156	Matt Wallace	38	38.89	18	7
09	157	T174	Aaron Rai	73	38.64	44	17
09	158	T168	Patrick Rodgers	65	38.46	39	15
09	T159	T144	Chris Kirk	66	38.24	34	13
09	T159	154	Hudson Swafford	64	38.24	34	13
09	161	163	Luke Donald	51	38.10	21	8
09	T162	T177	Cam Davis	58	37.84	37	14
09	T162	162	Brandon Hagy	61	37.84	37	14
09	T164	T144	Daniel Berger	39	37.50	24	9
09	T164	T137	Kramer Hickok	67	37.50	24	9
09	T164	T164	William McGirt	32	37.50	16	6
09	T164	T171	Collin Morikawa	48	37.50	24	9
09	T164	T164	J.J. Spaun	73	37.50	32	12
09	T169	T164	Francesco Molinari	45	36.84	19	7
09	T169	T168	Sam Ryder	66	36.84	38	14
09	171	T144	Rory McIlroy	34	36.67	30	11
09	T172	170	Lee Hodges	65	36.59	41	15
09	T172	T174	Aaron Wise	60	36.59	41	15
09	T174	T171	Scott Piercy	62	36.36	33	12
09	T174	190	Danny Willett	44	36.36	11	4
09	176	173	Joseph Bramlett	63	36.11	36	13
09	177	176	Bronson Burgoon	37	35.71	14	5
09	178	167	Xander Schauffele	51	35.48	31	11
09	T179	T177	Seung-Yul Noh	47	35.29	17	6
09	T179	T177	Peter Uihlein	46	35.29	17	6
09	181	181	Graeme McDowell	44	34.78	23	8
09	182	182	Brian Stuard	75	34.48	29	10
09	183	T177	Stewart Cink	51	34.29	35	12
09	T184	T184	Lanto Griffin	72	33.33	45	15
09	T184	T186	Charles Howell III	46	33.33	27	9
09	T184	183	Si Woo Kim	76	33.33	48	16
09	T184	T199	Adam Scott	48	33.33	27	9
09	T184	T186	Jordan Spieth	53	33.33	24	8
09	189	T192	Martin Laird	48	31.03	29	9
09	T190	189	Kiradech Aphibarnrat	43	30.77	13	4
09	T190	188	Carlos Ortiz	55	30.77	39	12
09	192	T199	Rickie Fowler	53	30.43	23	7
09	193	196	Ryan Palmer	55	30.30	33	10
09	194	191	Nick Taylor	66	29.41	34	10
09	T195	T192	Talor Gooch	72	28.57	35	10
09	T195	T192	Callum Tarren	45	28.57	28	8
09	197	195	Jared Wolfe	45	27.78	18	5
09	198	197	Vaughn Taylor	39	26.67	15	4
09	199	T199	Jason Dufner	38	26.09	23	6
09	200	198	Andrew Novak	54	24.00	25	6
08	1	2	Austin Cook	47	83.33	18	15
08	2	3	Wesley Bryan	37	76.47	17	13
08	T3	T4	Jonathan Byrd	39	75.00	16	12
08	T3	T4	Jim Knous	35	75.00	16	12
08	5	8	Tyrrell Hatton	46	74.07	27	20
08	6	T4	Sungjae Im	67	72.73	33	24
08	T7	T9	Tommy Fleetwood	47	70.83	24	17
08	T7	T9	Ben Kohles	47	70.83	24	17
08	9	11	Joshua Creel	35	70.59	17	12
08	10	14	Denny McCarthy	80	70.21	47	33
08	11	7	Doug Ghim	66	69.70	33	23
08	12	12	Jason Dufner	38	69.23	13	9
08	13	17	Andrew Putnam	66	67.50	40	27
08	T14	T18	Tony Finau	55	66.67	33	22
08	T14	T18	Nick Hardy	39	66.67	24	16
08	T14	T18	Adam Long	71	66.67	39	26
08	T14	15	Shane Lowry	43	66.67	21	14
08	T14	T18	Maverick McNealy	69	66.67	33	22
08	T14	T22	Patrick Rodgers	65	66.67	33	22
08	20	T22	Scott Piercy	62	65.63	32	21
08	21	24	Greyson Sigg	68	65.31	49	32
08	22	32	Daniel Berger	39	65.22	23	15
08	23	25	Harry Higgs	64	65.00	40	26
08	24	T33	Lucas Herbert	45	64.52	31	20
08	25	13	Kevin Streelman	68	64.44	45	29
08	26	26	Brendon Todd	65	64.29	42	27
08	27	27	Zach Johnson	48	63.89	36	23
08	T28	T28	Christiaan Bezuidenhout	61	63.64	33	21
08	T28	T28	Patton Kizzire	68	63.64	44	28
08	30	41	Hudson Swafford	64	63.04	46	29
08	T31	T49	Patrick Cantlay	43	62.96	27	17
08	T31	T33	Hank Lebioda	60	62.96	27	17
08	T33	35	Chesson Hadley	58	62.86	35	22
08	T33	16	Mackenzie Hughes	57	62.86	35	22
08	35	43	Gary Woodland	53	62.79	43	27
08	T36	T46	Keegan Bradley	65	62.50	40	25
08	T36	T36	Sam Ryder	66	62.50	48	30
08	T36	T36	Curtis Thompson	53	62.50	16	10
08	39	T49	Brendan Steele	61	62.16	37	23
08	40	45	Matthew Wolff	46	62.07	29	18
08	41	40	Bronson Burgoon	37	61.90	21	13
08	42	T36	Cam Davis	58	61.76	34	21
