feet	Rank	RankPrev	Player	Roundsp	percentMade	Attempts	Putts_made
05	T89	T112	Francesco Molinari	45	82.93	41	34
05	91	91	Sam Burns	54	82.81	64	53
05	92	T101	Luke Donald	51	82.76	58	48
05	93	T49	Brandon Wu	56	82.69	52	43
05	94	T94	Tommy Fleetwood	47	82.61	46	38
05	95	T98	David Lipsky	70	82.54	63	52
05	96	93	C.T. Pan	65	82.50	80	66
05	97	96	Brooks Koepka	45	82.46	57	47
05	T98	97	Tyrrell Hatton	46	82.35	34	28
05	T98	59	Chris Kirk	66	82.35	68	56
05	100	110	Aaron Rai	73	82.28	79	65
05	101	88	Adam Hadwin	66	82.19	73	60
05	102	116	Sahith Theegala	81	82.18	101	83
05	103	T62	Sepp Straka	79	82.14	56	46
05	T104	T101	Max McGreevy	54	81.82	44	36
05	T104	117	Adam Schenk	75	81.82	77	63
05	T104	T101	David Skinns	48	81.82	55	45
05	T107	120	Cam Davis	58	81.69	71	58
05	T107	105	Nick Taylor	66	81.69	71	58
05	109	106	Webb Simpson	45	81.63	49	40
05	110	107	Rory Sabbatini	39	81.58	38	31
05	111	108	Henrik Norlander	56	81.54	65	53
05	112	109	Matt Wallace	38	81.40	43	35
05	113	121	Joel Dahmen	71	81.33	75	61
05	114	131	Viktor Hovland	57	81.25	48	39
05	115	111	Ian Poulter	45	81.13	53	43
05	116	T112	Christiaan Bezuidenhout	61	81.08	37	30
05	T117	115	Joseph Bramlett	63	80.88	68	55
05	T117	T124	Sungjae Im	67	80.88	68	55
05	T119	141	Jason Day	48	80.77	52	42
05	T119	T118	Nick Hardy	39	80.77	26	21
05	T119	T118	Harold Varner III	54	80.77	78	63
05	122	T134	Hudson Swafford	64	80.33	61	49
05	123	123	Roger Sloan	54	80.30	66	53
05	T124	T124	Jonathan Byrd	39	80.00	30	24
05	T124	122	Ryan Palmer	55	80.00	45	36
05	T124	T124	Scott Piercy	62	80.00	55	44
05	T124	114	J.T. Poston	58	80.00	60	48
05	128	100	Matthew Wolff	46	79.66	59	47
05	129	136	Robert Streb	59	79.45	73	58
05	130	132	Bronson Burgoon	37	79.41	34	27
05	131	133	Martin Trainer	62	79.37	63	50
05	132	T134	Joshua Creel	35	79.31	29	23
05	133	129	Si Woo Kim	76	79.12	91	72
05	134	T152	Charley Hoffman	51	79.10	67	53
05	135	138	Hayden Buckley	61	79.03	62	49
05	136	139	Lee Hodges	65	79.01	81	64
05	137	T124	Nick Watney	60	78.85	52	41
05	T138	T142	Paul Barjon	51	78.57	42	33
05	T138	T142	Ben Kohles	47	78.57	28	22
05	T138	T148	Joaquin Niemann	58	78.57	56	44
05	T138	T142	Dylan Wu	53	78.57	42	33
05	142	146	Jason Dufner	38	78.38	37	29
05	143	T157	Kevin Streelman	68	78.33	60	47
05	144	T154	Doug Ghim	66	78.26	69	54
05	145	145	Gary Woodland	53	78.21	78	61
05	146	137	Lucas Glover	71	78.02	91	71
05	147	151	Rickie Fowler	53	78.00	50	39
05	148	163	Russell Knox	77	77.97	59	46
05	149	147	Brice Garnett	63	77.94	68	53
05	150	T148	James Hahn	51	77.78	36	28
05	151	T148	Tom Hoge	79	77.65	85	66
05	T152	160	Abraham Ancer	59	77.61	67	52
05	T152	171	Luke List	65	77.61	67	52
05	154	T152	Scottie Scheffler	67	77.42	62	48
05	T155	T154	Stephan Jaeger	65	77.27	66	51
05	T155	130	Anirban Lahiri	58	77.27	66	51
05	T155	T154	Jimmy Walker	41	77.27	44	34
05	158	159	Louis Oosthuizen	33	77.14	35	27
05	T159	T161	Wesley Bryan	37	76.92	39	30
05	T159	T161	Scott Gutschewski	42	76.92	26	20
05	161	166	K.H. Lee	70	76.60	94	72
05	162	180	Justin Lower	52	76.19	42	32
05	163	167	Dawie van der Walt	44	76.09	46	35
05	164	168	Trey Mullinax	56	76.06	71	54
05	165	169	Chase Seiffert	37	76.00	25	19
05	166	165	Corey Conners	64	75.86	58	44
05	167	170	Charl Schwartzel	45	75.61	41	31
05	168	179	Kurt Kitayama	54	75.47	53	40
05	169	178	Brandt Snedeker	53	75.44	57	43
05	T170	T172	Brett Drewitt	42	75.00	32	24
05	T170	T172	Mark Hubbard	48	75.00	44	33
05	T170	T172	Dustin Johnson	37	75.00	36	27
05	T170	181	Patton Kizzire	68	75.00	76	57
05	T170	T157	Adam Long	71	75.00	60	45
05	T170	T172	Pat Perez	62	75.00	64	48
05	176	164	Matt Jones	61	74.67	75	56
05	177	177	Greyson Sigg	68	74.58	59	44
05	178	140	Xander Schauffele	51	74.29	35	26
05	179	186	Keegan Bradley	65	74.07	54	40
05	180	183	Cameron Young	61	74.03	77	57
05	181	193	Martin Laird	48	73.44	64	47
05	182	187	Will Zalatoris	61	73.33	45	33
05	183	182	Erik van Rooyen	47	73.17	41	30
05	184	184	Kevin Tway	59	73.13	67	49
05	185	185	Seung-Yul Noh	47	72.97	37	27
05	186	T172	Charles Howell III	46	72.46	69	50
05	187	188	Kevin Kisner	56	72.34	47	34
05	188	T124	Garrick Higgo	48	72.00	25	18
05	189	T189	Collin Morikawa	48	71.74	46	33
05	T190	T189	Austin Cook	47	71.43	42	30
05	T190	T189	Callum Tarren	45	71.43	35	25
05	192	192	Chez Reavie	65	70.83	48	34
05	193	194	Sung Kang	66	70.59	68	48
05	194	195	Tony Finau	55	70.37	54	38
05	195	196	Ryan Armour	40	70.00	30	21
05	196	197	Jim Herman	43	67.57	37	25
05	T197	202	Matthew NeSmith	76	66.67	63	42
05	T197	T198	Jordan Spieth	53	66.67	45	30
05	T197	T198	Adam Svensson	72	66.67	72	48
05	200	200	Branden Grace	50	65.45	55	36
05	201	201	Kyle Stanley	47	64.52	31	20
05	202	203	Camilo Villegas	58	61.90	42	26
04	1	1	Chesson Hadley	58	100.00	63	63
04	2	2	Xander Schauffele	51	98.89	90	89
04	3	6	Cameron Smith	44	98.39	62	61
04	4	5	Tyrrell Hatton	46	98.36	61	60
04	5	8	Sungjae Im	67	98.17	109	107
04	6	7	Brian Gay	39	98.15	54	53
04	7	9	Shane Lowry	43	98.08	52	51
04	8	10	Cameron Champ	40	97.87	47	46
04	9	11	Marc Leishman	61	97.53	81	79
04	10	3	Billy Horschel	56	97.40	77	75
04	11	12	Kevin Streelman	68	97.32	112	109
04	T12	T13	Talor Gooch	72	97.09	103	100
04	T12	T13	Harry Higgs	64	97.09	103	100
04	14	4	Abraham Ancer	59	97.06	68	66
04	T15	T15	Zach Johnson	48	97.01	67	65
04	T15	T15	Dylan Wu	53	97.01	67	65
04	17	17	Justin Lower	52	96.88	64	62
04	18	18	Collin Morikawa	48	96.77	62	60
04	19	T23	Brandt Snedeker	53	96.70	91	88
04	20	25	Viktor Hovland	57	96.47	85	82
04	21	19	Kelly Kraft	47	96.36	55	53
04	T22	20	Doc Redman	65	96.30	81	78
04	T22	T23	Patrick Reed	65	96.30	81	78
04	T24	T41	Rory McIlroy	34	96.25	80	77
04	T24	T26	Seamus Power	69	96.25	80	77
04	T26	T32	Beau Hossler	56	96.20	79	76
04	T26	T29	Sahith Theegala	81	96.20	158	152
04	T28	T21	Wesley Bryan	37	96.15	52	50
04	T28	T35	Max Homa	63	96.15	104	100
04	T28	38	Adam Scott	48	96.15	78	75
04	T28	T21	Jimmy Walker	41	96.15	78	75
04	32	T26	Hank Lebioda	60	96.00	100	96
04	33	28	Austin Smotherman	57	95.95	74	71
04	34	T29	Peter Uihlein	46	95.92	49	47
04	35	31	Chez Reavie	65	95.88	97	93
04	T36	T32	Patrick Rodgers	65	95.83	72	69
04	T36	T32	Justin Thomas	53	95.83	72	69
04	38	44	Aaron Wise	60	95.80	119	114
04	T39	T35	Roger Sloan	54	95.79	95	91
04	T39	T35	Brendon Todd	65	95.79	95	91
04	T41	39	Nick Hardy	39	95.65	46	44
04	T41	45	Gary Woodland	53	95.65	92	88
04	43	40	Martin Trainer	62	95.60	91	87
04	44	T47	Denny McCarthy	80	95.54	112	107
04	T45	T59	Joaquin Niemann	58	95.35	86	82
04	T45	T47	Chad Ramey	65	95.35	86	82
04	47	T51	Kurt Kitayama	54	95.31	64	61
04	48	46	Kevin Tway	59	95.29	85	81
04	49	53	Patton Kizzire	68	95.24	126	120
04	50	54	Sam Ryder	66	95.19	104	99
04	51	49	Scott Gutschewski	42	95.12	41	39
04	T52	56	Peter Malnati	79	95.10	102	97
04	T52	50	Maverick McNealy	69	95.10	102	97
04	54	T51	Tommy Fleetwood	47	95.08	61	58
04	55	62	Tom Hoge	79	95.04	121	115
04	56	64	Adam Schenk	75	94.96	119	113
04	57	57	Jared Wolfe	45	94.92	59	56
04	58	61	Anirban Lahiri	58	94.90	98	93
04	59	65	Ryan Palmer	55	94.87	78	74
04	60	58	Graeme McDowell	44	94.83	58	55
04	61	T41	Lucas Herbert	45	94.81	77	73
04	62	43	Matt Kuchar	59	94.79	96	91
04	T63	63	Bronson Burgoon	37	94.74	38	36
04	T63	T68	Andrew Putnam	66	94.74	95	90
04	65	T68	Carlos Ortiz	55	94.68	94	89
04	66	72	Brendan Steele	61	94.67	75	71
04	67	71	Adam Long	71	94.59	111	105
04	T68	T76	Adam Hadwin	66	94.55	110	104
04	T68	74	Keith Mitchell	65	94.55	110	104
04	70	55	Cameron Tringale	73	94.53	128	121
04	71	73	Corey Conners	64	94.51	91	86
04	T72	T66	Austin Cook	47	94.37	71	67
04	T72	T66	Greyson Sigg	68	94.37	71	67
04	74	T68	Michael Gligic	53	94.32	88	83
04	75	T59	Rickie Fowler	53	94.25	87	82
04	76	75	Stephan Jaeger	65	94.12	102	96
04	77	T86	Davis Riley	74	94.06	101	95
04	78	78	Sam Burns	54	94.05	84	79
04	T79	T80	John Huh	53	94.00	50	47
04	T79	T89	Pat Perez	62	94.00	100	94
04	T79	T80	Justin Rose	43	94.00	50	47
04	82	T82	Hideki Matsuyama	53	93.90	82	77
04	83	T91	Patrick Cantlay	43	93.88	49	46
04	84	88	Brandon Wu	56	93.85	65	61
04	T85	102	Jon Rahm	50	93.75	80	75
04	T85	84	Charl Schwartzel	45	93.75	64	60
04	87	93	Joel Dahmen	71	93.69	111	104
04	88	85	Max McGreevy	54	93.67	79	74
04	89	T76	Brian Harman	64	93.64	110	103
04	90	T86	Jason Kokrak	55	93.55	93	87
04	91	T91	Robert Streb	59	93.51	77	72
04	92	T89	Kevin Kisner	56	93.41	91	85
04	93	T95	Lanto Griffin	72	93.33	120	112
04	T94	94	Chase Seiffert	37	93.18	44	41
04	T94	T82	Nick Watney	60	93.18	88	82
04	96	105	Doug Ghim	66	93.14	102	95
04	T97	T95	Seung-Yul Noh	47	93.10	58	54
04	T97	T95	Louis Oosthuizen	33	93.10	58	54
04	T97	101	Alex Smalley	69	93.10	116	108
04	100	111	Emiliano Grillo	62	93.07	101	94
04	101	98	Ian Poulter	45	93.06	72	67
04	102	99	Jim Knous	35	93.02	43	40
04	103	100	J.J. Spaun	73	93.00	100	93
04	104	T114	Danny Willett	44	92.98	57	53
04	105	112	Keegan Bradley	65	92.96	71	66
04	106	103	Brian Stuard	75	92.94	85	79
04	107	T108	Wyndham Clark	67	92.93	99	92
04	108	79	Matt Fitzpatrick	45	92.86	70	65
04	109	123	Mackenzie Hughes	57	92.78	97	90
04	110	T114	Cam Davis	58	92.74	124	115
04	111	106	Tyler Duncan	61	92.68	82	76
04	T112	124	Chris Kirk	66	92.59	108	100
04	T112	107	David Skinns	48	92.59	54	50
04	114	T108	Brice Garnett	63	92.55	94	87
04	115	119	Cameron Young	61	92.52	107	99
04	116	T120	Brandon Hagy	61	92.50	80	74
04	117	113	Joseph Bramlett	63	92.39	92	85
04	T118	133	Jason Day	48	92.31	65	60
04	T118	T114	James Hahn	51	92.31	78	72
04	T118	T114	Scott Piercy	62	92.31	117	108
04	T118	T114	Callum Tarren	45	92.31	52	48
04	122	110	K.H. Lee	70	92.24	116	107
04	123	104	Aaron Rai	73	92.22	90	83
04	124	T120	Vince Whaley	65	92.21	77	71
04	125	125	Andrew Novak	54	92.06	63	58
04	T126	126	Nick Taylor	66	92.00	100	92
04	T126	132	Will Zalatoris	61	92.00	75	69
04	128	T129	Charley Hoffman	51	91.95	87	80
04	129	127	Ryan Armour	40	91.84	49	45
04	130	128	Brooks Koepka	45	91.78	73	67
04	131	T120	Francesco Molinari	45	91.76	85	78
04	T132	T129	Joshua Creel	35	91.67	36	33
04	T132	T129	Sung Kang	66	91.67	96	88
04	134	T142	C.T. Pan	65	91.51	106	97
04	135	151	Matthew Wolff	46	91.43	70	64
04	136	T142	Erik van Rooyen	47	91.30	69	63
04	137	137	Sebastián Muñoz	62	91.20	125	114
04	T138	147	Alex Noren	58	91.18	68	62
04	T138	138	Harold Varner III	54	91.18	68	62
04	T140	T139	Sergio Garcia	37	91.11	45	41
04	T140	T139	Scottie Scheffler	67	91.11	90	82
04	142	141	Jim Herman	43	91.07	56	51
04	143	152	Nate Lashley	64	91.03	78	71
04	144	T142	Webb Simpson	45	90.91	66	60
04	T145	156	Kramer Hickok	67	90.83	109	99
04	T145	155	Sepp Straka	79	90.83	109	99
04	147	146	Bill Haas	78	90.80	87	79
04	148	135	Stewart Cink	51	90.79	76	69
04	149	134	Garrick Higgo	48	90.74	54	49
04	T150	136	Matthew NeSmith	76	90.43	115	104
04	T150	150	Mito Pereira	74	90.43	94	85
04	152	157	J.T. Poston	58	90.22	92	83
04	153	158	Jonathan Byrd	39	90.20	51	46
04	154	159	Dylan Frittelli	67	90.16	122	110
04	155	174	Troy Merritt	69	90.08	121	109
04	T156	T160	Kevin Chappell	43	90.00	60	54
04	T156	167	Jason Dufner	38	90.00	50	45
04	T156	T160	Russell Henley	61	90.00	100	90
04	T156	T142	Jordan Spieth	53	90.00	80	72
04	T156	T160	Michael Thompson	64	90.00	110	99
04	161	149	Hudson Swafford	64	89.90	99	89
04	162	153	Martin Laird	48	89.71	68	61
04	163	T164	Hayden Buckley	61	89.52	105	94
04	164	166	Matthias Schwab	54	89.39	66	59
04	165	176	Si Woo Kim	76	89.31	131	117
04	T166	T164	Lucas Glover	71	89.29	112	100
04	T166	T160	Russell Knox	77	89.29	112	100
04	168	173	Scott Stallings	70	89.25	93	83
04	169	169	Kevin Na	42	89.23	65	58
04	170	170	Matt Wallace	38	89.19	74	66
04	T171	177	Matt Jones	61	89.16	83	74
04	T171	154	Jhonattan Vegas	61	89.16	83	74
04	173	171	Kiradech Aphibarnrat	43	89.13	46	41
04	174	168	David Lipsky	70	89.11	101	90
04	175	172	Richy Werenski	50	89.06	64	57
04	176	175	Trey Mullinax	56	88.75	80	71
04	T177	T178	Paul Barjon	51	88.57	105	93
04	T177	T178	Christiaan Bezuidenhout	61	88.57	70	62
04	179	185	Daniel Berger	39	88.41	69	61
04	180	180	Mark Hubbard	48	88.37	43	38
04	181	T181	Henrik Norlander	56	88.33	60	53
04	182	183	Ben Kohles	47	88.24	51	45
04	183	184	Rory Sabbatini	39	88.00	75	66
04	184	187	Luke Donald	51	87.93	58	51
04	185	T181	William McGirt	32	87.50	64	56
04	186	190	Danny Lee	46	87.30	63	55
04	187	186	Seth Reeves	49	87.10	62	54
04	188	193	Charles Howell III	46	87.04	54	47
04	T189	T188	Lee Hodges	65	86.96	92	80
04	T189	T188	Dustin Johnson	37	86.96	46	40
04	191	196	Adam Svensson	72	86.32	95	82
04	192	191	Taylor Pendrith	51	85.92	71	61
04	193	192	Brett Drewitt	42	85.71	42	36
04	194	194	Tony Finau	55	85.33	75	64
04	195	195	Curtis Thompson	53	84.44	45	38
04	196	198	Taylor Moore	60	83.84	99	83
04	197	200	Camilo Villegas	58	83.54	79	66
04	198	197	Vaughn Taylor	39	83.33	48	40
04	199	199	Kyle Stanley	47	82.69	52	43
04	200	201	Branden Grace	50	82.05	78	64
04	201	202	Dawie van der Walt	44	81.48	54	44
04	202	203	Luke List	65	77.08	96	74
03	T1	T1	Daniel Berger	39	100.00	325	325
03	T1	T1	Christiaan Bezuidenhout	61	100.00	415	415
03	T1	T1	Keegan Bradley	65	100.00	548	548
03	T1	T1	Hayden Buckley	61	100.00	485	485
03	T1	T1	Sam Burns	54	100.00	514	514
03	T1	T1	Jonathan Byrd	39	100.00	242	242
03	T1	T1	Patrick Cantlay	43	100.00	326	326
03	T1	T1	Tyler Duncan	61	100.00	450	450
03	T1	T1	Matt Fitzpatrick	45	100.00	298	298
03	T1	T1	Lanto Griffin	72	100.00	660	660
03	T1	T1	Chesson Hadley	58	100.00	432	432
03	T1	T1	Nick Hardy	39	100.00	222	222
03	T1	T1	Tyrrell Hatton	46	100.00	301	301
03	T1	T1	Lucas Herbert	45	100.00	309	309
03	T1	T1	Garrick Higgo	48	100.00	352	352
03	T1	T1	Billy Horschel	56	100.00	408	408
03	T1	T1	Mark Hubbard	48	100.00	366	366
03	T1	T1	Mackenzie Hughes	57	100.00	436	436
03	T1	T1	Dustin Johnson	37	100.00	283	283
03	T1	T1	Kevin Kisner	56	100.00	399	399
03	T1	T1	Brooks Koepka	45	100.00	359	359
03	T1	T1	Kelly Kraft	47	100.00	353	353
03	T1	T1	Anirban Lahiri	58	100.00	536	536
03	T1	T1	Danny Lee	46	100.00	344	344
03	T1	T1	K.H. Lee	70	100.00	683	683
03	T1	T1	William McGirt	32	100.00	356	356
03	T1	T1	Rory McIlroy	34	100.00	304	304
03	T1	T1	Maverick McNealy	69	100.00	557	557
03	T1	T1	Trey Mullinax	56	100.00	476	476
03	T1	T1	Joaquin Niemann	58	100.00	427	427
03	T1	T1	Alex Noren	58	100.00	460	460
03	T1	T1	Louis Oosthuizen	33	100.00	312	312
03	T1	T1	Seamus Power	69	100.00	483	483
03	T1	T1	Aaron Rai	73	100.00	589	589
03	T1	T1	Justin Rose	43	100.00	248	248
03	T1	T1	Cameron Smith	44	100.00	363	363
03	T1	T1	Austin Smotherman	57	100.00	457	457
03	T1	T1	Robert Streb	59	100.00	550	550
03	T1	T1	Vaughn Taylor	39	100.00	275	275
03	T1	T1	Brandon Wu	56	100.00	380	380
03	T1	T1	Will Zalatoris	61	100.00	449	449
03	42	44	Mito Pereira	74	99.86	710	709
03	T43	T45	Adam Schenk	75	99.84	630	629
03	T43	T45	Scott Stallings	70	99.84	617	616
03	T45	T48	Tom Hoge	79	99.83	581	580
03	T45	T48	Taylor Moore	60	99.83	575	574
03	T45	T48	C.T. Pan	65	99.83	593	592
03	T48	T51	Doug Ghim	66	99.82	562	561
03	T48	T56	Brian Harman	64	99.82	554	553
03	T48	T56	Matt Kuchar	59	99.82	554	553
03	T48	T51	Troy Merritt	69	99.82	567	566
03	T48	T51	Pat Perez	62	99.82	558	557
03	T53	T63	Abraham Ancer	59	99.81	522	521
03	T53	T63	Wyndham Clark	67	99.81	528	527
03	T53	T51	Jason Kokrak	55	99.81	528	527
03	T53	T51	Kevin Tway	59	99.81	526	525
03	T57	T56	Russell Henley	61	99.80	501	500
03	T57	T56	Hideki Matsuyama	53	99.80	510	509
03	T57	T56	Henrik Norlander	56	99.80	495	494
03	T57	T56	Brendon Todd	65	99.80	499	498
03	T57	T56	Vince Whaley	65	99.80	494	493
03	T57	T63	Gary Woodland	53	99.80	491	490
03	T63	72	Rickie Fowler	53	99.79	482	481
03	T63	T63	Branden Grace	50	99.79	481	480
03	T63	T1	Chad Ramey	65	99.79	477	476
03	T63	T63	Doc Redman	65	99.79	486	485
03	T67	T68	Paul Barjon	51	99.78	447	446
03	T67	T68	Zach Johnson	48	99.78	465	464
03	T67	T68	Justin Thomas	53	99.78	450	449
03	T67	T68	Martin Trainer	62	99.78	457	456
03	T71	T77	Viktor Hovland	57	99.77	437	436
03	T71	T77	Jon Rahm	50	99.77	439	438
03	T73	T73	James Hahn	51	99.76	412	411
03	T73	T73	John Huh	53	99.76	422	421
03	T73	T73	Harold Varner III	54	99.76	420	419
03	T73	T79	Camilo Villegas	58	99.76	423	422
03	77	T82	Xander Schauffele	51	99.75	403	402
03	T78	T79	Tommy Fleetwood	47	99.73	377	376
03	T78	43	Russell Knox	77	99.73	747	745
03	T78	T79	Kevin Na	42	99.73	370	369
03	T81	T82	Andrew Novak	54	99.72	361	360
03	T81	T85	Matthew Wolff	46	99.72	352	351
03	T83	T88	Si Woo Kim	76	99.71	678	676
03	T83	84	Curtis Thompson	53	99.71	339	338
03	T85	T91	Cameron Champ	40	99.70	336	335
03	T85	T85	Seth Reeves	49	99.70	328	327
03	T85	T85	Kyle Stanley	47	99.70	330	329
03	T88	98	Joel Dahmen	71	99.69	636	634
03	T88	T96	Justin Lower	52	99.69	319	318
03	T88	T88	Seung-Yul Noh	47	99.69	320	319
03	T88	T88	Callum Tarren	45	99.69	318	317
03	T92	T91	Austin Cook	47	99.68	309	308
03	T92	T91	Graeme McDowell	44	99.68	316	315
03	T92	T91	Matt Wallace	38	99.68	315	314
03	T95	T45	Matt Jones	61	99.67	598	596
03	T95	T96	Peter Uihlein	46	99.67	304	303
03	T97	T105	David Lipsky	70	99.66	580	578
03	T97	T102	Aaron Wise	60	99.66	596	594
03	T99	T99	Brett Drewitt	42	99.65	282	281
03	T99	T99	Bill Haas	78	99.65	576	574
03	T99	T105	Sungjae Im	67	99.65	577	575
03	T99	T99	Michael Thompson	64	99.65	568	566
03	T99	T105	Danny Willett	44	99.65	289	288
03	T104	T102	Brian Gay	39	99.64	276	275
03	T104	109	Sam Ryder	66	99.64	548	546
03	T104	T102	Greyson Sigg	68	99.64	550	548
03	T104	T113	Cameron Young	61	99.64	549	547
03	T108	T105	Ryan Armour	40	99.63	268	267
03	T108	T113	Max Homa	63	99.63	535	533
03	T108	T113	Chris Kirk	66	99.63	534	532
03	T108	T110	Patrick Rodgers	65	99.63	540	538
03	T108	T117	Brendan Steele	61	99.63	536	534
03	113	T117	Adam Hadwin	66	99.62	523	521
03	T114	T110	Kiradech Aphibarnrat	43	99.61	259	258
03	T114	T110	Scott Gutschewski	42	99.61	259	258
03	T114	T121	Beau Hossler	56	99.61	517	515
03	T114	T113	Marc Leishman	61	99.61	517	515
03	T114	124	Patrick Reed	65	99.61	514	512
03	T119	T117	Tony Finau	55	99.59	490	488
03	T119	T129	Martin Laird	48	99.59	482	480
03	T121	T125	Charley Hoffman	51	99.58	473	471
03	T121	T121	Scottie Scheffler	67	99.58	479	477
03	T121	T121	Roger Sloan	54	99.58	471	469
03	T124	T127	Peter Malnati	79	99.57	694	691
03	T124	T129	Matthew NeSmith	76	99.57	698	695
03	T124	T127	Kevin Streelman	68	99.57	690	687
03	127	T129	Denny McCarthy	80	99.56	686	683
03	128	T73	Erik van Rooyen	47	99.54	435	433
03	T129	T91	Patton Kizzire	68	99.53	640	637
03	T129	T134	Ryan Palmer	55	99.53	422	420
03	131	132	Dylan Frittelli	67	99.52	625	622
03	132	133	Chase Seiffert	37	99.51	205	204
03	T133	T134	Lee Hodges	65	99.50	606	603
03	T133	T139	Sepp Straka	79	99.50	597	594
03	135	T143	Cameron Tringale	73	99.49	583	580
03	T136	T136	Talor Gooch	72	99.48	582	579
03	T136	T143	J.T. Poston	58	99.48	580	577
03	T136	T136	Ian Poulter	45	99.48	382	380
03	T139	138	Matthias Schwab	54	99.47	375	373
03	T139	T141	Alex Smalley	69	99.47	566	563
03	141	T147	Cam Davis	58	99.46	558	555
03	T142	T117	Corey Conners	64	99.45	541	538
03	T142	T150	Jhonattan Vegas	61	99.45	548	545
03	T142	T141	Dylan Wu	53	99.45	362	360
03	T145	T143	Jim Knous	35	99.44	178	177
03	T145	T152	Keith Mitchell	65	99.44	539	536
03	T145	T152	Collin Morikawa	48	99.44	354	352
03	T148	156	Emiliano Grillo	62	99.43	529	526
03	T148	146	Harry Higgs	64	99.43	526	523
03	T150	T157	Carlos Ortiz	55	99.42	514	511
03	T150	T147	Scott Piercy	62	99.42	516	513
03	T150	T147	Rory Sabbatini	39	99.42	343	341
03	153	T150	Charl Schwartzel	45	99.41	341	339
03	T154	T152	Brice Garnett	63	99.40	497	494
03	T154	T165	Shane Lowry	43	99.40	331	329
03	156	T157	Chez Reavie	65	99.36	625	621
03	T157	159	Hank Lebioda	60	99.35	465	462
03	T157	162	Andrew Putnam	66	99.35	612	608
03	T159	T169	Charles Howell III	46	99.34	455	452
03	T159	160	Ben Kohles	47	99.34	303	301
03	T159	T163	Davis Riley	74	99.34	608	604
03	T162	161	Kevin Chappell	43	99.33	300	298
03	T162	T163	Brandon Hagy	61	99.33	451	448
03	T162	T167	Brandt Snedeker	53	99.33	448	445
03	T165	T178	Francesco Molinari	45	99.29	420	417
03	T165	T165	Nick Taylor	66	99.29	564	560
03	T165	T172	Sahith Theegala	81	99.29	702	697
03	T168	T178	Jason Day	48	99.28	418	415
03	T168	T139	Adam Scott	48	99.28	419	416
03	T168	T167	Webb Simpson	45	99.28	414	411
03	T171	175	Nate Lashley	64	99.26	542	538
03	T171	T169	Sebastián Muñoz	62	99.26	541	537
03	T173	181	Kramer Hickok	67	99.25	534	530
03	T173	171	Max McGreevy	54	99.25	399	396
03	T175	T172	Wesley Bryan	37	99.24	262	260
03	T175	T172	Sergio Garcia	37	99.24	262	260
03	177	176	Richy Werenski	50	99.22	385	382
03	178	177	Jim Herman	43	99.21	379	376
03	179	183	Kurt Kitayama	54	99.20	373	370
03	T180	182	Adam Long	71	99.19	620	615
03	T180	180	J.J. Spaun	73	99.19	615	610
03	182	184	Jared Wolfe	45	99.14	350	347
03	T183	T152	Hudson Swafford	64	99.04	521	516
03	T183	185	Dawie van der Walt	44	99.04	311	308
03	T185	186	Bronson Burgoon	37	99.01	302	299
03	T185	T189	Adam Svensson	72	99.01	607	601
03	T185	188	Nick Watney	60	99.01	504	499
03	188	187	Michael Gligic	53	99.00	400	396
03	189	T189	Sung Kang	66	98.94	470	465
03	190	191	Joseph Bramlett	63	98.90	546	540
03	191	192	Joshua Creel	35	98.88	268	265
03	T192	195	Luke Donald	51	98.85	436	431
03	T192	193	Taylor Pendrith	51	98.85	434	429
03	194	194	Brian Stuard	75	98.84	603	596
03	195	197	Stewart Cink	51	98.80	499	493
03	196	196	David Skinns	48	98.79	330	326
03	197	198	Stephan Jaeger	65	98.70	539	532
03	198	199	Jimmy Walker	41	98.63	365	360
03	199	T200	Jordan Spieth	53	98.50	532	524
03	200	T200	Luke List	65	98.31	592	582
03	201	202	Jason Dufner	38	98.24	284	279
03	202	203	Lucas Glover	71	97.83	690	675
