feet	Rank	RankPrev	Player	percentMade	Attempts	Putts_made
27.5	80	NA	Justin Rose	5.65	230	13
27.5	83	NA	Daniel Berger	5.63	284	16
27.5	83	67	Austin Eckroat	5.63	320	18
27.5	85	142	Robby Shelton	5.61	303	17
27.5	86	85	Tommy Fleetwood	5.59	304	17
27.5	86	69	K.H. Lee	5.59	286	16
27.5	88	123	Akshay Bhatia	5.57	341	19
27.5	88	7	Xander Schauffele	5.57	305	17
27.5	90	NA	Jacob Bridgeman	5.54	271	15
27.5	90	135	Stephan Jaeger	5.54	307	17
27.5	92	4	Taylor Montgomery	5.5	200	11
27.5	93	64	Lee Hodges	5.48	383	21
27.5	94	151	Matt Kuchar	5.45	312	17
27.5	95	191	Cameron Young	5.44	294	16
27.5	96	96	Adam Schenk	5.43	368	20
27.5	97	21	Billy Horschel	5.4	315	17
27.5	98	116	Erik Barnes	5.39	204	11
27.5	98	31	Russell Henley	5.39	241	13
27.5	98	NA	Charley Hoffman	5.39	241	13
27.5	101	125	J.T. Poston	5.38	353	19
27.5	101	152	Gary Woodland	5.38	353	19
27.5	103	170	Zac Blair	5.33	319	17
27.5	104	NA	Doug Ghim	5.25	362	19
27.5	105	182	Alex Smalley	5.24	267	14
27.5	106	NA	Jorge Campillo	5.21	211	11
27.5	106	NA	Chandler Phillips	5.21	288	15
27.5	106	NA	Alejandro Tosti	5.21	288	15
27.5	109	138	Patrick Rodgers	5.19	405	21
27.5	110	NA	Ben Silverman	5.18	328	17
27.5	111	39	Harry Hall	5.15	272	14
27.5	111	NA	Dylan Wu	5.15	330	17
27.5	113	NA	Kevin Dougherty	5.14	253	13
27.5	114	44	Callum Tarren	5.1	294	15
27.5	115	NA	Raul Pereda	5.06	158	8
27.5	116	96	Andrew Putnam	5.03	378	19
27.5	117	44	Luke List	5.02	319	16
27.5	118	NA	C.T. Pan	5	260	13
27.5	119	95	Lucas Glover	4.97	302	15
27.5	119	NA	Ryan Palmer	4.97	161	8
27.5	121	30	Brendon Todd	4.96	383	19
27.5	122	60	Brandon Wu	4.93	304	15
27.5	123	183	Alex Noren	4.92	305	15
27.5	124	10	Max Homa	4.91	285	14
27.5	125	37	Chesson Hadley	4.87	308	15
27.5	126	NA	Nicolai Højgaard	4.85	206	10
27.5	127	NA	Paul Barjon	4.82	228	11
27.5	127	149	Collin Morikawa	4.82	249	12
27.5	129	NA	Kevin Chappell	4.79	188	9
27.5	130	39	Tony Finau	4.69	320	15
27.5	130	NA	Min Woo Lee	4.69	277	13
27.5	132	124	Emiliano Grillo	4.68	342	16
27.5	133	83	Sam Burns	4.65	258	12
27.5	134	NA	Cameron Champ	4.62	260	12
27.5	135	88	Maverick McNealy	4.6	348	16
27.5	136	107	Carl Yuan	4.55	220	10
27.5	137	100	Justin Suh	4.53	309	14
27.5	137	160	Davis Thompson	4.53	353	16
27.5	139	NA	Victor Perez	4.5	289	13
27.5	140	NA	Jhonattan Vegas	4.48	268	12
27.5	141	178	Mark Hubbard	4.45	427	19
27.5	141	71	Tom Kim	4.45	292	13
27.5	143	178	Justin Thomas	4.42	226	10
27.5	144	136	Rickie Fowler	4.41	295	13
27.5	145	140	Peter Malnati	4.39	319	14
27.5	146	156	Garrick Higgo	4.38	297	13
27.5	146	NA	Joe Highsmith	4.38	251	11
27.5	148	176	Eric Cole	4.34	369	16
27.5	149	NA	Jake Knapp	4.33	300	13
27.5	150	20	Hayden Buckley	4.32	278	12
27.5	150	155	Kevin Yu	4.32	324	14
27.5	152	171	Davis Riley	4.29	326	14
27.5	153	NA	Hayden Springer	4.28	257	11
27.5	154	163	Aaron Rai	4.24	377	16
27.5	155	81	Ryan Moore	4.17	264	11
27.5	156	53	Chad Ramey	4.15	337	14
27.5	157	197	Martin Trainer	4.1	195	8
27.5	158	145	Chez Reavie	4.03	248	10
27.5	159	NA	Tom Whitney	4.02	224	9
27.5	160	146	Nick Hardy	3.96	379	15
27.5	160	112	S.H. Kim	3.96	429	17
27.5	162	NA	Aaron Baddeley	3.92	255	10
27.5	163	150	Keith Mitchell	3.9	333	13
27.5	164	185	Matt NeSmith	3.82	314	12
27.5	165	147	Kurt Kitayama	3.75	293	11
27.5	166	NA	Wilson Furr	3.74	214	8
27.5	167	105	Henrik Norlander	3.65	219	8
27.5	168	193	Tyler Duncan	3.62	304	11
27.5	169	91	Ryan Brehm	3.61	249	9
27.5	170	66	Cam Davis	3.53	312	11
27.5	171	NA	Bud Cauley	3.51	228	8
27.5	172	127	Patton Kizzire	3.5	257	9
27.5	173	119	Brice Garnett	3.38	207	7
27.5	174	NA	Vincent Norrman	3.31	242	8
27.5	175	NA	Rafael Campos	3.27	214	7
27.5	176	33	Ben Taylor	3.15	254	8
27.5	177	NA	Lanto Griffin	3.13	319	10
27.5	177	46	Adam Svensson	3.13	448	14
27.5	179	166	Byeong Hun An	3.01	266	8
27.5	180	153	Sepp Straka	2.83	283	8
27.5	181	NA	Camilo Villegas	2.82	213	6
27.5	182	6	Chris Kirk	2.58	271	7
27.5	183	NA	Chris Gotterup	2.52	317	8
27.5	184	NA	Parker Coody	1	201	2
22.5	1	NA	Max Greyserman	23	100	23
22.5	2	NA	Patrick Fishburn	22.08	77	17
22.5	3	NA	Hayden Springer	21.88	64	14
22.5	4	175	Chez Reavie	20.78	77	16
22.5	5	60	Harry Hall	18.82	85	16
22.5	6	149	Russell Henley	18.63	102	19
22.5	7	25	Sam Ryder	18.48	92	17
22.5	8	8	Rickie Fowler	18	100	18
22.5	9	NA	Ben Silverman	17.89	123	22
22.5	10	71	Thomas Detry	17.76	107	19
22.5	11	149	Robby Shelton	17.65	102	18
22.5	12	165	Si Woo Kim	17.59	108	19
22.5	13	22	Chad Ramey	17.58	91	16
22.5	14	91	Matt Fitzpatrick	17.5	80	14
22.5	15	NA	Vince Whaley	17.28	81	14
22.5	16	120	Sungjae Im	17.24	116	20
22.5	17	159	Mark Hubbard	17.07	123	21
22.5	18	197	Kevin Kisner	16.9	71	12
22.5	19	89	Hideki Matsuyama	16.88	77	13
22.5	20	15	Tyson Alexander	16.67	84	14
22.5	20	90	Patton Kizzire	16.67	72	12
22.5	22	179	Viktor Hovland	16.46	79	13
22.5	22	188	Troy Merritt	16.46	79	13
22.5	24	91	Kevin Chappell	16.39	61	10
22.5	25	194	Rory McIlroy	16.28	86	14
22.5	26	107	Shane Lowry	16.13	93	15
22.5	27	154	Cam Davis	16.07	112	18
22.5	27	NA	Ryan McCormick	16.07	56	9
22.5	29	1	Justin Rose	15.85	82	13
22.5	30	80	Patrick Cantlay	15.79	76	12
22.5	31	76	K.H. Lee	15.6	109	17
22.5	32	NA	Ryan Fox	15.38	117	18
22.5	33	77	Justin Lower	15.32	124	19
22.5	33	60	J.T. Poston	15.32	124	19
22.5	35	87	Matt Wallace	15.29	85	13
22.5	36	130	Brian Harman	15.25	118	18
22.5	37	19	Max Homa	15.24	105	16
22.5	37	66	Denny McCarthy	15.24	105	16
22.5	39	7	Nate Lashley	15.22	92	14
22.5	40	128	Matti Schmid	15.04	113	17
22.5	41	99	Billy Horschel	15	100	15
22.5	41	79	Zach Johnson	15	60	9
22.5	41	102	Dylan Wu	15	100	15
22.5	44	23	Alex Noren	14.94	87	13
22.5	44	44	Kevin Streelman	14.94	87	13
22.5	46	102	Eric Cole	14.93	134	20
22.5	47	6	Michael Kim	14.81	108	16
22.5	48	138	Taylor Montgomery	14.71	68	10
22.5	49	193	Tom Kim	14.68	109	16
22.5	49	174	Erik van Rooyen	14.68	109	16
22.5	51	126	Zac Blair	14.66	116	17
22.5	52	86	Andrew Novak	14.6	137	20
22.5	53	21	Sahith Theegala	14.53	117	17
22.5	54	147	Brandon Wu	14.43	97	14
22.5	55	119	Tony Finau	14.41	111	16
22.5	56	NA	Jacob Bridgeman	14.29	77	11
22.5	57	12	Maverick McNealy	14.16	113	16
22.5	57	69	Carson Young	14.16	113	16
22.5	59	67	Adam Scott	14.13	92	13
22.5	59	141	Cameron Young	14.13	92	13
22.5	61	129	Taylor Pendrith	13.93	122	17
22.5	62	NA	Brandt Snedeker	13.89	72	10
22.5	63	27	Patrick Rodgers	13.82	152	21
22.5	64	19	Wyndham Clark	13.79	87	12
22.5	65	NA	Rafael Campos	13.64	66	9
22.5	66	NA	Matthieu Pavon	13.58	81	11
22.5	67	38	Sam Stevens	13.48	141	19
22.5	68	109	Garrick Higgo	13.4	97	13
22.5	68	NA	Victor Perez	13.4	97	13
22.5	70	57	Sam Burns	13.33	105	14
22.5	70	32	Brice Garnett	13.33	60	8
22.5	70	NA	Chandler Phillips	13.33	120	16
22.5	73	NA	C.T. Pan	13.27	98	13
22.5	74	37	Seamus Power	13.19	144	19
22.5	75	127	Carl Yuan	13.16	76	10
22.5	76	23	Beau Hossler	13.08	130	17
22.5	76	184	Xander Schauffele	13.08	107	14
22.5	78	167	Scottie Scheffler	13.04	92	12
22.5	79	NA	Wesley Bryan	12.96	54	7
22.5	80	NA	Pierceson Coody	12.94	85	11
22.5	81	60	Chesson Hadley	12.9	93	12
22.5	81	NA	Blaine Hale, Jr.	12.9	62	8
22.5	83	64	Ben Taylor	12.79	86	11
22.5	84	153	Brendon Todd	12.62	103	13
22.5	85	30	Aaron Baddeley	12.5	96	12
22.5	85	56	Tom Hoge	12.5	128	16
22.5	85	167	Luke List	12.5	88	11
22.5	85	NA	Robert MacIntyre	12.5	80	10
22.5	85	142	Justin Suh	12.5	96	12
22.5	90	85	Lee Hodges	12.41	145	18
22.5	90	123	Adam Svensson	12.41	145	18
22.5	92	154	Christiaan Bezuidenhout	12.24	98	12
22.5	93	42	Stephan Jaeger	12.22	90	11
22.5	94	NA	Adrien Dumont de Chassart	12.2	82	10
22.5	94	NA	Lanto Griffin	12.2	82	10
22.5	94	31	S.H. Kim	12.2	123	15
22.5	97	53	Nick Taylor	12.07	116	14
22.5	98	NA	Trace Crowe	11.96	92	11
22.5	99	65	Joseph Bramlett	11.88	101	12
22.5	99	163	Harris English	11.88	101	12
22.5	101	149	Lucas Glover	11.82	110	13
22.5	102	40	Mackenzie Hughes	11.65	103	12
22.5	102	171	Adam Schenk	11.65	103	12
22.5	104	33	Ryan Palmer	11.59	69	8
22.5	105	NA	Parker Coody	11.54	78	9
22.5	105	NA	Jhonattan Vegas	11.54	104	12
22.5	107	108	Ben Griffin	11.51	139	16
22.5	108	NA	Joe Highsmith	11.39	79	9
22.5	109	134	Alex Smalley	11.36	88	10
22.5	110	154	Tommy Fleetwood	11.34	97	11
22.5	111	NA	Ryo Hisatsune	11.32	106	12
22.5	111	NA	Ben Kohles	11.32	106	12
22.5	113	71	Davis Thompson	11.29	124	14
22.5	114	NA	Camilo Villegas	11.27	71	8
22.5	115	180	Chris Kirk	11.25	80	9
22.5	116	161	Nico Echavarria	11.22	98	11
22.5	117	NA	Paul Barjon	11.11	54	6
22.5	117	NA	Jake Knapp	11.11	99	11
22.5	117	83	Peter Malnati	11.11	99	11
22.5	117	191	Ryan Moore	11.11	108	12
22.5	117	35	Martin Trainer	11.11	63	7
22.5	122	47	Martin Laird	10.99	91	10
22.5	123	125	Jason Day	10.98	82	9
22.5	123	50	Collin Morikawa	10.98	82	9
22.5	125	NA	Wilson Furr	10.94	64	7
22.5	126	NA	Alejandro Tosti	10.84	83	9
22.5	127	180	Kevin Yu	10.75	93	10
22.5	128	58	Greyson Sigg	10.62	113	12
22.5	129	NA	Chris Gotterup	10.59	85	9
22.5	129	170	Callum Tarren	10.59	85	9
22.5	131	84	Tyler Duncan	10.53	76	8
22.5	131	189	David Lipsky	10.53	95	10
22.5	133	183	Taylor Moore	10.43	115	12
22.5	134	27	Erik Barnes	10.34	58	6
22.5	135	117	Adam Hadwin	10.28	107	11
22.5	136	133	Aaron Rai	10.26	117	12
22.5	137	NA	Raul Pereda	10.2	49	5
22.5	138	NA	Roger Sloan	10.14	69	7
22.5	139	NA	Tom Whitney	10.13	79	8
22.5	140	71	Austin Smotherman	10	70	7
22.5	141	NA	Nicolai Højgaard	9.84	61	6
22.5	141	NA	Thorbjørn Olesen	9.84	61	6
22.5	143	109	Austin Eckroat	9.76	123	12
22.5	144	NA	Ludvig Åberg	9.68	93	9
22.5	145	177	Akshay Bhatia	9.65	114	11
22.5	146	NA	Nick Dunlap	9.52	84	8
22.5	147	NA	Jorge Campillo	9.38	64	6
22.5	148	NA	Rico Hoey	9.35	107	10
22.5	149	91	Jordan Spieth	9.3	86	8
22.5	150	138	Charley Hoffman	9.18	98	9
22.5	151	10	Emiliano Grillo	9.09	132	12
22.5	151	109	Henrik Norlander	9.09	77	7
22.5	151	NA	David Skinns	9.09	110	10
22.5	151	143	Sepp Straka	9.09	121	11
22.5	155	NA	Kevin Dougherty	8.57	70	6
22.5	156	NA	Chan Kim	8.49	106	9
22.5	157	NA	Sami Valimaki	8.45	71	6
22.5	158	NA	Mac Meissner	8.43	83	7
22.5	159	NA	Daniel Berger	8.33	96	8
22.5	159	74	Ryan Brehm	8.33	60	5
22.5	161	97	Doug Ghim	8.27	133	11
22.5	162	130	Kurt Kitayama	8.25	97	8
22.5	163	136	Joel Dahmen	8.2	122	10
22.5	164	117	Keith Mitchell	8.08	99	8
22.5	165	195	Cameron Champ	8.05	87	7
22.5	166	NA	Will Zalatoris	8	75	6
22.5	167	114	Justin Thomas	7.92	101	8
22.5	168	146	Corey Conners	7.89	114	9
22.5	169	132	Matt NeSmith	7.77	103	8
22.5	170	82	Keegan Bradley	7.69	104	8
22.5	171	182	Davis Riley	7.61	92	7
22.5	172	45	Andrew Putnam	7.48	107	8
22.5	173	17	Webb Simpson	7.41	54	4
22.5	173	115	J.J. Spaun	7.41	108	8
22.5	175	52	Kevin Tway	7.35	68	5
22.5	176	158	Hayden Buckley	7.32	82	6
22.5	177	171	Byeong Hun An	7.07	99	7
22.5	178	187	Matt Kuchar	6.86	102	7
22.5	179	NA	Josh Teater	6.78	59	4
22.5	180	NA	Min Woo Lee	6.19	97	6
22.5	181	104	Nick Hardy	6.03	116	7
22.5	181	167	Gary Woodland	6.03	116	7
22.5	183	NA	Bud Cauley	4.17	72	3
22.5	184	45	Vincent Norrman	3.9	77	3
17.5	1	8	Sam Burns	31.09	119	37
17.5	2	NA	Rafael Campos	30.11	93	28
17.5	3	159	Scottie Scheffler	29.75	121	36
17.5	4	NA	Roger Sloan	28.68	129	37
17.5	5	7	Viktor Hovland	28.04	107	30
17.5	6	68	Justin Suh	27.48	131	36
17.5	7	138	Byeong Hun An	27.13	129	35
17.5	8	30	Denny McCarthy	26.72	131	35
17.5	9	6	Martin Trainer	26.47	68	18
17.5	10	90	Justin Thomas	26.27	118	31
17.5	11	127	Carson Young	26.06	142	37
17.5	12	129	Tony Finau	26.05	119	31
17.5	13	NA	Lanto Griffin	25.71	105	27
17.5	14	33	Kevin Streelman	25.23	111	28
17.5	15	16	Rickie Fowler	25.18	139	35
17.5	16	37	Sahith Theegala	24.7	166	41
17.5	17	42	Wyndham Clark	24.55	110	27
17.5	18	84	Seamus Power	24.48	192	47
17.5	19	56	Ben Griffin	24.29	177	43
17.5	20	98	Christiaan Bezuidenhout	24.14	145	35
17.5	21	115	Maverick McNealy	24.06	133	32
17.5	22	176	Tyson Alexander	24.04	104	25
17.5	23	NA	Mac Meissner	23.97	121	29
17.5	24	70	Nick Taylor	23.91	138	33
17.5	25	63	Brendon Todd	23.89	180	43
17.5	26	168	Patrick Cantlay	23.76	101	24
17.5	27	48	Thomas Detry	23.58	106	25
17.5	28	109	Davis Riley	23.53	153	36
17.5	29	44	Shane Lowry	23.47	98	23
17.5	30	NA	C.T. Pan	23.36	107	25
17.5	31	107	Patton Kizzire	23.08	91	21
17.5	31	180	Webb Simpson	23.08	91	21
17.5	33	NA	Max Greyserman	22.96	135	31
17.5	34	52	Sam Ryder	22.92	96	22
17.5	35	NA	Sami Valimaki	22.86	105	24
17.5	36	14	Matti Schmid	22.81	114	26
17.5	37	NA	Jacob Bridgeman	22.73	132	30
17.5	38	26	Billy Horschel	22.63	137	31
17.5	38	NA	Chandler Phillips	22.63	137	31
17.5	40	10	Justin Lower	22.58	155	35
17.5	41	169	Beau Hossler	22.52	151	34
17.5	42	64	Andrew Putnam	22.38	143	32
17.5	43	NA	Ryan McCormick	22.37	76	17
17.5	44	NA	Ludvig Åberg	22.22	126	28
17.5	44	NA	Wesley Bryan	22.22	63	14
17.5	44	96	Chad Ramey	22.22	117	26
17.5	44	71	Justin Rose	22.22	90	20
17.5	44	121	Erik van Rooyen	22.22	144	32
17.5	49	NA	Hayden Springer	22.13	122	27
17.5	50	147	Austin Smotherman	22.09	86	19
17.5	51	87	Ryan Brehm	22.08	77	17
17.5	52	160	S.H. Kim	21.92	146	32
17.5	53	170	J.T. Poston	21.83	142	31
17.5	54	116	Mackenzie Hughes	21.77	147	32
17.5	54	145	Dylan Wu	21.77	124	27
17.5	56	13	Ben Taylor	21.59	88	19
17.5	57	102	Luke List	21.55	116	25
17.5	58	192	Cameron Young	21.53	144	31
17.5	59	134	Keegan Bradley	21.43	140	30
17.5	59	89	Tyler Duncan	21.43	98	21
17.5	61	15	Tom Hoge	21.39	173	37
17.5	62	NA	Victor Perez	21.37	131	28
17.5	63	117	Taylor Pendrith	21.23	146	31
17.5	64	164	Sam Stevens	21.18	170	36
17.5	65	187	Cam Davis	21.05	114	24
17.5	66	51	Chris Kirk	21.01	119	25
17.5	66	134	Hideki Matsuyama	21.01	119	25
17.5	68	46	Keith Mitchell	20.95	148	31
17.5	69	2	Jason Day	20.91	110	23
17.5	70	54	Nick Hardy	20.86	139	29
17.5	71	27	Adam Schenk	20.81	149	31
17.5	72	61	Nico Echavarria	20.77	130	27
17.5	73	55	Robby Shelton	20.72	111	23
17.5	74	NA	Matthieu Pavon	20.65	92	19
17.5	75	NA	David Skinns	20.63	126	26
17.5	76	131	Matt Fitzpatrick	20.56	107	22
17.5	76	53	Xander Schauffele	20.56	107	22
17.5	78	156	Emiliano Grillo	20.51	156	32
17.5	79	104	Brandon Wu	20.39	103	21
17.5	80	161	Ryan Palmer	20.34	59	12
17.5	81	163	Garrick Higgo	20.31	128	26
17.5	81	NA	Jake Knapp	20.31	128	26
17.5	83	152	Tom Kim	20.29	138	28
17.5	84	35	Max Homa	20.18	109	22
17.5	85	NA	Rico Hoey	20.17	119	24
17.5	86	72	K.H. Lee	20.14	144	29
17.5	87	151	Zach Johnson	20	90	18
17.5	88	73	Eric Cole	19.88	161	32
17.5	89	147	Akshay Bhatia	19.87	151	30
17.5	90	134	Corey Conners	19.75	162	32
17.5	91	98	Adam Hadwin	19.72	142	28
17.5	92	171	Russell Henley	19.66	117	23
17.5	93	130	Adam Scott	19.57	92	18
17.5	94	186	Doug Ghim	19.55	179	35
17.5	95	NA	Adrien Dumont de Chassart	19.51	123	24
17.5	96	NA	Ben Silverman	19.48	154	30
17.5	97	69	Taylor Montgomery	19.44	72	14
17.5	98	NA	Bud Cauley	19.42	103	20
17.5	99	NA	Alejandro Tosti	19.4	134	26
17.5	100	NA	Daniel Berger	19.38	129	25
17.5	100	146	Troy Merritt	19.38	129	25
17.5	102	108	Tommy Fleetwood	19.3	114	22
17.5	102	NA	Raul Pereda	19.3	57	11
17.5	104	20	Kevin Kisner	19.15	94	18
17.5	105	113	Austin Eckroat	19.11	157	30
17.5	106	NA	Nick Dunlap	19.01	121	23
17.5	106	23	Collin Morikawa	19.01	142	27
17.5	108	38	Alex Noren	18.95	95	18
17.5	109	95	Charley Hoffman	18.92	111	21
17.5	109	NA	Robert MacIntyre	18.92	111	21
17.5	111	NA	Jorge Campillo	18.84	69	13
17.5	112	182	Sungjae Im	18.83	154	29
17.5	113	87	Taylor Moore	18.75	176	33
17.5	114	NA	Brandt Snedeker	18.68	91	17
17.5	115	174	Erik Barnes	18.6	86	16
17.5	115	NA	Vince Whaley	18.6	86	16
17.5	117	NA	Min Woo Lee	18.52	108	20
17.5	118	147	Matt Wallace	18.45	103	19
17.5	119	103	Sepp Straka	18.4	125	23
17.5	120	38	Chesson Hadley	18.35	109	20
17.5	121	124	Henrik Norlander	18.09	94	17
17.5	122	45	Mark Hubbard	18.06	155	28
17.5	123	185	Rory McIlroy	18.02	111	20
17.5	124	34	Adam Svensson	17.99	189	34
17.5	125	74	Stephan Jaeger	17.96	167	30
17.5	126	61	Matt Kuchar	17.91	134	24
17.5	127	83	Matt NeSmith	17.86	140	25
17.5	128	NA	Jhonattan Vegas	17.74	124	22
17.5	129	119	Callum Tarren	17.71	96	17
17.5	130	43	Peter Malnati	17.7	113	20
17.5	131	41	Harris English	17.69	147	26
17.5	132	1	Harry Hall	17.65	136	24
17.5	132	NA	Chan Kim	17.65	136	24
17.5	132	NA	Thorbjørn Olesen	17.65	85	15
17.5	135	56	Brian Harman	17.61	159	28
17.5	135	142	Davis Thompson	17.61	159	28
17.5	137	NA	Ben Kohles	17.57	148	26
17.5	138	NA	Wilson Furr	17.31	104	18
17.5	139	NA	Chris Gotterup	17.21	122	21
17.5	140	182	Kevin Chappell	16.85	89	15
17.5	141	NA	Joe Highsmith	16.81	113	19
17.5	142	NA	Ryan Fox	16.79	131	22
17.5	143	181	Ryan Moore	16.78	143	24
17.5	143	153	Gary Woodland	16.78	143	24
17.5	145	NA	Kevin Dougherty	16.67	90	15
17.5	145	154	Michael Kim	16.67	108	18
17.5	147	167	Si Woo Kim	16.55	139	23
17.5	148	75	David Lipsky	16.51	109	18
17.5	149	134	Kevin Tway	16.48	91	15
17.5	150	NA	Parker Coody	16.46	79	13
17.5	151	110	Patrick Rodgers	16.3	184	30
17.5	152	113	Kurt Kitayama	15.83	139	22
17.5	153	NA	Paul Barjon	15.79	95	15
17.5	153	NA	Pierceson Coody	15.79	114	18
17.5	155	60	Zac Blair	15.71	140	22
17.5	156	49	Martin Laird	15.6	109	17
17.5	157	NA	Blaine Hale, Jr.	15.48	84	13
17.5	158	158	Lucas Glover	15.44	149	23
17.5	159	157	Joseph Bramlett	15.32	124	19
17.5	160	NA	Ryo Hisatsune	15.28	144	22
17.5	161	NA	Camilo Villegas	15.19	79	12
17.5	162	NA	Patrick Fishburn	15.04	113	17
17.5	162	120	Nate Lashley	15.04	133	20
17.5	164	50	Greyson Sigg	14.94	154	23
17.5	165	125	Jordan Spieth	14.88	121	18
17.5	166	125	Joel Dahmen	14.58	144	21
17.5	166	NA	Tom Whitney	14.58	96	14
17.5	168	94	Andrew Novak	14.55	165	24
17.5	169	21	Brice Garnett	14.49	69	10
17.5	170	NA	Will Zalatoris	14.29	126	18
17.5	171	85	Alex Smalley	14.04	114	16
17.5	172	195	Kevin Yu	13.97	136	19
17.5	173	162	Vincent Norrman	13.89	108	15
17.5	174	82	Lee Hodges	13.51	185	25
17.5	175	31	Hayden Buckley	13.21	106	14
17.5	176	123	Carl Yuan	12.87	101	13
17.5	177	92	J.J. Spaun	12.86	140	18
17.5	178	NA	Trace Crowe	12.82	117	15
17.5	179	80	Aaron Baddeley	12.77	94	12
17.5	180	65	Cameron Champ	12.5	96	12
17.5	181	106	Aaron Rai	12.4	129	16
17.5	182	NA	Josh Teater	11.11	63	7
17.5	183	76	Chez Reavie	9.8	102	10
17.5	184	NA	Nicolai Højgaard	8.82	102	9
12.5	1	NA	Hayden Springer	40.52	153	62
12.5	2	NA	Max Greyserman	39.74	156	62
12.5	3	55	Thomas Detry	39.26	163	64
12.5	4	NA	Pierceson Coody	38.8	183	71
12.5	5	42	S.H. Kim	38.46	208	80
12.5	6	83	Mackenzie Hughes	38.33	180	69
12.5	7	136	Harris English	38.22	191	73
12.5	8	126	Kevin Tway	38.1	105	40
12.5	9	123	Cameron Champ	37.9	124	47
12.5	10	31	Alex Noren	37.41	147	55
