feet	Rank	RankPrev	Player	percentMade	Attempts	Putts_made
12.5	11	80	Davis Riley	37.16	183	68
12.5	12	153	Beau Hossler	37.07	205	76
12.5	13	151	Jason Day	37.04	135	50
12.5	14	NA	Robert MacIntyre	36.81	163	60
12.5	15	10	Sepp Straka	36.78	174	64
12.5	16	89	Martin Laird	36.69	139	51
12.5	17	128	K.H. Lee	36.41	195	71
12.5	18	125	Matt Kuchar	36.31	157	57
12.5	19	116	Patrick Cantlay	36.11	144	52
12.5	19	71	Denny McCarthy	36.11	216	78
12.5	21	1	Adam Scott	36.08	158	57
12.5	22	35	Russell Henley	35.85	159	57
12.5	23	189	Taylor Pendrith	35.8	162	58
12.5	24	102	Erik van Rooyen	35.61	205	73
12.5	25	8	Martin Trainer	35.51	107	38
12.5	26	53	Chad Ramey	35.5	200	71
12.5	27	2	Taylor Montgomery	35.34	133	47
12.5	28	NA	Ludvig Åberg	35.29	187	66
12.5	28	61	Brendon Todd	35.29	238	84
12.5	30	NA	Ryan Fox	35.26	190	67
12.5	31	51	Jordan Spieth	35.09	171	60
12.5	32	63	Adam Hadwin	35.03	197	69
12.5	33	39	Xander Schauffele	35	200	70
12.5	34	5	Matt Wallace	34.9	149	52
12.5	35	26	Christiaan Bezuidenhout	34.83	201	70
12.5	35	112	Emiliano Grillo	34.83	201	70
12.5	37	76	Peter Malnati	34.78	161	56
12.5	38	82	Sam Burns	34.73	167	58
12.5	39	187	Davis Thompson	34.65	202	70
12.5	40	90	Corey Conners	34.5	200	69
12.5	41	113	Scottie Scheffler	34.46	177	61
12.5	42	6	Maverick McNealy	34.35	230	79
12.5	43	182	Byeong Hun An	34.25	181	62
12.5	44	166	Aaron Rai	34.17	199	68
12.5	45	59	Tom Kim	33.97	209	71
12.5	46	NA	Will Zalatoris	33.95	162	55
12.5	47	NA	Nicolai Højgaard	33.9	118	40
12.5	48	141	Charley Hoffman	33.71	175	59
12.5	49	103	Wyndham Clark	33.69	187	63
12.5	50	NA	Parker Coody	33.58	137	46
12.5	51	24	Hayden Buckley	33.55	155	52
12.5	52	45	Aaron Baddeley	33.33	135	45
12.5	52	113	Taylor Moore	33.33	213	71
12.5	54	NA	Chandler Phillips	33.17	199	66
12.5	55	178	Luke List	33.16	187	62
12.5	56	157	Robby Shelton	33.13	160	53
12.5	57	NA	Thorbjørn Olesen	32.99	97	32
12.5	57	87	Andrew Putnam	32.99	197	65
12.5	59	56	Sungjae Im	32.86	213	70
12.5	60	NA	Ryo Hisatsune	32.7	211	69
12.5	61	33	Justin Lower	32.55	255	83
12.5	62	NA	Ryan McCormick	32.54	126	41
12.5	63	85	Kevin Chappell	32.52	123	40
12.5	63	NA	Sami Valimaki	32.52	163	53
12.5	65	100	Lucas Glover	32.49	237	77
12.5	66	131	Rory McIlroy	32.3	161	52
12.5	67	97	Akshay Bhatia	32.29	223	72
12.5	67	NA	Raul Pereda	32.29	96	31
12.5	69	NA	Ben Silverman	32.26	186	60
12.5	70	NA	Bud Cauley	32.21	149	48
12.5	71	NA	Jake Knapp	32.16	199	64
12.5	72	109	Collin Morikawa	32.14	168	54
12.5	73	NA	David Skinns	32.09	187	60
12.5	74	143	Ryan Palmer	32	75	24
12.5	75	9	Tony Finau	31.98	197	63
12.5	76	142	Matti Schmid	31.93	166	53
12.5	77	NA	Alejandro Tosti	31.88	138	44
12.5	78	NA	Nick Dunlap	31.87	182	58
12.5	79	155	Tom Hoge	31.83	289	92
12.5	80	NA	Jacob Bridgeman	31.82	176	56
12.5	81	NA	Min Woo Lee	31.65	158	50
12.5	82	190	Kevin Kisner	31.62	117	37
12.5	83	NA	Jorge Campillo	31.58	95	30
12.5	83	138	Zach Johnson	31.58	114	36
12.5	85	121	Billy Horschel	31.55	187	59
12.5	86	66	J.T. Poston	31.52	184	58
12.5	86	43	Cameron Young	31.52	184	58
12.5	88	NA	Wilson Furr	31.45	124	39
12.5	89	66	Erik Barnes	31.37	102	32
12.5	90	23	Hideki Matsuyama	31.36	169	53
12.5	91	NA	Blaine Hale, Jr.	31.25	96	30
12.5	91	92	Stephan Jaeger	31.25	192	60
12.5	91	NA	Victor Perez	31.25	160	50
12.5	94	147	Tyson Alexander	31.2	125	39
12.5	94	113	Patrick Rodgers	31.2	234	73
12.5	96	96	Chesson Hadley	31.15	183	57
12.5	97	NA	Lanto Griffin	31.13	151	47
12.5	98	NA	Chris Gotterup	31.11	180	56
12.5	99	50	Kevin Streelman	31.08	148	46
12.5	100	20	Keegan Bradley	30.95	210	65
12.5	100	180	Henrik Norlander	30.95	126	39
12.5	102	95	Kevin Yu	30.86	175	54
12.5	103	109	Callum Tarren	30.66	137	42
12.5	104	169	Justin Rose	30.61	147	45
12.5	105	17	Eric Cole	30.5	259	79
12.5	106	87	Tommy Fleetwood	30.41	171	52
12.5	107	22	Max Homa	30.3	198	60
12.5	108	36	Harry Hall	30.26	195	59
12.5	109	3	Justin Suh	30.25	162	49
12.5	110	NA	Kevin Dougherty	30.22	139	42
12.5	111	60	Chris Kirk	30.16	189	57
12.5	112	75	Adam Schenk	30.13	239	72
12.5	113	97	Nico Echavarria	30.05	203	61
12.5	114	129	Brice Garnett	30	110	33
12.5	115	164	J.J. Spaun	29.85	201	60
12.5	116	94	Mark Hubbard	29.77	215	64
12.5	117	NA	Vince Whaley	29.75	158	47
12.5	118	164	Patton Kizzire	29.73	148	44
12.5	119	NA	Brandt Snedeker	29.69	128	38
12.5	120	29	Sam Ryder	29.68	155	46
12.5	121	166	Shane Lowry	29.63	162	48
12.5	122	152	Sahith Theegala	29.61	233	69
12.5	123	160	Matt Fitzpatrick	29.52	166	49
12.5	124	175	Nate Lashley	29.48	173	51
12.5	125	NA	Ben Kohles	29.47	190	56
12.5	126	171	Nick Hardy	29.36	218	64
12.5	127	NA	Trace Crowe	29.3	157	46
12.5	127	NA	Jhonattan Vegas	29.3	157	46
12.5	129	21	Dylan Wu	29.19	185	54
12.5	130	NA	Josh Teater	29.09	110	32
12.5	131	77	Rickie Fowler	29.07	172	50
12.5	132	NA	Adrien Dumont de Chassart	29.01	162	47
12.5	133	108	Si Woo Kim	28.57	196	56
12.5	134	38	Austin Eckroat	28.5	207	59
12.5	134	NA	Chan Kim	28.5	193	55
12.5	136	99	Viktor Hovland	28.46	130	37
12.5	136	168	Webb Simpson	28.46	123	35
12.5	138	NA	Paul Barjon	28.45	116	33
12.5	139	32	Adam Svensson	28.42	278	79
12.5	140	40	Ryan Moore	28.4	162	46
12.5	141	171	Joel Dahmen	28.38	229	65
12.5	142	78	Ben Griffin	28.33	233	66
12.5	143	13	Kurt Kitayama	28.27	191	54
12.5	144	111	Seamus Power	28.21	234	66
12.5	145	NA	Wesley Bryan	28.16	103	29
12.5	146	124	Garrick Higgo	28.08	146	41
12.5	147	NA	Roger Sloan	27.97	143	40
12.5	148	14	Matt NeSmith	27.96	186	52
12.5	148	91	Nick Taylor	27.96	211	59
12.5	150	181	Gary Woodland	27.81	187	52
12.5	151	37	Keith Mitchell	27.78	216	60
12.5	152	NA	C.T. Pan	27.74	155	43
12.5	153	68	Sam Stevens	27.57	214	59
12.5	154	NA	Rico Hoey	27.47	182	50
12.5	155	92	Alex Smalley	27.44	164	45
12.5	156	NA	Camilo Villegas	27.42	124	34
12.5	157	54	Brian Harman	27.31	216	59
12.5	158	NA	Patrick Fishburn	27.27	154	42
12.5	159	44	Joseph Bramlett	27.17	184	50
12.5	160	28	Cam Davis	26.97	178	48
12.5	161	137	Chez Reavie	26.67	165	44
12.5	162	49	Carson Young	26.32	209	55
12.5	163	68	Ben Taylor	26.28	156	41
12.5	164	122	Andrew Novak	26.26	198	52
12.5	164	81	Brandon Wu	26.26	179	47
12.5	166	NA	Mac Meissner	25.65	191	49
12.5	167	154	Carl Yuan	25.58	129	33
12.5	168	84	Justin Thomas	25.55	137	35
12.5	169	NA	Matthieu Pavon	25.16	159	40
12.5	169	106	Greyson Sigg	25.16	155	39
12.5	171	19	Zac Blair	25	180	45
12.5	172	86	Tyler Duncan	24.83	145	36
12.5	173	NA	Tom Whitney	24.49	147	36
12.5	174	176	David Lipsky	24.48	143	35
12.5	175	177	Michael Kim	24.42	172	42
12.5	176	127	Doug Ghim	24.2	219	53
12.5	177	173	Lee Hodges	23.74	219	52
12.5	178	NA	Rafael Campos	23.15	108	25
12.5	178	104	Vincent Norrman	23.15	108	25
12.5	180	NA	Daniel Berger	23.08	156	36
12.5	181	7	Ryan Brehm	22.83	127	29
12.5	182	18	Troy Merritt	21.32	136	29
12.5	183	51	Austin Smotherman	20	100	20
12.5	184	NA	Joe Highsmith	19.48	154	30
10	1	181	Cameron Champ	60	30	18
10	2	16	Kevin Kisner	58.62	29	17
10	3	176	S.H. Kim	57.78	45	26
10	4	106	Matt Fitzpatrick	57.5	40	23
10	5	135	Justin Rose	57.14	35	20
10	5	73	Alex Smalley	57.14	42	24
10	7	112	Eric Cole	55.22	67	37
10	8	51	Adam Scott	55.17	29	16
10	9	30	Justin Suh	54.72	53	29
10	10	19	Andrew Putnam	54.55	44	24
10	11	108	Russell Henley	54.17	48	26
10	12	173	Tyson Alexander	53.85	39	21
10	13	152	Collin Morikawa	53.57	56	30
10	14	65	Max Homa	53.49	43	23
10	15	NA	Nick Dunlap	53.06	49	26
10	16	NA	Bud Cauley	52.94	34	18
10	17	NA	Chandler Phillips	52.78	36	19
10	18	159	Dylan Wu	52.27	44	23
10	19	NA	Wilson Furr	51.72	29	15
10	20	59	Zach Johnson	51.61	31	16
10	20	NA	Vince Whaley	51.61	31	16
10	22	NA	Joe Highsmith	51.11	45	23
10	23	132	Nico Echavarria	51.06	47	24
10	24	88	Thomas Detry	51.02	49	25
10	25	73	Sam Burns	50	44	22
10	25	109	Patton Kizzire	50	36	18
10	25	179	Martin Laird	50	34	17
10	25	123	Rory McIlroy	50	32	16
10	25	NA	Raul Pereda	50	28	14
10	25	10	Sam Ryder	50	44	22
10	25	NA	Alejandro Tosti	50	44	22
10	25	103	Martin Trainer	50	32	16
10	33	13	Taylor Moore	49.25	67	33
10	34	55	Akshay Bhatia	48.98	49	24
10	35	145	Chesson Hadley	48.78	41	20
10	36	121	Vincent Norrman	48	25	12
10	37	192	Ryan Brehm	47.83	23	11
10	37	58	Peter Malnati	47.83	46	22
10	39	NA	Ryan McCormick	47.62	21	10
10	40	89	Mark Hubbard	47.54	61	29
10	41	NA	Lanto Griffin	47.5	40	19
10	42	169	Aaron Baddeley	47.37	38	18
10	42	171	Zac Blair	47.37	57	27
10	42	NA	Wesley Bryan	47.37	19	9
10	45	132	Stephan Jaeger	47.17	53	25
10	46	167	Matt NeSmith	47.06	34	16
10	47	72	Byeong Hun An	46.94	49	23
10	48	73	Mackenzie Hughes	46.67	60	28
10	49	38	Denny McCarthy	46.55	58	27
10	49	130	Nick Taylor	46.55	58	27
10	51	59	David Lipsky	46.43	28	13
10	52	54	Ben Griffin	46.15	65	30
10	52	176	Davis Thompson	46.15	52	24
10	54	163	Joseph Bramlett	46	50	23
10	54	42	Michael Kim	46	50	23
10	54	NA	Ben Silverman	46	50	23
10	57	140	Kevin Yu	45.95	37	17
10	58	39	Austin Smotherman	45.83	24	11
10	58	64	Carl Yuan	45.83	24	11
10	60	118	Taylor Pendrith	45.76	59	27
10	61	31	Robby Shelton	45.71	35	16
10	62	68	Si Woo Kim	45.45	44	20
10	63	165	Doug Ghim	45.24	42	19
10	64	20	Taylor Montgomery	45.16	31	14
10	65	NA	Paul Barjon	45	20	9
10	65	101	Billy Horschel	45	40	18
10	67	21	Harry Hall	44.9	49	22
10	68	66	Nate Lashley	44.83	29	13
10	68	135	Shane Lowry	44.83	29	13
10	68	NA	Matthieu Pavon	44.83	29	13
10	71	44	Xander Schauffele	44.68	47	21
10	72	39	J.T. Poston	44.44	45	20
10	72	NA	Camilo Villegas	44.44	27	12
10	74	NA	Rico Hoey	44.19	43	19
10	75	NA	Trace Crowe	44.12	34	15
10	75	NA	Nicolai Højgaard	44.12	34	15
10	75	NA	C.T. Pan	44.12	34	15
10	78	165	Andrew Novak	44	50	22
10	79	NA	Brandt Snedeker	43.9	41	18
10	80	NA	Ben Kohles	43.64	55	24
10	81	68	Davis Riley	43.48	46	20
10	81	36	Brendon Todd	43.48	69	30
10	83	NA	Jhonattan Vegas	43.4	53	23
10	84	NA	Ryan Fox	43.14	51	22
10	84	112	Sungjae Im	43.14	51	22
10	86	185	Brandon Wu	42.86	42	18
10	87	106	Brice Garnett	42.42	33	14
10	87	170	Kevin Streelman	42.42	33	14
10	89	82	Patrick Rodgers	42.37	59	25
10	90	162	Rickie Fowler	42.22	45	19
10	90	180	Emiliano Grillo	42.22	45	19
10	92	132	Beau Hossler	42.11	57	24
10	93	36	Wyndham Clark	42	50	21
10	94	157	Ryan Palmer	41.67	24	10
10	94	178	Cameron Young	41.67	60	25
10	96	71	Tom Hoge	41.54	65	27
10	97	NA	Jorge Campillo	41.38	29	12
10	98	NA	Chris Gotterup	41.3	46	19
10	99	28	Justin Lower	41.18	51	21
10	100	16	Harris English	41.03	39	16
10	101	184	Sam Stevens	40.98	61	25
10	102	NA	David Skinns	40.91	44	18
10	103	112	Nick Hardy	40.82	49	20
10	103	150	Erik van Rooyen	40.82	49	20
10	105	NA	Jake Knapp	40.74	54	22
10	106	NA	Jacob Bridgeman	40.54	37	15
10	107	NA	Max Greyserman	40.48	42	17
10	107	NA	Ryo Hisatsune	40.48	42	17
10	109	181	Sepp Straka	40	45	18
10	110	27	Lee Hodges	39.66	58	23
10	111	152	Tony Finau	39.53	43	17
10	112	147	Carson Young	39.34	61	24
10	113	151	Aaron Rai	39.13	46	18
10	114	109	Christiaan Bezuidenhout	39.02	41	16
10	114	103	Cam Davis	39.02	41	16
10	116	96	Adam Svensson	38.98	59	23
10	117	52	Tyler Duncan	38.89	36	14
10	118	26	Hayden Buckley	38.3	47	18
10	118	91	Brian Harman	38.3	47	18
10	120	NA	Kevin Dougherty	38.24	34	13
10	121	123	Kevin Chappell	38.1	21	8
10	121	NA	Victor Perez	38.1	42	16
10	123	NA	Min Woo Lee	37.84	37	14
10	124	73	K.H. Lee	37.74	53	20
10	125	84	Austin Eckroat	37.7	61	23
10	126	24	Ryan Moore	37.5	40	15
10	126	NA	Josh Teater	37.5	24	9
10	128	NA	Sami Valimaki	37.21	43	16
10	129	NA	Patrick Fishburn	37.04	27	10
10	130	142	Tom Kim	36.96	46	17
10	131	123	Corey Conners	36.84	57	21
10	132	90	Keegan Bradley	36.73	49	18
10	132	21	Keith Mitchell	36.73	49	18
10	134	155	Luke List	36.59	41	15
10	135	47	Lucas Glover	36.54	52	19
10	136	81	Sahith Theegala	36.36	55	20
10	137	33	Matt Kuchar	36.17	47	17
10	138	157	Matti Schmid	36.11	36	13
10	139	NA	Thorbjørn Olesen	35.9	39	14
10	140	135	Patrick Cantlay	35.48	31	11
10	141	46	Tommy Fleetwood	35.14	37	13
10	142	148	Seamus Power	35.09	57	20
10	143	NA	Parker Coody	34.48	29	10
10	144	62	Justin Thomas	34.21	38	13
10	145	59	Kurt Kitayama	34.15	41	14
10	146	109	Hideki Matsuyama	34.09	44	15
10	147	91	Maverick McNealy	33.96	53	18
10	148	NA	Blaine Hale, Jr.	33.33	30	10
10	148	175	Viktor Hovland	33.33	39	13
10	148	32	Troy Merritt	33.33	48	16
10	148	8	Jordan Spieth	33.33	33	11
10	148	186	Matt Wallace	33.33	39	13
10	153	50	Adam Schenk	32.76	58	19
10	154	NA	Ludvig Åberg	32.73	55	18
10	155	16	Charley Hoffman	32.61	46	15
10	155	49	J.J. Spaun	32.61	46	15
10	157	NA	Robert MacIntyre	32.56	43	14
10	158	4	Chad Ramey	32.43	37	12
10	159	62	Jason Day	32.35	34	11
10	160	171	Chris Kirk	31.82	44	14
10	160	135	Henrik Norlander	31.82	22	7
10	162	NA	Tom Whitney	31.58	38	12
10	163	11	Adam Hadwin	31.43	35	11
10	164	NA	Roger Sloan	31.25	32	10
10	165	155	Garrick Higgo	31.11	45	14
10	166	NA	Rafael Campos	31.03	29	9
10	166	33	Alex Noren	31.03	29	9
10	168	NA	Mac Meissner	30.77	39	12
10	168	6	Ben Taylor	30.77	39	12
10	170	NA	Daniel Berger	30.56	36	11
10	170	87	Webb Simpson	30.56	36	11
10	170	NA	Hayden Springer	30.56	36	11
10	173	NA	Will Zalatoris	30.3	33	10
10	174	73	Gary Woodland	30.23	43	13
10	175	121	Joel Dahmen	30	60	18
10	175	73	Greyson Sigg	30	40	12
10	177	NA	Chan Kim	29.79	47	14
10	178	15	Chez Reavie	29.63	27	8
10	179	118	Scottie Scheffler	29.41	34	10
10	180	NA	Pierceson Coody	28.95	38	11
10	181	130	Erik Barnes	27.78	36	10
10	182	2	Callum Tarren	20.83	48	10
10	183	NA	Adrien Dumont de Chassart	20.51	39	8
10	184	91	Kevin Tway	16.67	18	3
9	1	11	Harry Hall	69.05	42	29
9	2	NA	Thorbjørn Olesen	68.18	22	15
9	3	25	Taylor Montgomery	68	25	17
9	4	NA	Chris Gotterup	66.67	48	32
9	5	NA	Vince Whaley	65.63	32	21
9	6	30	Kevin Kisner	64.86	37	24
9	7	NA	Ben Kohles	64.15	53	34
9	8	166	Mackenzie Hughes	60.94	64	39
9	9	130	Erik Barnes	59.26	27	16
9	10	NA	Max Greyserman	58.97	39	23
9	11	177	Kurt Kitayama	58.82	51	30
9	12	77	Matt Fitzpatrick	58.54	41	24
9	12	NA	Roger Sloan	58.54	41	24
9	12	NA	Brandt Snedeker	58.54	41	24
9	15	61	Peter Malnati	58.33	60	35
9	15	69	Hideki Matsuyama	58.33	36	21
9	15	163	J.T. Poston	58.33	48	28
9	18	83	Davis Riley	57.78	45	26
9	19	NA	Trace Crowe	57.58	33	19
9	20	NA	Joe Highsmith	57.5	40	23
9	21	5	Maverick McNealy	57.45	47	27
9	22	70	Brian Harman	57.14	49	28
9	22	NA	C.T. Pan	57.14	42	24
9	22	34	Jordan Spieth	57.14	49	28
9	25	81	Gary Woodland	56.9	58	33
9	26	85	Zac Blair	56.67	60	34
9	27	162	Christiaan Bezuidenhout	56.1	41	23
9	28	6	Robby Shelton	56	50	28
9	29	NA	Rico Hoey	55.88	34	19
9	30	NA	Patrick Fishburn	55.56	45	25
9	31	3	Seamus Power	55.38	65	36
9	32	NA	Robert MacIntyre	54.76	42	23
9	32	43	Erik van Rooyen	54.76	42	23
9	34	183	Tom Kim	54.72	53	29
9	35	153	Matt Wallace	54.55	33	18
9	36	158	Martin Laird	54.29	35	19
9	36	81	Adam Schenk	54.29	70	38
9	38	128	Chez Reavie	54.17	48	26
9	39	NA	Ryan Fox	54.05	37	20
9	40	NA	Nick Dunlap	54	50	27
9	40	61	Billy Horschel	54	50	27
9	42	NA	Paul Barjon	53.85	39	21
9	43	161	Nico Echavarria	53.7	54	29
9	43	NA	Sami Valimaki	53.7	54	29
9	45	122	J.J. Spaun	53.57	56	30
9	46	NA	Ben Silverman	53.49	43	23
9	47	17	Taylor Pendrith	53.45	58	31
9	48	7	Cameron Champ	53.13	32	17
9	48	NA	Min Woo Lee	53.13	32	17
9	50	107	Justin Suh	52.78	36	19
9	51	159	Aaron Rai	52.54	59	31
9	52	4	S.H. Kim	52.46	61	32
9	53	NA	Jhonattan Vegas	52.27	44	23
9	54	156	Akshay Bhatia	51.92	52	27
9	55	150	Chad Ramey	51.85	54	28
9	55	130	Nick Taylor	51.85	54	28
9	57	174	Martin Trainer	51.72	29	15
9	58	120	Sam Stevens	51.35	37	19
9	59	120	Jason Day	51.28	39	20
9	59	157	Kevin Streelman	51.28	39	20
9	61	NA	Jacob Bridgeman	51.22	41	21
9	62	117	Aaron Baddeley	51.16	43	22
9	62	164	Matti Schmid	51.16	43	22
9	64	146	David Lipsky	50.98	51	26
9	65	NA	Chandler Phillips	50.94	53	27
9	66	56	Andrew Putnam	50.91	55	28
9	67	194	Lee Hodges	50.79	63	32
9	68	11	Justin Lower	50.75	67	34
9	69	NA	Rafael Campos	50	32	16
9	69	23	Eric Cole	50	76	38
9	69	93	Emiliano Grillo	50	58	29
9	69	196	Nick Hardy	50	64	32
9	69	47	Collin Morikawa	50	60	30
9	69	NA	Raul Pereda	50	30	15
9	69	77	Xander Schauffele	50	42	21
9	69	NA	Tom Whitney	50	28	14
9	77	101	Callum Tarren	49.12	57	28
9	78	79	Tony Finau	49.06	53	26
9	78	66	Adam Hadwin	49.06	53	26
9	78	30	Denny McCarthy	49.06	53	26
9	81	21	Sepp Straka	48.84	43	21
9	82	107	Dylan Wu	48.78	41	20
9	83	53	Adam Svensson	48.57	70	34
9	84	130	K.H. Lee	48.48	33	16
9	85	NA	Pierceson Coody	48.28	58	28
9	86	NA	Chan Kim	48.15	54	26
9	86	NA	Josh Teater	48.15	27	13
9	88	2	Chesson Hadley	48	50	24
9	89	146	Alex Smalley	47.83	46	22
9	90	181	Carson Young	47.69	65	31
9	91	130	Adam Scott	47.62	42	20
9	92	76	Mark Hubbard	47.46	59	28
9	93	NA	Will Zalatoris	47.37	38	18
9	94	NA	Ryan McCormick	47.22	36	17
9	95	117	Doug Ghim	47.06	68	32
9	95	NA	Nicolai Højgaard	47.06	34	16
9	97	19	Beau Hossler	46.94	49	23
9	98	NA	Ludvig Åberg	46.88	32	15
9	98	105	Vincent Norrman	46.88	32	15
9	100	61	Sungjae Im	46.67	75	35
9	100	NA	Alejandro Tosti	46.67	45	21
9	102	NA	Bud Cauley	46.51	43	20
9	102	39	Alex Noren	46.51	43	20
9	104	130	Tyson Alexander	46.43	28	13
9	104	58	Cameron Young	46.43	56	26
9	106	8	Justin Thomas	46.34	41	19
9	107	97	Byeong Hun An	46.3	54	25
9	108	37	Max Homa	46.15	52	24
9	108	33	Viktor Hovland	46.15	39	18
9	110	130	Sam Burns	46	50	23
9	111	NA	Matthieu Pavon	45.95	37	17
9	112	112	Stephan Jaeger	45.65	46	21
9	113	59	Wyndham Clark	45.45	44	20
9	113	113	Kevin Tway	45.45	33	15
9	115	45	Patrick Rodgers	45.28	53	24
9	116	152	Russell Henley	45.16	31	14
9	116	NA	Camilo Villegas	45.16	31	14
9	118	NA	Ryo Hisatsune	45.1	51	23
9	118	172	Matt NeSmith	45.1	51	23
9	118	71	Carl Yuan	45.1	51	23
9	121	57	Harris English	45	60	27
9	122	107	Zach Johnson	44.74	38	17
9	123	116	Thomas Detry	44.68	47	21
9	124	52	Chris Kirk	44.64	56	25
9	125	74	Tom Hoge	44.44	63	28
9	125	10	Patton Kizzire	44.44	36	16
9	125	87	Matt Kuchar	44.44	36	16
9	128	87	Keegan Bradley	44.07	59	26
9	129	101	Troy Merritt	44	50	22
9	129	11	Ryan Palmer	44	25	11
9	131	NA	Daniel Berger	43.75	32	14
9	131	39	Kevin Chappell	43.75	32	14
9	133	113	Rickie Fowler	43.48	46	20
9	133	36	Sam Ryder	43.48	46	20
9	135	68	Andrew Novak	43.4	53	23
9	136	NA	Jorge Campillo	43.33	30	13
9	137	11	Tommy Fleetwood	43.24	37	16
9	137	NA	Wilson Furr	43.24	37	16
9	137	59	Brandon Wu	43.24	37	16
9	140	47	Cam Davis	42.86	63	27
9	140	NA	Victor Perez	42.86	35	15
9	140	72	Brendon Todd	42.86	63	27
9	143	29	Lucas Glover	42.62	61	26
9	144	127	Garrick Higgo	42.55	47	20
9	145	192	Brice Garnett	42.31	26	11
9	145	130	Charley Hoffman	42.31	52	22
9	145	117	Justin Rose	42.31	26	11
9	148	46	Davis Thompson	42.22	45	19
9	149	92	Sahith Theegala	42.11	76	32
9	150	61	Tyler Duncan	41.94	31	13
9	151	NA	Kevin Dougherty	41.67	36	15
9	151	124	Webb Simpson	41.67	36	15
9	151	128	Austin Smotherman	41.67	24	10
9	154	144	Ben Griffin	41.54	65	27
9	155	NA	Jake Knapp	40.74	54	22
9	156	98	Hayden Buckley	40	45	18
9	156	85	Rory McIlroy	40	35	14
9	158	NA	Hayden Springer	39.53	43	17
9	159	98	Ben Taylor	39.47	38	15
9	160	169	Ryan Brehm	39.02	41	16
9	161	189	Shane Lowry	38.78	49	19
9	162	126	Greyson Sigg	38.64	44	17
9	163	101	Keith Mitchell	38.6	57	22
9	164	NA	Wesley Bryan	38.1	21	8
9	164	180	Scottie Scheffler	38.1	42	16
9	166	105	Austin Eckroat	37.78	45	17
9	167	66	Ryan Moore	37.5	40	15
9	168	NA	Mac Meissner	37.25	51	19
9	169	NA	Lanto Griffin	37.21	43	16
9	170	182	Si Woo Kim	37.04	54	20
9	171	NA	Adrien Dumont de Chassart	36.84	38	14
9	172	187	Joseph Bramlett	36.36	55	20
9	172	176	Nate Lashley	36.36	44	16
9	174	61	Patrick Cantlay	35.9	39	14
9	175	107	Kevin Yu	35.42	48	17
9	176	25	Taylor Moore	35.09	57	20
9	177	145	Corey Conners	34.62	52	18
9	178	NA	Blaine Hale, Jr.	34.48	29	10
9	179	168	Luke List	33.33	48	16
9	180	NA	Parker Coody	32.35	34	11
9	180	169	Michael Kim	32.35	34	11
9	182	154	Henrik Norlander	31.25	32	10
9	183	183	Joel Dahmen	30	40	12
9	184	NA	David Skinns	29.55	44	13
8	1	NA	Raul Pereda	72.22	36	26
8	2	183	Thomas Detry	71.43	49	35
8	3	89	Xander Schauffele	71.15	52	37
8	4	2	Sam Burns	70.83	48	34
8	5	185	Zach Johnson	69.57	46	32
8	6	179	Erik van Rooyen	68.63	51	35
8	7	165	Adam Schenk	67.86	56	38
8	8	102	Sahith Theegala	67.21	61	41
8	9	107	Viktor Hovland	66.67	39	26
8	10	26	Nico Echavarria	66.1	59	39
8	11	NA	Tom Whitney	65.85	41	27
8	12	121	Jason Day	65.31	49	32
8	12	41	Harris English	65.31	49	32
8	14	NA	Blaine Hale, Jr.	65.22	23	15
8	14	41	Taylor Pendrith	65.22	46	30
8	16	NA	Paul Barjon	64.71	34	22
8	16	NA	Matthieu Pavon	64.71	34	22
8	18	NA	Thorbjørn Olesen	64.29	28	18
8	19	NA	Rafael Campos	64.1	39	25
8	20	24	Brendon Todd	63.79	58	37
8	21	36	S.H. Kim	62.96	81	51
8	21	40	Denny McCarthy	62.96	54	34
8	23	29	Erik Barnes	62.86	35	22
8	24	NA	Brandt Snedeker	62.79	43	27
8	25	150	Nate Lashley	62.5	48	30
8	26	74	Chad Ramey	61.67	60	37
8	27	141	Emiliano Grillo	61.54	52	32
8	27	141	Aaron Rai	61.54	52	32
8	27	NA	Vince Whaley	61.54	39	24
8	30	29	Matt Kuchar	61.36	44	27
8	31	26	Carson Young	61.29	62	38
8	32	5	Taylor Montgomery	61.11	36	22
8	33	1	Matti Schmid	60.87	46	28
8	34	164	Akshay Bhatia	60.71	56	34
8	35	NA	Ben Kohles	60.66	61	37
8	36	NA	Wilson Furr	60.47	43	26
8	37	168	Russell Henley	60.42	48	29
8	38	110	Michael Kim	60	50	30
8	38	21	Ben Taylor	60	35	21
8	40	NA	Jacob Bridgeman	59.62	52	31
8	41	18	Justin Rose	59.46	37	22
8	42	69	Brian Harman	59.42	69	41
8	43	104	Davis Riley	59.09	44	26
8	44	NA	Nicolai Højgaard	58.97	39	23
8	45	10	Shane Lowry	58.7	46	27
8	46	182	Luke List	58.62	58	34
8	47	90	Cameron Champ	58.06	31	18
8	47	NA	Ryan Fox	58.06	62	36
8	47	NA	Chan Kim	58.06	62	36
8	47	74	Martin Trainer	58.06	31	18
8	51	NA	Max Greyserman	58	50	29
8	51	NA	Jake Knapp	58	50	29
8	53	161	J.T. Poston	57.89	57	33
8	54	85	Davis Thompson	57.81	64	37
8	55	143	Matt Wallace	57.78	45	26
8	56	NA	Ludvig Åberg	57.69	52	30
8	57	134	Tom Hoge	57.61	92	53
8	58	157	Keegan Bradley	57.14	49	28
8	58	81	Eric Cole	57.14	77	44
