feet	Rank	RankPrev	Player	percentMade	Attempts	Putts_made
27.5	1	1	Matthieu Pavon	12.7	126	16
27.5	2	1	Dan Brown	10.98	82	9
27.5	3	5	David Lipsky	9.89	91	9
27.5	4	3	Wyndham Clark	9.8	102	10
27.5	5	1	Scottie Scheffler	9.57	115	11
27.5	6	2	Viktor Hovland	9.48	116	11
27.5	7	3	Patrick Fishburn	8.82	68	6
27.5	8	3	Austin Smotherman	8.66	127	11
27.5	9	-	Jacob Bridgeman	8.59	163	14
27.5	10	2	Neal Shipley	8.43	83	7
27.5	11	2	Patton Kizzire	8.42	95	8
27.5	11	2	Dylan Wu	8.42	95	8
27.5	13	2	Akshay Bhatia	8.2	122	10
27.5	14	4	Sami Valimaki	8.18	110	9
27.5	15	4	Isaiah Salinda	8.06	62	5
27.5	16	4	Chandler Phillips	8.04	112	9
27.5	17	1	Jordan Spieth	8.02	162	13
27.5	18	3	Kris Ventura	8	50	4
27.5	19	4	Christiaan Bezuidenhout	7.92	101	8
27.5	20	4	Brooks Koepka	7.87	89	7
27.5	21	4	Brandt Snedeker	7.84	51	4
27.5	22	4	John Parry	7.8	141	11
27.5	23	11	Maverick McNealy	7.78	167	13
27.5	24	2	Si Woo Kim	7.75	142	11
27.5	25	2	Garrick Higgo	7.69	104	8
27.5	25	2	Kevin Streelman	7.69	52	4
27.5	27	16	Russell Henley	7.62	105	8
27.5	28	3	Sam Ryder	7.59	79	6
27.5	29	3	A.J. Ewart	7.52	133	10
27.5	30	5	Matti Schmid	7.41	162	12
27.5	31	14	Jason Day	7.38	122	9
27.5	32	4	Karl Vilips	7.37	95	7
27.5	33	4	Harry Hall	7.3	137	10
27.5	34	3	Chad Ramey	7.27	165	12
27.5	35	23	Matt Wallace	7.22	97	7
27.5	36	3	Cam Davis	7.14	70	5
27.5	36	37	Michael Kim	7.14	154	11
27.5	38	3	David Ford	7.08	113	8
27.5	39	6	Justin Rose	7.07	99	7
27.5	40	3	Davis Chatfield	6.94	72	5
27.5	41	3	Aldrich Potgieter	6.9	116	8
27.5	42	12	Alex Noren	6.87	131	9
27.5	43	2	Jake Knapp	6.84	117	8
27.5	43	2	Danny Walker	6.84	117	8
27.5	45	21	Keegan Bradley	6.78	118	8
27.5	45	3	Adam Svensson	6.78	59	4
27.5	45	23	Cameron Young	6.78	118	8
27.5	48	1	Joe Highsmith	6.76	148	10
27.5	49	11	Sungjae Im	6.74	89	6
27.5	50	-	Kevin Roy	6.72	134	9
27.5	51	-	Austin Eckroat	6.67	75	5
27.5	51	-	Steven Fisk	6.67	120	8
27.5	53	3	Tony Finau	6.62	136	9
27.5	54	3	Vince Whaley	6.6	106	7
27.5	55	15	Sahith Theegala	6.51	169	11
27.5	56	4	Patrick Cantlay	6.48	108	7
27.5	57	2	Patrick Rodgers	6.45	217	14
27.5	58	4	Beau Hossler	6.41	78	5
27.5	59	5	Davis Riley	6.25	80	5
27.5	60	18	Rickie Fowler	6.21	145	9
27.5	61	35	Max Homa	6.2	129	8
27.5	62	3	Hank Lebioda	6.19	113	7
27.5	63	-	Chandler Blanchet	6.09	115	7
27.5	64	12	Nick Taylor	6.08	148	9
27.5	65	6	Seamus Power	5.98	117	7
27.5	66	21	Brian Harman	5.93	135	8
27.5	67	11	Jeffrey Kang	5.8	69	4
27.5	68	17	Harris English	5.77	156	9
27.5	69	3	Michael Thorbjornsen	5.7	158	9
27.5	70	9	Robert MacIntyre	5.69	123	7
27.5	70	9	William Mouw	5.69	123	7
27.5	72	9	Adrien Dumont de Chassart	5.66	106	6
27.5	72	18	Ben Griffin	5.66	159	9
27.5	72	9	Billy Horschel	5.66	159	9
27.5	75	8	Rasmus Neergaard-Petersen	5.62	89	5
27.5	76	8	Michael Brennan	5.61	107	6
27.5	77	9	Zach Bauchou	5.59	143	8
27.5	77	18	Min Woo Lee	5.59	143	8
27.5	79	8	Rasmus H_jgaard	5.56	126	7
27.5	79	8	Stephan Jaeger	5.56	126	7
27.5	79	8	Jesper Svensson	5.56	54	3
27.5	82	14	Tom Hoge	5.47	128	7
27.5	83	44	Taylor Pendrith	5.45	165	9
27.5	84	8	Ludvig _berg	5.38	93	5
27.5	85	15	Sam Stevens	5.37	149	8
27.5	86	8	Zecheng Dou	5.3	132	7
27.5	86	8	Adam Schenk	5.3	132	7
27.5	88	20	Denny McCarthy	5.29	170	9
27.5	89	7	Rico Hoey	5.26	171	9
27.5	90	9	Joel Dahmen	5.22	115	6
27.5	91	30	Shane Lowry	5.19	135	7
27.5	92	59	Lucas Glover	5.13	78	4
27.5	92	25	Hideki Matsuyama	5.13	156	8
27.5	94	9	Rafael Campos	5.06	79	4
27.5	94	8	Chris Gotterup	5.06	158	8
27.5	96	8	Mac Meissner	5.04	119	6
27.5	97	10	Matt McCarty	5.03	159	8
27.5	97	24	Sudarshan Yellamaraju	5.03	159	8
27.5	99	6	Doug Ghim	5	80	4
27.5	99	6	Chris Kirk	5	100	5
27.5	101	24	Adam Scott	4.96	121	6
27.5	102	6	Mackenzie Hughes	4.92	122	6
27.5	102	6	Haotong Li	4.92	122	6
27.5	102	48	Jhonattan Vegas	4.92	122	6
27.5	105	7	Kurt Kitayama	4.9	143	7
27.5	106	19	Pierceson Coody	4.88	164	8
27.5	106	4	Jackson Suber	4.88	82	4
27.5	108	3	Aaron Rai	4.85	103	5
27.5	109	41	Brian Campbell	4.84	124	6
27.5	110	18	Alex Smalley	4.79	167	8
27.5	111	1	Kensei Hirata	4.76	105	5
27.5	111	38	Collin Morikawa	4.76	105	5
27.5	111	26	J.T. Poston	4.76	147	7
27.5	114	22	Nicolai H_jgaard	4.7	149	7
27.5	115	-	Eric Cole	4.67	107	5
27.5	116	-	Erik van Rooyen	4.65	86	4
27.5	117	26	Andrew Putnam	4.64	151	7
27.5	118	1	Pontus Nyholm	4.6	87	4
27.5	119	1	Matt Fitzpatrick	4.55	132	6
27.5	119	1	Jimmy Stanger	4.55	66	3
27.5	121	1	Tom Kim	4.48	134	6
27.5	122	1	Marco Penge	4.42	113	5
27.5	123	1	Peter Malnati	4.41	68	3
27.5	124	23	Gary Woodland	4.29	140	6
27.5	125	23	Andrew Novak	4.26	141	6
27.5	126	-	Marcelo Rozo	4.23	71	3
27.5	127	11	Ryo Hisatsune	4.21	214	9
27.5	128	14	Bud Cauley	4.17	144	6
27.5	129	2	Takumi Kanaya	3.97	126	5
27.5	129	2	S.H. Kim	3.97	126	5
27.5	131	2	John VanDerLaan	3.96	101	4
27.5	132	2	Gordon Sargent	3.95	76	3
27.5	133	8	Corey Conners	3.94	127	5
27.5	134	13	Jordan Smith	3.91	179	7
27.5	135	-	Kevin Yu	3.88	103	4
27.5	136	-	Johnny Keefer	3.87	155	6
27.5	137	5	Max Greyserman	3.85	104	4
27.5	138	1	Xander Schauffele	3.79	132	5
27.5	139	29	Tommy Fleetwood	3.74	107	4
27.5	139	-	Mark Hubbard	3.74	107	4
27.5	139	-	Taylor Moore	3.74	107	4
27.5	142	21	Ryan Fox	3.7	108	4
27.5	143	-	Emiliano Grillo	3.51	114	4
27.5	144	8	Ryan Gerard	3.42	146	5
27.5	145	15	Ricky Castillo	3.33	150	5
27.5	146	3	Max McGreevy	3.31	151	5
27.5	147	26	Justin Thomas	3.17	63	2
27.5	148	19	Sam Burns	3.15	127	4
27.5	149	3	Keith Mitchell	3.05	164	5
27.5	150	7	J.J. Spaun	2.94	136	4
27.5	151	2	Luke Clanton	2.9	69	2
27.5	151	2	Alejandro Tosti	2.9	69	2
27.5	153	2	Davis Thompson	2.8	107	3
27.5	154	3	Lee Hodges	2.63	114	3
27.5	155	-	Daniel Berger	2.6	154	4
27.5	156	5	Sepp Straka	2.29	131	3
27.5	157	2	Brice Garnett	2.2	91	2
27.5	158	2	Thorbj_rn Olesen	2.11	95	2
27.5	159	6	Nick Dunlap	1.61	62	1
27.5	160	1	Kristoffer Reitan	1.52	132	2
27.5	161	2	Nico Echavarria	1.43	140	2
27.5	162	4	Christo Lamprecht	1.39	72	1
27.5	163	4	Adrien Saddier	1.14	88	1
27.5	164	5	Justin Lower	0	48	0
22.5	1	-	Jake Knapp	32.56	43	14
22.5	2	-	Rasmus H_jgaard	32.26	31	10
22.5	3	-	Robert MacIntyre	30	30	9
22.5	4	4	Maverick McNealy	25	48	12
22.5	5	1	Beau Hossler	23.53	17	4
22.5	6	1	Hank Lebioda	23.33	30	7
22.5	6	10	Matt Wallace	23.33	30	7
22.5	8	2	Christiaan Bezuidenhout	22.86	35	8
22.5	9	2	Xander Schauffele	22.58	31	7
22.5	10	-	Seamus Power	22.22	27	6
22.5	11	-	Jason Day	21.95	41	9
22.5	12	1	Vince Whaley	21.05	38	8
22.5	13	1	Tony Finau	20.93	43	9
22.5	14	3	Sepp Straka	20.41	49	10
22.5	15	3	Lee Hodges	20	30	6
22.5	15	3	Alejandro Tosti	20	15	3
22.5	17	3	Chad Ramey	19.57	46	9
22.5	18	4	Harris English	19.51	41	8
22.5	18	3	Matthieu Pavon	19.51	41	8
22.5	20	2	Taylor Moore	19.44	36	7
22.5	20	2	Aaron Rai	19.44	36	7
22.5	22	4	Sam Ryder	19.23	26	5
22.5	23	9	Russell Henley	19.15	47	9
22.5	23	4	Stephan Jaeger	19.15	47	9
22.5	25	5	Sami Valimaki	18.92	37	7
22.5	26	14	Ryan Fox	18.75	32	6
22.5	27	11	Daniel Berger	18.52	54	10
22.5	28	20	Jhonattan Vegas	18.37	49	9
22.5	29	3	Isaiah Salinda	18.18	22	4
22.5	30	4	Tom Kim	18	50	9
22.5	31	4	S.H. Kim	17.95	39	7
22.5	32	-	Ryan Gerard	17.65	51	9
22.5	32	5	Kurt Kitayama	17.65	51	9
22.5	32	26	Sudarshan Yellamaraju	17.65	51	9
22.5	35	2	Takumi Kanaya	17.5	40	7
22.5	36	9	Cameron Young	17.31	52	9
22.5	37	3	Zach Bauchou	17.14	35	6
22.5	37	17	Shane Lowry	17.14	35	6
22.5	39	3	Patrick Fishburn	16.67	24	4
22.5	39	3	Joe Highsmith	16.67	48	8
22.5	39	3	Jesper Svensson	16.67	12	2
22.5	42	20	Ben Griffin	16.28	43	7
22.5	42	4	Johnny Keefer	16.28	43	7
22.5	44	3	Ludvig _berg	16.22	37	6
22.5	45	3	Eric Cole	16.13	31	5
22.5	45	3	David Ford	16.13	31	5
22.5	47	9	Brian Harman	15.69	51	8
22.5	48	6	Erik van Rooyen	15.63	32	5
22.5	49	7	Lucas Glover	15.38	26	4
22.5	49	18	J.T. Poston	15.38	39	6
22.5	51	6	Chandler Phillips	15.15	33	5
22.5	52	-	Chandler Blanchet	15	20	3
22.5	53	11	Corey Conners	14.89	47	7
22.5	53	12	Hideki Matsuyama	14.89	47	7
22.5	55	19	Keegan Bradley	14.71	34	5
22.5	56	5	Michael Kim	14.63	41	6
22.5	57	7	Jordan Spieth	14.58	48	7
22.5	58	2	Brian Campbell	14.29	28	4
22.5	58	3	Luke Clanton	14.29	21	3
22.5	58	3	Mark Hubbard	14.29	35	5
22.5	61	11	Andrew Putnam	14	50	7
22.5	62	2	Billy Horschel	13.95	43	6
22.5	63	68	Michael Thorbjornsen	13.85	65	9
22.5	64	11	Chris Gotterup	13.79	58	8
22.5	64	28	Tom Hoge	13.79	58	8
22.5	64	2	Patton Kizzire	13.79	29	4
22.5	67	7	Pierceson Coody	13.56	59	8
22.5	68	1	Matt Fitzpatrick	13.33	45	6
22.5	68	34	Andrew Novak	13.33	45	6
22.5	68	1	Marcelo Rozo	13.33	15	2
22.5	68	1	Danny Walker	13.33	45	6
22.5	72	2	Karl Vilips	13.16	38	5
22.5	73	3	Emiliano Grillo	13.04	46	6
22.5	73	5	Viktor Hovland	13.04	46	6
22.5	73	3	Dylan Wu	13.04	23	3
22.5	76	17	Patrick Rodgers	12.96	54	7
22.5	77	3	Michael Brennan	12.5	40	5
22.5	77	10	Ryo Hisatsune	12.5	56	7
22.5	77	10	Min Woo Lee	12.5	48	6
22.5	77	9	Matt McCarty	12.5	48	6
22.5	77	2	Sam Stevens	12.5	64	8
22.5	82	14	Ricky Castillo	12.2	41	5
22.5	83	1	Mackenzie Hughes	12	50	6
22.5	83	1	Jackson Suber	12	25	3
22.5	85	12	Max Homa	11.76	51	6
22.5	85	3	Sahith Theegala	11.76	51	6
22.5	87	27	Scottie Scheffler	11.54	52	6
22.5	87	2	Adam Svensson	11.54	26	3
22.5	87	2	John VanDerLaan	11.54	26	3
22.5	90	21	Max Greyserman	11.43	35	4
22.5	90	15	Taylor Pendrith	11.43	35	4
22.5	90	1	Adrien Saddier	11.43	35	4
22.5	90	21	Gary Woodland	11.43	35	4
22.5	94	2	Brice Garnett	11.11	27	3
22.5	94	2	Kensei Hirata	11.11	36	4
22.5	94	19	Nicolai H_jgaard	11.11	54	6
22.5	97	29	Alex Smalley	10.91	55	6
22.5	98	2	Garrick Higgo	10.87	46	5
22.5	98	24	Alex Noren	10.87	46	5
22.5	98	30	Kristoffer Reitan	10.87	46	5
22.5	101	4	Kevin Roy	10.81	37	4
22.5	102	15	Nico Echavarria	10.64	47	5
22.5	102	2	Mac Meissner	10.64	47	5
22.5	104	19	Sam Burns	10.53	38	4
22.5	105	4	Peter Malnati	10.34	29	3
22.5	106	25	Adam Scott	10.26	39	4
22.5	107	15	Joel Dahmen	10	40	4
22.5	107	2	Austin Eckroat	10	30	3
22.5	107	2	A.J. Ewart	10	30	3
22.5	107	2	Doug Ghim	10	30	3
22.5	107	2	Adam Schenk	10	50	5
22.5	107	2	Kevin Yu	10	30	3
22.5	113	14	Keith Mitchell	9.84	61	6
22.5	114	1	Steven Fisk	9.62	52	5
22.5	115	13	Jordan Smith	9.52	42	4
22.5	115	1	Kevin Streelman	9.52	21	2
22.5	117	2	Denny McCarthy	9.26	54	5
22.5	118	-	Jacob Bridgeman	9.09	55	5
22.5	118	14	Rickie Fowler	9.09	55	5
22.5	118	2	Chris Kirk	9.09	44	4
22.5	118	13	J.J. Spaun	9.09	44	4
22.5	122	1	Zecheng Dou	8.82	34	3
22.5	123	1	Davis Riley	8.7	23	2
22.5	124	19	Austin Smotherman	8.57	35	3
22.5	125	1	Brooks Koepka	8.33	24	2
22.5	125	1	Justin Lower	8.33	24	2
22.5	127	1	Max McGreevy	8.16	49	4
22.5	128	12	Akshay Bhatia	7.69	26	2
22.5	128	-	John Parry	7.69	39	3
22.5	128	-	Davis Thompson	7.69	39	3
22.5	131	1	William Mouw	7.5	40	3
22.5	132	1	Dan Brown	7.14	28	2
22.5	132	1	Cam Davis	7.14	28	2
22.5	132	15	Aldrich Potgieter	7.14	42	3
22.5	132	1	Matti Schmid	7.14	42	3
22.5	136	1	Pontus Nyholm	6.67	30	2
22.5	136	1	Gordon Sargent	6.67	15	1
22.5	136	1	Kris Ventura	6.67	15	1
22.5	139	2	Rico Hoey	6.38	47	3
22.5	140	2	Brandt Snedeker	6.25	16	1
22.5	141	1	Nick Taylor	6.15	65	4
22.5	142	3	Adrien Dumont de Chassart	6.06	33	2
22.5	143	8	Tommy Fleetwood	5.66	53	3
22.5	143	-	Si Woo Kim	5.66	53	3
22.5	145	3	Davis Chatfield	5.56	18	1
22.5	145	3	Christo Lamprecht	5.56	18	1
22.5	147	5	Wyndham Clark	4.88	41	2
22.5	148	5	Bud Cauley	4.84	62	3
22.5	149	16	David Lipsky	4.76	21	1
22.5	149	4	Marco Penge	4.76	42	2
22.5	149	3	Justin Rose	4.76	21	1
22.5	149	4	Jimmy Stanger	4.76	21	1
22.5	153	2	Rasmus Neergaard-Petersen	4.35	23	1
22.5	153	3	Justin Thomas	4.35	23	1
22.5	155	5	Harry Hall	4.17	48	2
22.5	156	-	Jeffrey Kang	4	25	1
22.5	157	1	Patrick Cantlay	3.45	29	1
22.5	158	1	Collin Morikawa	3.13	32	1
22.5	159	-	Haotong Li	3.03	33	1
22.5	160	-	Rafael Campos	0	23	0
22.5	160	-	Sungjae Im	0	19	0
22.5	160	-	Thorbj_rn Olesen	0	23	0
22.5	160	-	Neal Shipley	0	15	0
17.5	1	-	Beau Hossler	38.89	36	14
17.5	2	1	Michael Brennan	33.33	48	16
17.5	3	1	Sepp Straka	32.76	58	19
17.5	4	-	Kevin Yu	32.14	28	9
17.5	5	-	Kris Ventura	32	25	8
17.5	6	10	Akshay Bhatia	31.25	64	20
17.5	7	-	Mac Meissner	30.61	49	15
17.5	8	1	Dan Brown	30	40	12
17.5	8	27	Maverick McNealy	30	50	15
17.5	10	-	Jake Knapp	29.79	47	14
17.5	11	-	Sami Valimaki	29.55	44	13
17.5	12	-	Robert MacIntyre	29.41	51	15
17.5	12	-	Chad Ramey	29.41	51	15
17.5	14	19	Cameron Young	29.31	58	17
17.5	15	-	Takumi Kanaya	28.89	45	13
17.5	16	9	Ricky Castillo	28.3	53	15
17.5	16	1	Joe Highsmith	28.3	53	15
17.5	18	13	Sungjae Im	28.13	32	9
17.5	19	1	Brooks Koepka	27.91	43	12
17.5	20	1	Jackson Suber	27.27	33	9
17.5	21	-	Peter Malnati	26.67	30	8
17.5	21	-	Isaiah Salinda	26.67	30	8
17.5	21	-	Xander Schauffele	26.67	45	12
17.5	24	-	Adrien Saddier	26.53	49	13
17.5	25	21	Justin Rose	26.32	38	10
17.5	26	12	Harry Hall	26.23	61	16
17.5	27	2	Karl Vilips	26	50	13
17.5	28	13	Michael Kim	25.76	66	17
17.5	29	2	Sudarshan Yellamaraju	25	52	13
17.5	30	3	Nicolai H_jgaard	24.59	61	15
17.5	30	3	Aldrich Potgieter	24.59	61	15
17.5	30	16	Adam Scott	24.59	61	15
17.5	33	4	Sam Stevens	24.32	74	18
17.5	34	-	Brandt Snedeker	24	25	6
17.5	35	5	Alex Smalley	23.91	92	22
17.5	36	1	Seamus Power	23.81	42	10
17.5	36	1	Scottie Scheffler	23.81	63	15
17.5	38	18	Andrew Novak	23.73	59	14
17.5	38	13	Gary Woodland	23.73	59	14
17.5	40	2	Kensei Hirata	23.08	39	9
17.5	40	2	Gordon Sargent	23.08	26	6
17.5	42	19	Shane Lowry	22.73	44	10
17.5	43	-	Alex Noren	22.64	53	12
17.5	44	1	Doug Ghim	22.58	31	7
17.5	45	7	Jacob Bridgeman	22.54	71	16
17.5	46	-	Christiaan Bezuidenhout	22.22	45	10
17.5	46	-	Brice Garnett	22.22	36	8
17.5	46	-	Haotong Li	22.22	36	8
17.5	49	5	Patrick Rodgers	22.08	77	17
17.5	50	2	Eric Cole	21.95	41	9
17.5	51	20	Kristoffer Reitan	21.57	51	11
17.5	52	13	Ryan Gerard	21.33	75	16
17.5	53	2	A.J. Ewart	21.15	52	11
17.5	54	12	Sam Burns	21.05	57	12
17.5	54	6	Pierceson Coody	21.05	76	16
17.5	56	1	Mackenzie Hughes	20.93	43	9
17.5	56	31	Sahith Theegala	20.93	86	18
17.5	58	-	Kurt Kitayama	20.83	72	15
17.5	59	5	Brian Campbell	20.75	53	11
17.5	60	14	Harris English	20.69	58	12
17.5	61	2	Christo Lamprecht	20.59	34	7
17.5	62	1	Davis Riley	20.51	39	8
17.5	63	-	Steven Fisk	20.45	44	9
17.5	63	19	Max Greyserman	20.45	44	9
17.5	63	-	Stephan Jaeger	20.45	44	9
17.5	66	11	Jhonattan Vegas	20.41	49	10
17.5	67	1	Austin Eckroat	20	50	10
17.5	67	1	Rasmus H_jgaard	20	40	8
17.5	67	1	Jeffrey Kang	20	30	6
17.5	67	21	Collin Morikawa	20	55	11
17.5	67	1	Rasmus Neergaard-Petersen	20	25	5
17.5	67	1	Matti Schmid	20	65	13
17.5	73	1	Matthieu Pavon	19.61	51	10
17.5	74	4	Thorbj_rn Olesen	19.51	41	8
17.5	75	4	Nick Dunlap	19.44	36	7
17.5	75	4	Billy Horschel	19.44	72	14
17.5	75	4	Taylor Moore	19.44	36	7
17.5	78	12	Min Woo Lee	19.23	52	10
17.5	79	6	Denny McCarthy	19.18	73	14
17.5	80	14	Corey Conners	18.92	74	14
17.5	80	2	David Ford	18.92	37	7
17.5	82	42	Nico Echavarria	18.67	75	14
17.5	83	9	Jason Day	18.64	59	11
17.5	84	18	Max Homa	18.37	49	9
17.5	84	2	John Parry	18.37	49	9
17.5	86	33	Keegan Bradley	18.18	55	10
17.5	86	1	Dylan Wu	18.18	44	8
17.5	88	46	Tommy Fleetwood	17.95	39	7
17.5	89	-	Patrick Fishburn	17.86	28	5
17.5	89	-	Tom Kim	17.86	56	10
17.5	89	-	Justin Lower	17.86	28	5
17.5	89	-	Marcelo Rozo	17.86	28	5
17.5	89	-	Jimmy Stanger	17.86	28	5
17.5	89	-	Erik van Rooyen	17.86	28	5
17.5	95	26	Ben Griffin	17.74	62	11
17.5	96	44	Ryan Fox	17.65	51	9
17.5	97	2	Zecheng Dou	17.54	57	10
17.5	97	2	Adam Schenk	17.54	57	10
17.5	99	1	Johnny Keefer	17.31	52	9
17.5	100	3	Sam Ryder	17.07	41	7
17.5	101	4	Kevin Roy	16.98	53	9
17.5	102	4	Tony Finau	16.95	59	10
17.5	103	3	David Lipsky	16.67	36	6
17.5	103	4	William Mouw	16.67	54	9
17.5	103	3	Jordan Spieth	16.67	66	11
17.5	103	6	Matt Wallace	16.67	48	8
17.5	107	-	Si Woo Kim	16.49	97	16
17.5	108	3	Wyndham Clark	16.33	49	8
17.5	108	3	Mark Hubbard	16.33	49	8
17.5	110	3	Davis Thompson	16.28	43	7
17.5	110	3	Danny Walker	16.28	43	7
17.5	110	3	Vince Whaley	16.28	43	7
17.5	113	4	Pontus Nyholm	16.13	31	5
17.5	114	4	Matt Fitzpatrick	16.07	56	9
17.5	115	4	Alejandro Tosti	16	25	4
17.5	116	23	Chris Gotterup	15.87	63	10
17.5	117	5	Zach Bauchou	15.69	51	8
17.5	117	14	Lucas Glover	15.69	51	8
17.5	117	5	Lee Hodges	15.69	51	8
17.5	120	4	Max McGreevy	15.63	64	10
17.5	120	36	Justin Thomas	15.63	32	5
17.5	122	4	Ludvig _berg	15.38	52	8
17.5	122	4	Patrick Cantlay	15.38	52	8
17.5	124	17	Matt McCarty	15.25	59	9
17.5	125	8	Tom Hoge	15.15	66	10
17.5	126	10	Nick Taylor	15.07	73	11
17.5	127	2	John VanDerLaan	15	40	6
17.5	128	4	Neal Shipley	14.81	27	4
17.5	129	31	Russell Henley	14.75	61	9
17.5	130	4	Davis Chatfield	14.71	34	5
17.5	131	6	Garrick Higgo	14.29	42	6
17.5	131	6	Hank Lebioda	14.29	35	5
17.5	131	31	Taylor Pendrith	14.29	70	10
17.5	131	11	Jordan Smith	14.29	70	10
17.5	135	4	Hideki Matsuyama	13.73	51	7
17.5	136	28	Andrew Putnam	13.64	44	6
17.5	137	5	Emiliano Grillo	13.56	59	8
17.5	138	2	Viktor Hovland	12.96	54	7
17.5	139	6	Patton Kizzire	12.82	39	5
17.5	140	1	Bud Cauley	12.66	79	10
17.5	141	3	Chandler Blanchet	12.5	48	6
17.5	142	6	Keith Mitchell	12.31	65	8
17.5	143	-	Rickie Fowler	11.94	67	8
17.5	144	5	Chandler Phillips	11.63	43	5
17.5	145	1	J.T. Poston	11.59	69	8
17.5	146	4	Marco Penge	11.48	61	7
17.5	147	7	Daniel Berger	11.27	71	8
17.5	148	3	S.H. Kim	11.11	36	4
17.5	148	3	Kevin Streelman	11.11	27	3
17.5	150	5	Adrien Dumont de Chassart	10.71	56	6
17.5	150	6	Brian Harman	10.71	56	6
17.5	152	12	Joel Dahmen	10.2	49	5
17.5	153	2	J.J. Spaun	10	50	5
17.5	154	4	Chris Kirk	9.62	52	5
17.5	155	4	Rico Hoey	9.52	63	6
17.5	155	4	Jesper Svensson	9.52	21	2
17.5	157	-	Michael Thorbjornsen	9.21	76	7
17.5	158	3	Aaron Rai	9.09	33	3
17.5	159	4	Rafael Campos	8.11	37	3
17.5	160	2	Ryo Hisatsune	7.81	64	5
17.5	160	6	Austin Smotherman	7.81	64	5
17.5	162	4	Adam Svensson	6.9	29	2
17.5	163	5	Luke Clanton	3.7	27	1
17.5	164	5	Cam Davis	3.57	28	1
12.5	1	-	Sam Burns	44.44	72	32
12.5	2	-	Ludvig _berg	44.23	52	23
12.5	3	3	Gary Woodland	43.66	71	31
12.5	4	1	Chandler Phillips	43.55	62	27
12.5	5	-	Austin Eckroat	42.86	56	24
12.5	6	2	Zach Bauchou	41.03	78	32
12.5	7	3	Jacob Bridgeman	41	100	41
12.5	8	4	Rasmus H_jgaard	40	65	26
12.5	9	1	Scottie Scheffler	39.68	63	25
12.5	10	4	Kevin Streelman	39.47	38	15
12.5	11	4	Matthieu Pavon	38.98	59	23
12.5	12	-	Andrew Putnam	38.96	77	30
12.5	13	3	Stephan Jaeger	38.89	72	28
12.5	14	3	Pontus Nyholm	38.46	52	20
12.5	15	4	Harris English	38.04	92	35
12.5	16	2	Takumi Kanaya	37.78	90	34
12.5	17	86	Joel Dahmen	37.5	64	24
12.5	17	3	Lee Hodges	37.5	64	24
12.5	17	3	Chris Kirk	37.5	72	27
12.5	20	26	Rickie Fowler	37.04	81	30
12.5	21	4	Johnny Keefer	36.96	92	34
12.5	22	4	Adrien Dumont de Chassart	36.76	68	25
12.5	23	14	Min Woo Lee	36.67	90	33
12.5	24	15	Andrew Novak	36.56	93	34
12.5	25	4	Vince Whaley	36.51	63	23
12.5	26	4	Matt Fitzpatrick	36.49	74	27
12.5	27	7	Matt McCarty	36.27	102	37
12.5	28	35	Denny McCarthy	36.26	91	33
12.5	29	1	Ryo Hisatsune	36.21	116	42
12.5	30	61	Matt Wallace	36.11	72	26
12.5	31	7	Keegan Bradley	36	75	27
12.5	32	2	Chris Gotterup	35.8	81	29
12.5	33	2	Chad Ramey	35.79	95	34
12.5	34	7	Kristoffer Reitan	35.71	70	25
12.5	34	2	Davis Riley	35.71	56	20
12.5	36	17	Jason Day	35.62	73	26
12.5	37	41	David Lipsky	35.56	45	16
12.5	38	-	John VanDerLaan	35.09	57	20
12.5	39	16	Sahith Theegala	34.86	109	38
12.5	40	1	Michael Brennan	34.85	66	23
12.5	41	9	Sudarshan Yellamaraju	34.82	112	39
12.5	42	8	Maverick McNealy	34.74	95	33
12.5	43	9	Daniel Berger	34.65	101	35
12.5	44	1	Dan Brown	34.48	58	20
12.5	44	1	Gordon Sargent	34.48	29	10
12.5	46	8	Ryan Fox	34.33	67	23
12.5	47	2	Shane Lowry	34.25	73	25
12.5	48	1	Robert MacIntyre	34.12	85	29
12.5	49	-	Adrien Saddier	33.93	56	19
12.5	50	-	Erik van Rooyen	33.85	65	22
12.5	51	-	William Mouw	33.78	74	25
12.5	52	15	Nico Echavarria	33.72	86	29
12.5	53	1	Patrick Fishburn	33.33	45	15
12.5	53	5	Ryan Gerard	33.33	111	37
12.5	53	1	Billy Horschel	33.33	84	28
12.5	53	1	S.H. Kim	33.33	66	22
12.5	53	24	Aldrich Potgieter	33.33	69	23
12.5	53	1	Karl Vilips	33.33	63	21
12.5	53	1	Danny Walker	33.33	66	22
12.5	60	1	Steven Fisk	32.94	85	28
12.5	61	9	Harry Hall	32.89	76	25
12.5	62	2	Haotong Li	32.76	58	19
12.5	62	2	Matti Schmid	32.76	58	19
12.5	64	17	Sungjae Im	32.73	55	18
12.5	64	2	Taylor Moore	32.73	55	18
12.5	66	1	Akshay Bhatia	32.5	80	26
12.5	67	9	Patrick Rodgers	32.38	105	34
12.5	68	28	Collin Morikawa	32.35	68	22
12.5	69	5	Marco Penge	32.26	62	20
12.5	70	6	Russell Henley	32.14	84	27
12.5	70	5	Sam Ryder	32.14	56	18
12.5	72	3	Beau Hossler	31.91	47	15
12.5	72	11	Jordan Spieth	31.91	94	30
12.5	74	1	Keith Mitchell	31.9	116	37
12.5	75	5	Zecheng Dou	31.88	69	22
12.5	76	2	Brice Garnett	31.71	41	13
