feet	Rank	RankPrev	Player	percentMade	Attempts	Putts_made
3	1	-	Hank Lebioda	100	257	257
3	1	-	Shane Lowry	100	314	314
3	1	-	Robert MacIntyre	100	316	316
3	1	-	Peter Malnati	100	179	179
3	1	-	Mac Meissner	100	295	295
3	1	-	Thorbj_rn Olesen	100	210	210
3	1	-	Marco Penge	100	296	296
3	1	-	J.T. Poston	100	388	388
3	1	-	Chad Ramey	100	351	351
3	1	-	Patrick Rodgers	100	498	498
3	1	-	Kevin Roy	100	336	336
3	1	-	Sam Ryder	100	203	203
3	1	-	Adrien Saddier	100	240	240
3	1	-	Isaiah Salinda	100	146	146
3	1	-	Gordon Sargent	100	158	158
3	1	-	Neal Shipley	100	169	169
3	1	-	Jimmy Stanger	100	164	164
3	1	-	Sepp Straka	100	327	327
3	1	-	Kevin Streelman	100	138	138
3	1	-	Jesper Svensson	100	134	134
3	1	-	Davis Thompson	100	280	280
3	1	-	Sami Valimaki	100	275	275
3	1	-	Erik van Rooyen	100	211	211
3	1	-	Kris Ventura	100	136	136
3	1	-	Vince Whaley	100	257	257
3	52	8	Bud Cauley	99.78	450	449
3	52	6	Ryo Hisatsune	99.78	458	457
3	52	6	Sahith Theegala	99.78	449	448
3	55	54	Matt McCarty	99.76	422	421
3	56	4	Billy Horschel	99.75	396	395
3	56	8	Kurt Kitayama	99.75	405	404
3	56	8	Jordan Smith	99.75	399	398
3	59	7	Tom Hoge	99.74	387	386
3	59	8	Sudarshan Yellamaraju	99.74	378	377
3	61	9	Harris English	99.73	374	373
3	62	16	Andrew Putnam	99.71	348	347
3	62	16	Austin Smotherman	99.71	349	348
3	62	18	Jhonattan Vegas	99.71	343	342
3	65	2	Steven Fisk	99.7	331	330
3	65	15	Harry Hall	99.7	336	335
3	65	2	John Parry	99.7	332	331
3	68	19	Tommy Fleetwood	99.69	322	321
3	68	19	Russell Henley	99.69	326	325
3	68	2	Garrick Higgo	99.69	325	324
3	68	2	Adam Schenk	99.69	325	324
3	72	1	Zach Bauchou	99.68	315	314
3	72	19	Akshay Bhatia	99.68	309	308
3	72	1	Wyndham Clark	99.68	316	315
3	72	1	Emiliano Grillo	99.68	317	316
3	72	1	Takumi Kanaya	99.68	316	315
3	72	23	Kristoffer Reitan	99.68	309	308
3	72	1	Danny Walker	99.68	316	315
3	79	17	Sam Burns	99.67	299	298
3	79	17	Collin Morikawa	99.67	299	298
3	81	1	Mark Hubbard	99.66	290	289
3	81	1	William Mouw	99.66	291	290
3	83	2	Michael Brennan	99.65	284	283
3	83	2	A.J. Ewart	99.65	285	284
3	83	16	Lucas Glover	99.65	287	286
3	86	1	Christiaan Bezuidenhout	99.64	281	280
3	86	1	Adrien Dumont de Chassart	99.64	275	274
3	88	14	Chandler Blanchet	99.63	270	269
3	88	3	Taylor Moore	99.63	271	270
3	88	3	Matthieu Pavon	99.63	267	266
3	88	3	Seamus Power	99.63	267	266
3	92	4	Rasmus H_jgaard	99.6	250	249
3	93	6	Kensei Hirata	99.59	243	242
3	94	7	Haotong Li	99.58	239	238
3	95	7	Aaron Rai	99.55	220	219
3	95	35	Nick Taylor	99.55	447	445
3	95	7	Dylan Wu	99.55	220	219
3	98	10	Denny McCarthy	99.54	433	431
3	98	21	Justin Rose	99.54	217	216
3	98	11	Jordan Spieth	99.54	432	430
3	101	4	Dan Brown	99.53	214	213
3	101	4	Brooks Koepka	99.53	212	211
3	103	40	Andrew Novak	99.52	414	412
3	103	23	Justin Thomas	99.52	209	208
3	103	7	Michael Thorbjornsen	99.52	417	415
3	106	4	Chris Gotterup	99.51	411	409
3	106	105	David Lipsky	99.51	206	205
3	106	4	Alex Smalley	99.51	411	409
3	109	2	Brice Garnett	99.5	200	199
3	110	6	Corey Conners	99.49	393	391
3	111	10	Brian Harman	99.48	387	385
3	111	10	Maverick McNealy	99.48	382	380
3	113	11	Min Woo Lee	99.47	375	373
3	113	10	Hideki Matsuyama	99.47	379	377
3	115	5	Joe Highsmith	99.46	372	370
3	116	1	Davis Riley	99.44	180	179
3	117	1	Rafael Campos	99.43	176	175
3	117	1	Beau Hossler	99.43	176	175
3	119	-	Matti Schmid	99.42	347	345
3	119	39	J.J. Spaun	99.42	345	343
3	121	8	Cameron Young	99.41	337	335
3	122	11	Adam Scott	99.4	336	334
3	123	4	Luke Clanton	99.37	159	158
3	123	4	Xander Schauffele	99.37	318	316
3	125	11	Aldrich Potgieter	99.36	314	312
3	125	13	Gary Woodland	99.36	311	309
3	127	8	Si Woo Kim	99.34	457	454
3	127	2	Justin Lower	99.34	152	151
3	129	13	Brian Campbell	99.33	300	298
3	129	2	Mackenzie Hughes	99.33	299	297
3	131	1	Chris Kirk	99.32	295	293
3	132	1	Patrick Cantlay	99.31	289	287
3	132	12	Matt Wallace	99.31	291	289
3	134	2	Ludvig _berg	99.26	272	270
3	134	12	Ryan Gerard	99.26	405	402
3	134	12	Ben Griffin	99.26	403	400
3	134	11	Keith Mitchell	99.26	408	405
3	138	-	Chandler Phillips	99.25	267	265
3	138	-	Karl Vilips	99.25	265	263
3	140	1	Brandt Snedeker	99.23	130	129
3	141	2	Max McGreevy	99.21	378	375
3	142	8	Nico Echavarria	99.18	365	362
3	143	29	Sungjae Im	99.14	232	230
3	144	4	Doug Ghim	99.12	226	224
3	144	11	Alex Noren	99.12	339	336
3	144	4	John VanDerLaan	99.12	226	224
3	147	4	Sam Stevens	99.1	442	438
3	148	9	Max Homa	99.09	329	326
3	149	9	Keegan Bradley	99.07	322	319
3	150	9	Scottie Scheffler	99.06	319	316
3	151	-	Zecheng Dou	99	300	297
3	152	1	Davis Chatfield	98.97	194	192
3	152	1	Rasmus Neergaard-Petersen	98.97	194	192
3	154	1	Adam Svensson	98.96	192	190
3	155	5	Johnny Keefer	98.83	343	339
3	156	5	Tony Finau	98.8	416	411
3	157	5	Rico Hoey	98.79	413	408
3	158	5	Pontus Nyholm	98.5	200	197
3	159	5	Tom Kim	98.3	352	346
3	160	5	Jackson Suber	98.15	162	159
3	161	5	Kevin Yu	97.67	257	251
3	162	6	Taylor Pendrith	97.65	383	374
3	162	5	Marcelo Rozo	97.65	170	166
3	164	5	Alejandro Tosti	96.95	197	191
