Rank,Player,Position,Team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,Check,HR_all,AB_all,AVG_all,OBP_all,OPS_all
761,AlekThomas,CF,AZ,11,30,3,8,2,1,0,8,2,10,0,0,0.267,0.324,0.4,0.724,404,9,374,0.23,0.273,0.647
951,JordanLuplow,LF,ATL,7,15,4,3,2,0,0,1,2,5,0,1,0.2,0.294,0.333,0.627,404,2,77,0.208,0.322,0.647
769,IsiahKiner-Falefa,SS,NYY,17,39,3,10,2,0,1,3,4,12,4,2,0.256,0.333,0.385,0.718,407,6,326,0.242,0.306,0.646
1211,JamesMcCann,C,BAL,11,32,2,6,2,0,0,1,1,6,1,0,0.188,0.212,0.25,0.462,407,6,207,0.222,0.269,0.646
1349,EnriqueHernoendez,SS,BOS,11,26,2,3,0,0,0,1,2,6,0,0,0.115,0.2,0.115,0.315,407,11,465,0.237,0.289,0.646
656,SantiagoEspinal,2B,TOR,19,51,5,15,2,1,1,6,4,11,3,0,0.294,0.345,0.431,0.776,410,2,230,0.248,0.31,0.645
719,JoeyWiemer,RF,MIL,18,42,10,11,1,0,2,4,4,10,3,0,0.262,0.319,0.429,0.748,410,13,367,0.204,0.283,0.645
924,PatrickBailey,C,SF,10,14,0,4,1,0,0,1,0,5,0,0,0.286,0.286,0.357,0.643,412,7,326,0.233,0.285,0.644
1020,JakeMcCarthy,RF,AZ,14,40,4,9,2,0,0,4,4,5,3,1,0.225,0.311,0.275,0.586,412,2,276,0.243,0.318,0.644
1325,DaneMyers,1B,MIA,3,2,1,0,0,0,0,0,1,1,0,0,0,0.333,0,0.333,412,1,67,0.269,0.286,0.644
423,RonnyMauricio,SS,NYM,17,33,5,8,1,0,4,8,2,6,1,0,0.242,0.286,0.636,0.922,416,2,101,0.248,0.296,0.643
805,PavinSmith,RF,AZ,10,30,5,9,0,0,1,4,0,4,0,0,0.3,0.3,0.4,0.7,417,7,191,0.188,0.317,0.642
612,JosoAzocar,X,SD,22,53,9,15,4,2,1,9,2,12,3,1,0.283,0.31,0.491,0.801,419,2,91,0.231,0.278,0.641
784,JoshRojas,3B,AZ,15,40,8,11,3,0,0,2,5,12,3,0,0.275,0.362,0.35,0.712,419,4,314,0.245,0.303,0.641
837,MattCarpenter,1B,SD,17,42,4,11,2,0,0,10,7,5,1,0,0.262,0.367,0.31,0.677,419,5,188,0.176,0.322,0.641
725,LivanSoto,SS,LAA,15,36,5,10,1,0,1,3,5,7,0,1,0.278,0.357,0.389,0.746,423,0,9,0.222,0.417,0.639
396,TaylorWalls,3B,TB,7,18,3,6,2,0,1,3,0,2,1,0,0.333,0.333,0.611,0.944,424,8,303,0.201,0.305,0.638
425,JordanDiaz,DH,OAK,7,18,1,7,2,0,0,3,1,5,0,0,0.389,0.421,0.5,0.921,425,10,272,0.221,0.273,0.637
525,ChristianArroyo,2B,BOS,20,60,6,20,4,0,2,9,1,8,0,0,0.333,0.344,0.5,0.844,425,3,195,0.241,0.268,0.637
1120,CoreyDickerson,DH,WSH,18,51,1,10,3,0,0,5,4,8,0,1,0.196,0.25,0.255,0.505,425,2,144,0.25,0.283,0.637
765,LuisUreas,2B,MIL,9,20,1,3,1,0,1,3,6,3,0,0,0.15,0.37,0.35,0.72,428,3,144,0.194,0.337,0.636
525,TreyMancini,1B,CHC,18,50,8,16,2,0,2,6,3,18,0,0,0.32,0.364,0.48,0.844,429,4,235,0.234,0.299,0.635
801,ChristianBethancourt,C,TB,8,21,5,5,1,0,1,2,1,6,0,0,0.238,0.273,0.429,0.702,429,11,315,0.225,0.254,0.635
1082,EstevanFlorial,RF,NYY,23,43,3,7,1,0,1,8,7,19,5,0,0.163,0.28,0.256,0.536,429,0,61,0.23,0.324,0.635
1261,ChadWallach,C,LAA,16,22,2,3,0,0,0,2,5,8,0,0,0.136,0.286,0.136,0.422,429,7,157,0.197,0.259,0.635
1125,CarterKieboom,DH,WSH,1,2,1,0,0,0,0,0,1,2,1,0,0,0.5,0,0.5,433,4,87,0.207,0.266,0.634
1007,HunterGoodman,X,COL,8,13,0,3,1,0,0,0,1,5,0,0,0.231,0.286,0.308,0.594,434,1,70,0.2,0.247,0.633
1360,NickyLopez,SS,KC,8,17,4,1,0,0,0,1,4,4,1,0,0.059,0.227,0.059,0.286,434,1,225,0.231,0.326,0.633
364,JoshSmith,SS,TEX,18,46,11,17,2,1,1,9,6,9,0,1,0.37,0.453,0.522,0.975,436,6,195,0.185,0.304,0.632
1207,TucupitaMarcano,2B,PIT,14,27,3,4,1,0,0,3,5,7,2,1,0.148,0.281,0.185,0.466,436,3,202,0.233,0.276,0.632
616,MitchHaniger,LF,SF,4,10,1,3,2,0,0,0,0,5,0,0,0.3,0.3,0.5,0.8,438,6,211,0.209,0.266,0.631
746,MattDuffy,2B,KC,15,41,3,12,5,0,0,6,2,8,0,1,0.293,0.318,0.415,0.733,438,2,191,0.251,0.306,0.631
755,ZackShort,SS,DET,20,43,6,9,1,0,2,2,9,21,0,0,0.209,0.358,0.372,0.73,438,7,221,0.204,0.292,0.631
913,AlanTrejo,SS,COL,12,30,5,6,1,0,1,3,4,7,1,0,0.2,0.314,0.333,0.647,438,4,207,0.232,0.288,0.631
1407,JuniorCaminero,3B,TB,3,4,0,0,0,0,0,0,1,2,0,0,0,0.2,0,0.2,438,1,34,0.235,0.278,0.631
1013,DavidFletcher,SS,LAA,8,25,2,6,2,0,0,2,1,3,1,0,0.24,0.269,0.32,0.589,443,2,89,0.247,0.302,0.628
630,GabrielArias,X,CLE,19,44,10,15,3,0,0,3,3,12,4,0,0.341,0.383,0.409,0.792,444,10,315,0.21,0.275,0.627
951,LukenBaker,1B,STL,22,27,2,4,2,0,1,5,6,6,0,0,0.148,0.294,0.333,0.627,444,2,86,0.209,0.313,0.627
420,StarlingMarte,RF,NYM,12,32,5,11,4,0,1,5,1,7,2,0,0.344,0.361,0.563,0.924,446,5,315,0.248,0.301,0.625
706,Ji ManChoi,DH,PIT,13,36,1,10,3,0,1,7,2,10,0,0,0.278,0.308,0.444,0.752,447,6,104,0.163,0.239,0.624
696,TylerWade,X,OAK,25,40,6,11,2,1,0,4,6,8,5,1,0.275,0.383,0.375,0.758,448,0,51,0.255,0.309,0.623
641,HarrisonBader,CF,NYY,6,12,1,3,1,1,0,2,1,3,1,0,0.25,0.286,0.5,0.786,449,7,319,0.232,0.274,0.622
739,TylerNevin,1B,DET,7,19,2,4,0,0,2,5,0,4,0,0,0.211,0.211,0.526,0.737,449,2,95,0.2,0.306,0.622
962,MichaelChavis,3B,WSH,22,40,4,9,1,0,1,4,4,13,0,0,0.225,0.295,0.325,0.62,449,2,91,0.242,0.281,0.622
112,JakeCave,LF,PHI,18,52,11,24,4,3,3,14,4,16,2,0,0.462,0.5,0.827,1.327,452,5,184,0.212,0.272,0.62
632,MarkVientos,1B,NYM,23,54,3,15,5,0,2,11,3,21,0,0,0.278,0.31,0.481,0.791,452,9,218,0.211,0.253,0.62
986,RodolfoCastro,2B,PIT,20,55,5,12,1,0,2,9,3,20,1,0,0.218,0.259,0.345,0.604,454,6,227,0.211,0.297,0.619
1178,DarinRuf,1B,NYM,11,30,3,5,2,0,0,1,4,9,0,0,0.167,0.265,0.233,0.498,454,0,49,0.224,0.333,0.619
404,JoseBarrero,SS,CIN,17,45,9,14,4,2,1,10,5,18,3,0,0.311,0.38,0.556,0.936,456,2,133,0.218,0.295,0.618
893,AledmysDeaz,SS,OAK,16,44,3,12,2,0,0,5,5,10,0,0,0.273,0.34,0.318,0.658,457,4,315,0.229,0.28,0.617
374,NickGonzales,2B,PIT,17,23,4,9,0,0,1,2,2,5,1,0,0.391,0.44,0.522,0.962,458,2,115,0.209,0.268,0.616
503,LuisGuillorme,SS,NYM,15,37,6,12,4,0,0,6,7,8,0,0,0.324,0.432,0.432,0.864,459,1,107,0.224,0.288,0.615
656,ZachRemillard,1B,CWS,25,38,7,8,1,0,3,9,5,15,2,0,0.211,0.302,0.474,0.776,459,1,147,0.252,0.295,0.615
276,GraeKessinger,3B,HOU,13,20,4,5,1,0,2,3,5,4,0,0,0.25,0.4,0.6,1,461,1,40,0.2,0.289,0.614
499,AlexCall,LF,WSH,23,56,10,18,5,0,1,6,8,12,2,0,0.321,0.403,0.464,0.867,461,8,375,0.2,0.307,0.614
470,PaulDeJong,DH,STL,6,13,2,2,1,0,1,2,6,1,0,0,0.154,0.421,0.462,0.883,463,14,372,0.207,0.258,0.613
612,RafaelOrtega,RF,NYY,19,38,8,6,1,1,3,7,10,12,2,0,0.158,0.327,0.474,0.801,463,1,114,0.219,0.341,0.613
1313,EduardoEscobar,3B,NYM,12,34,2,4,1,0,0,2,4,6,0,0,0.118,0.205,0.147,0.352,463,6,288,0.226,0.269,0.613
276,EndyRodreguez,C,PIT,10,17,4,7,3,0,0,1,0,2,0,0,0.412,0.412,0.588,1,466,3,186,0.22,0.284,0.612
558,MiguelRojas,SS,LAD,18,46,4,13,3,0,2,7,4,3,0,1,0.283,0.353,0.478,0.831,466,5,385,0.236,0.29,0.612
364,JacePeterson,3B,OAK,18,38,7,11,3,0,2,6,10,12,1,0,0.289,0.449,0.526,0.975,470,6,374,0.211,0.304,0.611
929,EricHosmer,1B,CHC,17,45,2,12,3,0,0,7,3,10,0,0,0.267,0.306,0.333,0.639,472,2,94,0.234,0.28,0.61
522,MilesMastrobuoni,SS,CHC,10,20,6,7,0,0,0,3,6,4,3,0,0.35,0.5,0.35,0.85,473,1,133,0.241,0.308,0.609
767,JorgeMateo,SS,BAL,17,44,6,12,3,1,0,3,4,11,1,0,0.273,0.333,0.386,0.719,474,7,318,0.217,0.267,0.607
931,TonyKemp,2B,OAK,17,43,7,10,2,0,0,6,8,8,2,0,0.233,0.358,0.279,0.637,474,5,359,0.209,0.303,0.607
1086,Ji HwanBae,2B,PIT,19,47,6,11,1,0,0,2,2,11,4,0,0.234,0.28,0.255,0.535,474,2,334,0.231,0.296,0.607
1306,MartenMaldonado,C,HOU,8,15,0,1,0,0,0,3,5,7,0,0,0.067,0.3,0.067,0.367,477,15,362,0.191,0.258,0.606
702,PeytonBurdick,CF,MIA,10,16,3,4,0,0,1,4,1,6,0,0,0.25,0.316,0.438,0.754,478,1,33,0.182,0.27,0.603
1102,BrettPhillips,CF,LAA,23,45,6,6,0,2,1,2,6,20,3,1,0.133,0.235,0.289,0.524,479,3,63,0.175,0.268,0.601
961,BrayanRocchio,SS,CLE,12,28,4,7,2,0,0,2,2,6,0,0,0.25,0.3,0.321,0.621,480,0,81,0.247,0.279,0.6
248,MylesStraw,CF,CLE,16,33,6,12,5,0,1,3,3,6,0,0,0.364,0.432,0.606,1.038,481,1,462,0.238,0.301,0.598
466,BrettBaty,3B,NYM,23,40,7,13,1,0,1,6,8,14,2,0,0.325,0.46,0.425,0.885,481,9,353,0.212,0.275,0.598
627,NathanLukes,CF,TOR,19,42,6,12,2,2,0,6,6,4,0,1,0.286,0.367,0.429,0.796,481,0,26,0.192,0.29,0.598
947,GavinSheets,DH,CWS,23,58,5,14,2,0,2,6,1,12,0,0,0.241,0.25,0.379,0.629,481,10,311,0.203,0.267,0.598
1371,ChristianVoezquez,C,MIN,10,31,2,3,1,0,0,2,2,9,0,0,0.097,0.152,0.129,0.281,481,6,327,0.223,0.28,0.598
1301,JosoFermen,3B,STL,5,8,1,1,1,0,0,0,0,0,0,0,0.125,0.125,0.25,0.375,486,0,51,0.235,0.339,0.594
228,NickMaton,3B,DET,20,48,12,15,2,0,5,8,6,13,0,1,0.313,0.4,0.667,1.067,487,8,249,0.173,0.288,0.593
502,BrentonDoyle,CF,COL,21,48,6,16,4,1,0,11,6,18,5,0,0.333,0.407,0.458,0.865,487,10,399,0.203,0.25,0.593
1295,JavierBoeez,SS,DET,12,36,1,6,2,0,0,5,0,6,0,0,0.167,0.162,0.222,0.384,489,9,510,0.222,0.267,0.592
769,MarkMathias,2B,PIT,13,28,4,7,1,0,0,5,7,10,2,1,0.25,0.432,0.286,0.718,490,0,62,0.226,0.333,0.591
727,HaroldCastro,LF,COL,19,51,4,17,2,1,0,9,1,9,0,0,0.333,0.333,0.412,0.745,491,1,258,0.252,0.275,0.589
144,OsleivisBasabe,X,TB,11,19,4,9,1,0,1,8,2,2,2,0,0.474,0.524,0.684,1.208,492,1,87,0.218,0.277,0.587
1055,BrandonCrawford,SS,SF,10,22,1,4,1,0,0,2,5,2,0,0,0.182,0.333,0.227,0.56,492,7,283,0.194,0.273,0.587
760,BriceTurang,SS,MIL,17,45,5,13,1,0,1,4,4,10,3,0,0.289,0.347,0.378,0.725,494,6,404,0.218,0.285,0.585
378,RomyGonzalez,RF,CWS,21,48,10,12,1,0,6,12,3,15,1,1,0.25,0.315,0.646,0.961,495,3,93,0.194,0.208,0.584
1256,JosoTena,SS,CLE,15,24,3,4,0,0,0,2,3,13,0,0,0.167,0.259,0.167,0.426,495,0,31,0.226,0.294,0.584
1089,TimAnderson,SS,CWS,8,22,3,5,1,0,0,2,1,3,1,0,0.227,0.261,0.273,0.534,497,1,493,0.245,0.286,0.582
86,LawrenceButler,X,OAK,12,23,7,11,4,1,1,10,4,4,2,0,0.478,0.556,0.87,1.426,498,4,123,0.211,0.24,0.581
503,OmarNarvoeez,C,NYM,10,23,3,7,0,0,1,1,4,5,0,0,0.304,0.429,0.435,0.864,499,2,128,0.211,0.283,0.58
414,CaseySchmitt,3B,SF,15,48,6,16,2,2,2,8,1,15,2,0,0.333,0.347,0.583,0.93,500,5,253,0.206,0.255,0.579
1265,TrayceThompson,CF,LAD,15,35,4,3,2,0,0,3,9,14,1,0,0.086,0.273,0.143,0.416,500,6,153,0.163,0.285,0.579
521,WadeMeckler,LF,SF,8,13,1,5,0,0,0,1,2,2,0,0,0.385,0.467,0.385,0.852,502,0,56,0.232,0.328,0.578
1193,MikeZunino,C,CLE,13,30,2,4,1,0,1,3,2,13,0,0,0.133,0.212,0.267,0.479,503,3,124,0.177,0.271,0.577
1437,J.P.Martenez,CF,TEX,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,504,1,40,0.225,0.25,0.575
1059,BrandonDixon,3B,SD,23,47,9,9,2,0,0,4,10,20,1,0,0.191,0.322,0.234,0.556,506,2,79,0.203,0.244,0.573
1346,JahmaiJones,2B,LAD,11,18,2,2,1,0,0,1,1,5,1,0,0.111,0.158,0.167,0.325,506,0,10,0.2,0.273,0.573
1374,LenynSosa,SS,CWS,9,15,1,2,0,0,0,2,0,0,0,0,0.133,0.133,0.133,0.266,508,6,164,0.201,0.224,0.572
499,JasonVosler,1B,CIN,20,38,9,10,2,1,2,4,4,13,1,0,0.263,0.341,0.526,0.867,509,3,62,0.161,0.2,0.571
611,JakeAlu,2B,WSH,7,12,1,4,1,0,0,2,1,2,0,0,0.333,0.385,0.417,0.802,509,2,159,0.226,0.282,0.571
798,OscarColoes,RF,CWS,28,66,8,17,2,0,3,6,2,9,1,2,0.258,0.279,0.424,0.703,509,5,245,0.216,0.257,0.571
589,BobbyDalbec,3B,BOS,18,51,11,12,4,2,2,6,5,21,0,0,0.235,0.304,0.51,0.814,512,1,49,0.204,0.264,0.57
676,JoseTrevino,C,NYY,13,28,4,8,0,0,1,7,4,3,0,0,0.286,0.375,0.393,0.768,513,4,157,0.21,0.257,0.569
635,JesseWinker,DH,MIL,11,27,4,6,2,0,1,3,7,3,0,0,0.222,0.382,0.407,0.789,514,1,166,0.199,0.32,0.567
139,JoseMiranda,DH,MIN,14,40,7,13,5,0,5,11,5,3,0,0,0.325,0.4,0.825,1.225,515,3,142,0.211,0.263,0.566
407,CarsonKelly,C,AZ,10,25,3,8,0,1,1,4,3,3,0,1,0.32,0.414,0.52,0.934,517,2,136,0.206,0.278,0.565
1222,JacobStallings,C,MIA,13,30,3,5,0,0,0,0,4,3,0,0,0.167,0.286,0.167,0.453,518,3,241,0.191,0.278,0.564
1044,NickFortes,C,MIA,10,19,1,4,0,0,0,1,5,1,0,0,0.211,0.36,0.211,0.571,519,6,294,0.204,0.263,0.562
350,AdamHaseley,CF,CWS,21,40,11,16,4,0,1,5,0,8,5,1,0.4,0.415,0.575,0.99,520,0,36,0.222,0.282,0.56
384,TerrinVavra,2B,BAL,16,46,7,16,2,1,2,6,3,10,0,0,0.348,0.392,0.565,0.957,520,0,49,0.245,0.315,0.56
475,CocoMontes,2B,COL,26,43,11,13,3,0,2,6,4,9,0,0,0.302,0.367,0.512,0.879,520,1,38,0.184,0.244,0.56
684,NickAhmed,SS,AZ,14,42,4,11,2,0,2,6,3,9,1,0,0.262,0.311,0.452,0.763,520,2,198,0.212,0.257,0.56
515,HunterDozier,3B,KC,16,44,9,12,2,0,3,5,3,10,1,0,0.273,0.333,0.523,0.856,524,2,82,0.183,0.253,0.558
1378,GarrettStubbs,C,PHI,7,20,2,2,1,0,0,0,0,7,0,0,0.1,0.1,0.15,0.25,525,1,113,0.204,0.274,0.557
730,JeanSegura,3B,MIA,13,34,3,11,2,0,0,3,2,6,1,0,0.324,0.361,0.382,0.743,526,3,301,0.219,0.277,0.556
1207,AvisaelGarcea,RF,MIA,17,49,3,7,2,0,2,2,1,20,0,0,0.143,0.16,0.306,0.466,526,3,108,0.185,0.241,0.556
674,DavidDahl,RF,SD,22,59,8,17,5,1,1,10,2,21,0,1,0.288,0.311,0.458,0.769,528,1,9,0.111,0.111,0.555
1051,TravisBlankenhorn,RF,WSH,8,10,1,1,0,0,1,2,1,5,0,0,0.1,0.167,0.4,0.567,528,1,31,0.161,0.297,0.555
844,JoshHarrison,2B,PHI,18,44,6,10,4,0,1,8,4,11,0,0,0.227,0.286,0.386,0.672,530,2,103,0.204,0.263,0.554
1356,JoeyWendle,SS,MIA,15,40,2,5,2,0,0,0,0,9,2,0,0.125,0.125,0.175,0.3,530,2,297,0.212,0.248,0.554
560,TreyCabbage,X,LAA,21,31,3,8,1,1,1,5,6,14,0,0,0.258,0.378,0.452,0.83,532,1,53,0.208,0.232,0.553
1428,JoseHerrera,C,AZ,12,35,1,2,0,0,0,2,2,10,0,0,0.057,0.108,0.057,0.165,532,0,101,0.208,0.296,0.553
544,YuChang,2B,BOS,2,6,0,2,1,0,0,1,0,2,0,0,0.333,0.333,0.5,0.833,534,6,105,0.162,0.2,0.552
936,OscarGonzalez,RF,CLE,19,54,3,13,3,0,1,4,2,9,0,0,0.241,0.281,0.352,0.633,535,2,173,0.214,0.239,0.551
1222,DavidVillar,3B,SF,11,35,3,5,2,0,1,4,1,12,0,0,0.143,0.167,0.286,0.453,535,5,124,0.145,0.236,0.551
699,NickAllen,SS,OAK,16,35,8,9,2,1,0,2,7,9,4,0,0.257,0.386,0.371,0.757,537,4,303,0.221,0.263,0.55
725,JonathanSchoop,3B,DET,10,30,6,8,2,0,1,1,2,11,1,0,0.267,0.313,0.433,0.746,537,0,136,0.213,0.278,0.55
417,LukeVoit,1B,MIL,16,42,6,13,2,0,3,6,3,13,0,0,0.31,0.356,0.571,0.927,539,0,68,0.221,0.284,0.549
1320,AndrewVelazquez,SS,LAA,18,37,3,6,0,0,0,4,1,16,2,1,0.162,0.179,0.162,0.341,540,2,81,0.173,0.264,0.548
157,SamadTaylor,2B,KC,13,25,5,9,2,1,2,7,2,3,3,0,0.36,0.414,0.76,1.174,541,0,60,0.2,0.279,0.546
223,KevinSmith,SS,OAK,21,43,9,17,3,0,2,15,5,16,1,1,0.395,0.469,0.605,1.074,541,5,135,0.185,0.22,0.546
978,JuanYepez,1B,STL,19,58,5,13,3,0,1,12,5,13,0,0,0.224,0.281,0.328,0.609,541,2,60,0.183,0.246,0.546
373,AustinWynns,C,SF,15,19,5,3,0,0,3,4,5,5,2,0,0.158,0.333,0.632,0.965,544,1,130,0.208,0.268,0.545
743,ClintFrazier,LF,TEX,21,47,6,11,3,0,2,5,5,16,2,0,0.234,0.308,0.426,0.734,544,0,66,0.197,0.303,0.545
231,SebyZavala,C,CWS,18,45,8,13,3,0,5,11,6,12,0,0,0.289,0.377,0.689,1.066,546,7,175,0.171,0.23,0.544
1309,TuckerBarnhart,C,CHC,14,31,1,5,0,0,0,3,2,5,0,1,0.161,0.2,0.161,0.361,547,1,109,0.202,0.285,0.542
942,WilMyers,RF,CIN,17,51,7,13,2,0,1,6,2,18,0,0,0.255,0.278,0.353,0.631,548,3,127,0.189,0.257,0.54
403,MichaelBusch,1B,LAD,13,31,3,9,2,0,2,4,5,10,0,0,0.29,0.389,0.548,0.937,549,2,72,0.167,0.247,0.539
969,OswaldPeraza,SS,NYY,15,42,9,8,2,0,1,1,4,7,2,0,0.19,0.306,0.31,0.616,549,2,173,0.191,0.267,0.539
1219,HeliotRamos,RF,SF,10,21,2,4,1,0,0,2,1,5,2,1,0.19,0.217,0.238,0.455,551,1,56,0.179,0.233,0.537
643,JonSingleton,1B,MIL,16,26,1,8,2,0,0,4,4,6,0,0,0.308,0.4,0.385,0.785,552,2,91,0.165,0.267,0.531
1072,MattMervis,1B,CHC,13,28,3,5,2,0,0,1,5,11,0,0,0.179,0.294,0.25,0.544,552,3,90,0.167,0.242,0.531
897,TommyLa Stella,DH,SEA,7,20,2,6,1,0,0,4,1,2,0,0,0.3,0.304,0.35,0.654,554,0,21,0.19,0.292,0.53
565,EricHaase,C,DET,18,44,5,12,3,0,3,9,1,16,0,0,0.273,0.283,0.545,0.828,555,4,274,0.201,0.247,0.528
847,BrettSullivan,C,SD,11,20,2,5,0,1,0,5,1,1,1,0,0.25,0.318,0.35,0.668,555,1,81,0.21,0.244,0.528
759,JoeyBart,C,SF,12,28,2,6,2,0,1,2,5,11,2,1,0.214,0.333,0.393,0.726,557,0,87,0.207,0.263,0.527
959,AustinMeadows,RF,DET,19,50,0,12,4,0,0,8,5,9,0,0,0.24,0.304,0.32,0.624,558,0,21,0.238,0.238,0.524
1062,AJPollock,LF,SEA,16,46,5,10,4,0,0,0,1,13,0,0,0.217,0.25,0.304,0.554,559,5,133,0.165,0.215,0.523
1215,JohanCamargo,DH,KC,9,24,3,5,1,0,0,0,0,4,0,0,0.208,0.208,0.25,0.458,560,0,18,0.222,0.3,0.522
989,BubbaThompson,CF,TEX,19,48,6,11,1,0,1,6,4,13,5,1,0.229,0.288,0.313,0.601,561,0,53,0.17,0.237,0.52
1015,KoltenWong,2B,SEA,17,46,4,11,1,0,0,4,4,11,2,0,0.239,0.327,0.261,0.588,562,4,224,0.183,0.256,0.519
195,BuddyKennedy,2B,AZ,18,33,10,14,2,2,0,4,6,7,0,0,0.424,0.525,0.606,1.131,564,0,24,0.167,0.31,0.518
1325,AlikaWilliams,2B,TB,2,2,1,0,0,0,0,0,1,2,0,0,0,0.333,0,0.333,564,0,101,0.198,0.27,0.518
963,DannyMendick,2B,NYM,10,25,3,5,1,0,1,2,2,6,1,0,0.2,0.259,0.36,0.619,566,1,65,0.185,0.232,0.509
400,MichaelToglia,1B,COL,26,75,15,23,7,0,4,10,9,24,1,0,0.307,0.381,0.56,0.941,567,4,141,0.163,0.224,0.508
97,JorgeAlfaro,C,BOS,9,23,3,11,3,0,2,6,1,6,0,0,0.478,0.52,0.87,1.39,568,1,48,0.146,0.212,0.504
973,NickGordon,2B,MIN,12,29,2,7,1,1,0,0,0,5,0,0,0.241,0.267,0.345,0.612,568,2,91,0.176,0.185,0.504
575,BrettWisely,SS,SF,15,46,9,10,2,1,3,6,7,20,2,2,0.217,0.321,0.5,0.821,570,2,120,0.175,0.231,0.498
1195,AustinBarnes,C,LAD,9,22,3,4,1,0,0,2,1,4,0,0,0.182,0.25,0.227,0.477,570,2,178,0.18,0.256,0.498
151,JaredWalsh,1B,LAA,14,35,9,14,4,0,2,6,8,12,0,0,0.4,0.512,0.686,1.198,572,4,104,0.125,0.216,0.495
980,DaltonGuthrie,CF,PHI,20,49,2,11,4,0,1,2,0,12,0,3,0.224,0.24,0.367,0.607,573,0,24,0.167,0.286,0.494
787,JonahBride,3B,OAK,11,20,4,4,0,0,1,2,4,4,0,0,0.2,0.36,0.35,0.71,574,0,88,0.17,0.286,0.491
831,JonathanAraﾃｺz,2B,NYM,11,18,4,5,1,0,0,1,2,4,0,0,0.278,0.35,0.333,0.683,574,3,59,0.136,0.203,0.491
536,CurtCasali,C,CIN,13,30,6,9,2,0,1,4,4,5,0,0,0.3,0.371,0.467,0.838,576,0,80,0.175,0.29,0.49
909,AnthonyBemboom,C,BAL,14,22,3,3,0,0,2,5,3,4,0,0,0.136,0.24,0.409,0.649,576,0,11,0.182,0.308,0.49
565,BryceJohnson,CF,SF,16,42,13,13,4,0,0,8,7,12,12,0,0.31,0.423,0.405,0.828,578,1,43,0.163,0.229,0.485
570,TylerSoderstrom,C,OAK,17,34,4,9,3,1,1,3,2,5,0,0,0.265,0.324,0.5,0.824,579,3,125,0.16,0.232,0.472
580,VinnyCapra,LF,TOR,14,21,6,4,1,0,1,7,8,3,1,1,0.19,0.438,0.381,0.819,579,0,18,0.167,0.25,0.472
395,MasynWinn,SS,STL,18,54,11,18,2,2,2,9,4,13,4,1,0.333,0.393,0.556,0.949,581,2,122,0.172,0.23,0.468
1241,BenGamel,1B,TB,15,30,0,4,3,0,0,2,2,12,0,0,0.133,0.212,0.233,0.445,582,0,15,0.2,0.2,0.467
1437,AndrewStevenson,CF,MIN,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,0,37,0.189,0.25,0.466
1358,AustinHedges,C,PIT,16,37,2,5,1,0,0,0,0,11,0,0,0.135,0.135,0.162,0.297,585,1,185,0.184,0.234,0.461
127,KyleLewis,DH,AZ,12,31,6,12,3,0,3,11,5,8,0,0,0.387,0.486,0.774,1.26,586,1,51,0.157,0.204,0.459
769,BlighMadris,RF,HOU,17,33,6,9,2,0,0,2,5,12,0,0,0.273,0.385,0.333,0.718,586,0,26,0.154,0.267,0.459
388,AustinNola,C,SD,13,30,5,10,1,0,1,3,8,3,0,0,0.333,0.487,0.467,0.954,588,1,130,0.146,0.26,0.452
420,EdwinRios,3B,CHC,18,44,6,10,2,1,4,8,4,16,0,0,0.227,0.333,0.591,0.924,589,1,28,0.071,0.235,0.449
514,JoeyOrtiz,SS,BAL,6,12,1,3,1,1,0,2,2,1,0,0,0.25,0.357,0.5,0.857,590,0,33,0.212,0.206,0.448
1429,JacobAmaya,SS,MIA,9,19,2,1,0,0,0,0,1,9,0,0,0.053,0.1,0.053,0.153,591,0,9,0.222,0.222,0.444
695,TaylorMotter,3B,STL,23,52,7,12,0,0,3,6,10,16,4,0,0.231,0.355,0.404,0.759,592,0,76,0.171,0.232,0.443
839,DavidHamilton,SS,BOS,14,26,3,7,1,0,0,4,4,9,5,0,0.269,0.367,0.308,0.675,593,0,33,0.121,0.256,0.438
1286,VidalBrujoen,2B,TB,17,34,4,4,1,0,0,1,5,7,4,1,0.118,0.25,0.147,0.397,593,0,76,0.171,0.241,0.438
247,DarickHall,DH,PHI,20,57,10,18,3,0,5,13,9,10,0,0,0.316,0.409,0.632,1.041,595,1,54,0.167,0.196,0.437
350,CanaanSmith-Njigba,RF,PIT,20,48,10,16,3,0,3,14,5,12,2,0,0.333,0.407,0.583,0.99,596,0,32,0.125,0.216,0.435
427,ColtonCowser,CF,BAL,21,33,13,7,0,0,3,9,13,15,0,0,0.212,0.435,0.485,0.92,597,0,61,0.115,0.286,0.434
446,EversonPereira,RF,NYY,8,13,3,4,2,0,0,0,3,7,1,0,0.308,0.438,0.462,0.9,598,0,93,0.151,0.233,0.427
600,YonnyHernoendez,3B,LAD,18,33,7,9,3,1,0,2,6,11,3,0,0.273,0.385,0.424,0.809,599,0,22,0.136,0.231,0.413
144,BrianO'Keefe,C,SEA,12,22,4,9,2,0,2,6,1,3,0,0,0.409,0.435,0.773,1.208,601,0,19,0.105,0.19,0.401
