Rank,Player,Position,Team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,Check,HR_all,AB_all,AVG_all,OBP_all,OPS_all
523,BubbaThompson,CF,CIN,15,26,3,7,2,0,1,4,4,7,2,1,0.269,0.367,0.462,0.829,2,0,18,0.111,0.111,0.278
293,AbrahamToro,3B,OAK,20,48,8,16,2,0,1,9,6,11,0,1,0.333,0.429,0.438,0.867,81,6,337,0.24,0.293,0.643
523,TaylorTrammell,LF,SEA,16,32,6,8,2,0,1,4,7,13,3,0,0.25,0.385,0.406,0.791,1,0,7,0.143,0.25,0.393
244,JoseTrevino,C,NYY,7,20,3,5,0,0,1,3,0,2,0,0,0.25,0.238,0.4,0.638,45,8,209,0.215,0.288,0.642
523,ChadwickTromp,C,ATL,10,23,3,8,1,0,1,3,0,2,0,0,0.348,0.375,0.522,0.897,13,0,52,0.25,0.259,0.624
207,MikeTrout,CF,LAA,20,49,4,11,2,1,1,6,7,19,1,0,0.224,0.328,0.367,0.695,24,10,109,0.22,0.325,0.866
311,MiguelVargas,LF,LAD,11,26,4,5,2,0,1,1,3,9,1,0,0.192,0.276,0.385,0.661,31,5,206,0.15,0.249,0.506
101,DaultonVarsho,LF,TOR,19,49,9,14,3,0,1,9,10,9,8,0,0.286,0.4,0.408,0.808,98,18,459,0.214,0.293,0.7
91,AndrewVaughn,1B,CWS,21,58,7,17,5,0,1,8,3,12,0,0,0.293,0.323,0.431,0.754,140,19,570,0.246,0.297,0.699
454,RyanVilade,1B,DET,22,34,8,9,2,0,1,5,4,13,2,0,0.265,0.333,0.412,0.745,8,1,45,0.178,0.208,0.452
180,AnthonyVolpe,SS,NYY,18,51,8,16,3,1,1,5,4,10,4,2,0.314,0.364,0.471,0.835,155,12,637,0.243,0.293,0.657
273,ChristianVázquez,C,MIN,14,36,2,9,1,0,1,4,2,10,0,0,0.25,0.3,0.361,0.661,65,7,294,0.221,0.248,0.575
244,LaMonteWade,DH,SF,15,45,4,10,1,1,1,6,1,11,0,0,0.222,0.234,0.356,0.59,86,8,331,0.26,0.38,0.761
523,TylerWade,3B,SD,15,36,10,10,1,1,1,7,4,6,4,0,0.278,0.35,0.444,0.794,30,0,138,0.217,0.285,0.524
311,JordanWalker,RF,STL,20,51,10,13,2,1,1,8,8,15,2,2,0.255,0.361,0.392,0.753,33,5,164,0.201,0.253,0.619
37,TaylorWard,LF,LAA,21,57,7,13,5,0,1,6,5,14,1,1,0.228,0.29,0.368,0.658,144,25,585,0.246,0.323,0.749
523,DrewWaters,CF,KC,12,29,5,8,2,0,1,1,3,12,1,2,0.276,0.344,0.448,0.792,3,0,16,0.188,0.316,0.566
454,DavisWendzel,3B,TEX,21,41,8,15,4,0,1,10,3,10,1,1,0.366,0.413,0.537,0.95,6,1,47,0.128,0.163,0.397
523,ShayWhitcomb,SS,HOU,18,34,4,9,3,0,1,4,3,9,2,0,0.265,0.324,0.441,0.765,9,0,41,0.22,0.304,0.597
523,LukeWilliams,3B,ATL,17,32,2,4,1,0,1,4,2,12,0,0,0.125,0.2,0.25,0.45,9,0,46,0.196,0.275,0.536
379,WestonWilson,1B,PHI,15,29,6,7,2,0,1,6,4,13,0,0,0.241,0.378,0.414,0.792,25,3,88,0.284,0.347,0.836
145,JesseWinker,LF,WSH,17,39,5,13,2,0,1,5,9,10,1,1,0.333,0.48,0.462,0.942,109,14,430,0.253,0.36,0.765
207,MasatakaYoshida,DH,BOS,18,48,4,13,5,0,1,4,7,8,0,0,0.271,0.386,0.438,0.824,106,10,378,0.28,0.349,0.764
454,SebyZavala,C,SEA,15,30,6,5,2,0,1,4,7,6,0,0,0.167,0.308,0.333,0.641,6,1,39,0.154,0.214,0.496
379,LuisangelAcuña,2B,NYM,5,8,1,3,0,0,0,1,2,3,0,0,0.375,0.5,0.375,0.875,12,3,39,0.308,0.325,0.966
345,RonaldAcuña,RF,ATL,11,29,2,8,3,0,0,6,2,6,0,1,0.276,0.313,0.379,0.692,48,4,192,0.25,0.351,0.716
454,JordynAdams,CF,LAA,13,19,5,4,2,1,0,0,7,6,2,0,0.211,0.423,0.421,0.844,8,1,35,0.229,0.289,0.603
523,EddyAlvarez,SS,BOS,12,20,4,4,0,0,0,0,4,6,1,2,0.2,0.333,0.2,0.533,0,0,9,0,0.182,0.182
523,NachoAlvarez,SS,ATL,15,19,5,5,1,0,0,2,4,8,0,0,0.263,0.391,0.316,0.707,3,0,30,0.1,0.156,0.256
523,AdaelAmador,2B,COL,12,20,4,4,1,0,0,2,4,4,1,1,0.2,0.32,0.25,0.57,6,0,35,0.171,0.194,0.394
523,JacobAmaya,SS,MIA,10,16,0,1,0,0,0,1,1,7,0,1,0.063,0.118,0.063,0.181,12,0,68,0.176,0.222,0.413
117,NolanArenado,3B,STL,20,47,5,11,5,0,0,6,5,15,0,0,0.234,0.308,0.34,0.648,157,16,578,0.272,0.325,0.719
523,Ji HwanBae,CF,PIT,7,11,3,3,0,0,0,1,4,4,2,0,0.273,0.5,0.273,0.773,14,0,74,0.189,0.247,0.463
523,DarrenBaker,2B,WSH,13,13,3,4,0,0,0,0,1,4,1,0,0.308,0.357,0.308,0.665,7,0,14,0.5,0.5,1.143
416,BrooksBaldwin,2B,CWS,2,3,1,2,1,0,0,0,0,0,0,0,0.667,0.667,1,1.667,24,2,114,0.211,0.25,0.566
273,AddisonBarger,X,TOR,9,18,3,8,3,0,0,2,4,5,1,0,0.444,0.545,0.611,1.156,41,7,208,0.197,0.25,0.601
454,AustinBarnes,C,LAD,12,28,4,6,1,0,0,3,5,6,1,0,0.214,0.333,0.25,0.583,37,1,140,0.264,0.331,0.638
523,TuckerBarnhart,C,AZ,11,25,5,5,2,0,0,2,5,5,0,0,0.2,0.355,0.28,0.635,14,0,81,0.173,0.287,0.497
523,JorgeBarrosa,CF,AZ,9,22,5,6,0,0,0,2,2,6,3,0,0.273,0.346,0.273,0.619,3,0,17,0.176,0.176,0.47
157,JoeyBart,C,SF,15,29,9,12,1,0,0,6,7,7,1,0,0.414,0.526,0.448,0.974,67,13,253,0.265,0.337,0.799
523,MatthewBatten,3B,SD,11,24,0,3,0,0,0,1,1,7,0,1,0.125,0.16,0.125,0.285,1,0,3,0.333,0.333,1.333
523,DavidBañuelos,X,BAL,13,12,1,2,0,0,0,1,3,3,0,0,0.167,0.313,0.167,0.48,0,0,1,0,0,0
379,JordanBeck,CF,COL,18,27,4,10,2,1,0,7,3,13,1,1,0.37,0.433,0.519,0.952,32,3,170,0.188,0.245,0.521
523,JalenBeeks,P,COL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,AndrewBenintendi,LF,CWS,18,49,5,14,1,0,0,3,8,9,0,0,0.286,0.386,0.306,0.692,109,20,477,0.229,0.289,0.685
311,ChristianBethancourt,C,MIA,15,36,3,9,2,0,0,3,2,9,1,0,0.25,0.282,0.306,0.588,29,5,139,0.209,0.241,0.608
311,CavanBiggio,2B,TOR,12,29,4,7,4,0,0,1,7,11,0,0,0.241,0.389,0.379,0.768,37,5,188,0.197,0.314,0.617
523,TylerBlack,1B,MIL,12,33,8,8,0,0,0,1,4,9,3,0,0.242,0.342,0.242,0.584,10,0,49,0.204,0.316,0.561
345,DaironBlanco,CF,KC,10,23,3,7,1,0,0,1,1,2,0,1,0.304,0.333,0.348,0.681,31,4,120,0.258,0.308,0.7
523,TravisBlankenhorn,DH,WSH,8,12,2,3,1,1,0,1,0,5,0,0,0.25,0.25,0.5,0.75,4,0,31,0.129,0.156,0.317
194,XanderBogaerts,2B,SD,14,35,5,8,4,0,0,1,4,12,0,0,0.229,0.308,0.343,0.651,113,11,428,0.264,0.307,0.688
523,TrentonBrooks,1B,SF,17,21,2,9,2,0,0,5,3,3,1,0,0.429,0.52,0.524,1.044,3,0,25,0.12,0.241,0.361
58,LawrenceButler,RF,OAK,21,55,11,20,6,1,0,6,6,8,1,1,0.364,0.419,0.509,0.928,108,22,412,0.262,0.317,0.807
293,JavierBáez,SS,DET,19,49,3,7,3,0,0,2,1,15,0,0,0.143,0.154,0.204,0.358,50,6,272,0.184,0.221,0.515
311,DazCameron,CF,OAK,16,28,6,5,0,0,0,3,4,13,2,1,0.179,0.281,0.179,0.46,34,5,170,0.2,0.258,0.587
454,GustavoCampero,LF,LAA,2,3,0,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,0.666,11,1,46,0.239,0.271,0.619
454,AlexanderCanario,RF,CHC,23,53,9,12,4,1,0,2,10,15,3,0,0.226,0.349,0.34,0.689,7,1,25,0.28,0.357,0.797
273,MarkCanha,RF,DET,18,46,2,9,3,0,0,3,4,14,1,0,0.196,0.302,0.261,0.563,95,7,393,0.242,0.344,0.69
244,VictorCaratini,C,HOU,12,32,7,7,2,0,0,2,3,8,0,0,0.219,0.342,0.281,0.623,66,8,245,0.269,0.336,0.744
58,CorbinCarroll,RF,AZ,19,54,8,17,3,2,0,4,5,11,4,0,0.315,0.367,0.444,0.811,136,22,589,0.231,0.322,0.75
454,CurtCasali,C,MIA,9,17,0,1,1,0,0,1,2,2,0,0,0.059,0.158,0.118,0.276,21,1,108,0.194,0.293,0.543
523,Diego A.Castillo,2B,BAL,12,17,2,6,1,0,0,1,4,5,0,0,0.353,0.476,0.412,0.888,2,0,6,0.333,0.5,1
273,JakeCave,RF,COL,16,43,5,14,4,0,0,4,1,11,2,0,0.326,0.341,0.419,0.76,81,7,323,0.251,0.29,0.686
64,JacksonChourio,CF,MIL,18,62,13,20,3,1,0,4,5,13,2,1,0.323,0.373,0.403,0.776,145,21,528,0.275,0.327,0.791
454,JonatanClase,CF,SEA,15,28,6,9,2,0,0,2,0,10,3,1,0.321,0.31,0.393,0.703,15,1,61,0.246,0.303,0.631
523,IsaacCollins,2B,MIL,3,2,0,0,0,0,0,0,1,0,0,0,0,0.333,0,0.333,2,0,17,0.118,0.211,0.329
523,OscarColás,RF,CWS,11,20,1,3,1,0,0,1,2,8,0,0,0.15,0.227,0.2,0.427,9,0,33,0.273,0.368,0.641
77,MichaelConforto,LF,SF,16,41,4,10,2,0,0,2,8,10,0,0,0.244,0.36,0.293,0.653,104,20,438,0.237,0.309,0.759
379,BillyCook,1B,BAL,7,5,1,2,1,0,0,0,3,1,0,0,0.4,0.625,0.6,1.225,11,3,49,0.224,0.224,0.673
454,BrandonCrawford,SS,STL,6,9,1,1,0,0,0,0,3,2,1,0,0.111,0.385,0.111,0.496,12,1,71,0.169,0.263,0.545
207,PeteCrow-Armstrong,CF,CHC,12,29,4,4,3,0,0,1,0,9,3,0,0.138,0.194,0.241,0.435,88,10,372,0.237,0.286,0.67
64,BryanDe La Cruz,LF,MIA,16,43,6,12,2,0,0,8,2,9,1,0,0.279,0.311,0.326,0.637,136,21,584,0.233,0.271,0.655
523,LuisDe Los Santos,1B,TOR,15,17,3,2,1,0,0,2,2,10,1,0,0.118,0.238,0.176,0.414,5,0,29,0.172,0.226,0.467
454,ZachDeLoach,DH,CWS,14,24,2,5,1,0,0,1,0,8,0,0,0.208,0.24,0.25,0.49,14,1,67,0.209,0.293,0.621
293,JonnyDeLuca,CF,TB,7,13,2,4,0,0,0,1,1,4,1,1,0.308,0.438,0.308,0.746,72,6,332,0.217,0.278,0.609
345,AdrianDel Castillo,C,AZ,8,7,2,1,0,1,0,0,2,2,0,0,0.143,0.333,0.429,0.762,25,4,80,0.313,0.368,0.893
523,JasonDelay,C,PIT,13,26,0,6,2,0,0,2,3,9,0,0,0.231,0.333,0.308,0.641,3,0,15,0.2,0.333,0.733
523,JoséDevers,X,MIA,12,16,1,0,0,0,0,0,1,5,0,0,0,0.111,0,0.111,1,0,4,0.25,0.25,0.5
416,ZachDezenzo,3B,HOU,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,62,0.242,0.277,0.648
145,BrendanDonovan,2B,STL,16,42,7,8,1,0,0,2,5,7,2,0,0.19,0.292,0.214,0.506,163,14,587,0.278,0.342,0.759
49,BrentonDoyle,CF,COL,19,50,7,14,1,0,0,5,3,13,3,1,0.28,0.321,0.3,0.621,141,23,542,0.26,0.317,0.763
454,LoganDriscoll,C,TB,7,9,0,1,0,0,0,1,1,2,0,0,0.111,0.2,0.111,0.311,6,1,35,0.171,0.189,0.446
523,MattDuffy,3B,TEX,17,45,5,13,3,0,0,3,4,5,0,0,0.289,0.34,0.356,0.696,2,0,7,0.286,0.5,0.786
454,BlakeDunn,CF,CIN,5,7,1,4,1,0,0,1,2,2,1,0,0.571,0.667,0.714,1.381,4,1,26,0.154,0.241,0.549
194,AdamDuvall,LF,ATL,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,55,11,303,0.182,0.245,0.568
523,AledmysDíaz,1B,OAK,2,3,1,1,0,0,0,0,1,1,0,0,0.333,0.5,0.333,0.833,3,0,33,0.091,0.118,0.209
454,XavierEdwards,2B,MIA,5,13,1,3,0,0,0,0,0,1,0,0,0.231,0.231,0.231,0.462,87,1,265,0.328,0.397,0.82
523,DukeEllis,X,CWS,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0.2,0.2,0.4
222,SantiagoEspinal,2B,CIN,15,35,6,9,4,0,0,7,6,5,1,0,0.257,0.381,0.371,0.752,88,9,357,0.246,0.295,0.651
523,SandroFabian,X,TEX,18,22,1,3,1,0,0,1,3,8,0,0,0.136,0.24,0.182,0.422,0,0,5,0,0,0
311,KyleFarmer,2B,MIN,17,45,2,9,0,0,0,0,2,7,0,0,0.2,0.25,0.2,0.45,46,5,215,0.214,0.293,0.646
523,HunterFeduccia,X,LAD,9,12,2,1,1,0,0,1,3,6,0,0,0.083,0.267,0.167,0.434,4,0,12,0.333,0.429,0.762
293,FreddyFermin,C,KC,8,20,3,5,1,0,0,4,2,2,0,0,0.25,0.348,0.3,0.648,92,6,339,0.271,0.319,0.685
523,DavidFletcher,3B,ATL,16,37,3,12,1,0,0,3,3,3,3,0,0.324,0.366,0.351,0.717,2,0,8,0.25,0.222,0.472
379,EstevanFlorial,CF,CLE,17,52,4,8,1,0,0,3,5,24,2,0,0.154,0.241,0.173,0.414,17,3,98,0.173,0.264,0.631
345,NickFortes,C,MIA,14,30,1,3,0,0,0,4,5,2,0,1,0.1,0.27,0.1,0.37,70,4,308,0.227,0.259,0.577
157,TyFrance,1B,SEA,18,44,7,16,4,0,0,7,6,5,0,0,0.364,0.442,0.455,0.897,112,13,479,0.234,0.305,0.67
345,AdamFrazier,2B,KC,14,38,3,8,5,0,0,4,7,5,0,0,0.211,0.348,0.342,0.69,53,4,262,0.202,0.282,0.576
157,TJFriedl,CF,CIN,12,27,6,5,3,0,0,0,6,6,4,0,0.185,0.371,0.296,0.667,67,13,297,0.226,0.31,0.69
207,JoeyGallo,1B,WSH,14,39,2,4,1,0,0,4,4,16,0,0,0.103,0.186,0.128,0.314,36,10,223,0.161,0.277,0.613
454,BenGamel,LF,NYM,11,22,0,4,1,0,0,2,1,10,1,0,0.182,0.217,0.227,0.444,20,1,81,0.247,0.384,0.717
416,AvisaílGarcía,RF,MIA,16,44,4,9,2,0,0,3,4,13,0,0,0.205,0.286,0.25,0.536,12,2,50,0.24,0.255,0.635
523,MickeyGasper,X,BOS,4,3,1,1,0,0,0,0,1,0,0,0,0.333,0.5,0.333,0.833,0,0,18,0,0.217,0.217
523,NikoGoodrum,1B,MIN,18,31,2,4,1,0,0,1,6,14,2,0,0.129,0.27,0.161,0.431,3,0,29,0.103,0.188,0.291
244,NickGordon,LF,MIA,16,40,1,13,1,0,0,7,2,7,5,0,0.325,0.357,0.35,0.707,59,8,260,0.227,0.258,0.627
222,YasmaniGrandal,C,PIT,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,49,9,215,0.228,0.304,0.704
523,LuisGuillorme,SS,ATL,10,22,2,6,2,0,0,3,2,3,0,0,0.273,0.333,0.364,0.697,33,0,161,0.205,0.301,0.574
523,SethHalvorsen,P,COL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,DavidHamilton,2B,BOS,18,39,0,5,2,0,0,3,1,11,2,1,0.128,0.15,0.179,0.329,73,8,294,0.248,0.303,0.698
523,GarrettHampson,SS,KC,14,36,4,6,3,0,0,0,6,13,1,0,0.167,0.286,0.25,0.536,49,0,213,0.23,0.275,0.575
37,IanHapp,LF,CHC,9,25,1,4,1,0,0,1,1,7,0,0,0.16,0.192,0.2,0.392,138,25,569,0.243,0.341,0.782
20,BryceHarper,1B,PHI,12,28,3,5,1,0,0,1,5,11,2,0,0.179,0.294,0.214,0.508,157,30,550,0.285,0.373,0.898
379,BrettHarris,3B,OAK,11,17,3,4,1,1,0,0,0,7,0,0,0.235,0.278,0.412,0.69,15,3,103,0.146,0.276,0.538
454,DustinHarris,LF,TEX,13,18,1,5,2,0,0,3,0,3,0,0,0.278,0.278,0.389,0.667,2,1,6,0.333,0.429,1.429
157,JonahHeim,C,TEX,14,36,2,9,1,0,0,0,2,3,0,0,0.25,0.289,0.278,0.567,101,13,459,0.22,0.267,0.603
523,TylerHeineman,C,BOS,8,13,4,5,0,0,0,1,2,2,0,0,0.385,0.467,0.385,0.852,1,0,12,0.083,0.313,0.396
454,DavidHensley,3B,HOU,14,34,3,6,1,0,0,2,4,17,1,1,0.176,0.263,0.206,0.469,11,1,52,0.212,0.293,0.581
523,KevinHerget,P,MIL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,DarellHernaiz,SS,OAK,21,52,8,16,1,0,0,6,4,9,2,1,0.308,0.345,0.327,0.672,23,1,120,0.192,0.261,0.503
180,EnriqueHernández,CF,LAD,9,21,2,3,2,0,0,1,2,4,0,0,0.143,0.208,0.238,0.446,83,12,362,0.229,0.281,0.654
454,JoseHerrera,C,AZ,11,25,3,8,2,0,0,6,5,7,1,0,0.32,0.424,0.4,0.824,22,1,97,0.227,0.29,0.61
207,JasonHeyward,RF,LAD,10,28,2,7,1,2,0,1,1,7,0,0,0.25,0.276,0.429,0.705,48,10,228,0.211,0.288,0.7
112,KyleHigashioka,C,SD,12,28,2,4,1,0,0,3,1,5,0,0,0.143,0.167,0.179,0.346,54,17,246,0.22,0.263,0.739
273,DerekHill,CF,TEX,24,41,7,12,2,0,0,3,3,10,0,1,0.293,0.356,0.341,0.697,39,7,162,0.241,0.271,0.691
207,SamHilliard,CF,COL,15,29,3,5,4,0,0,2,8,8,0,2,0.172,0.342,0.31,0.652,33,10,138,0.239,0.305,0.812
273,NicoHoerner,2B,CHC,18,51,3,9,0,2,0,4,0,7,0,0,0.176,0.192,0.255,0.447,159,7,582,0.273,0.335,0.708
180,SpencerHorwitz,1B,TOR,16,40,7,5,1,0,0,0,7,11,0,0,0.125,0.255,0.15,0.405,87,12,328,0.265,0.357,0.79
523,SamHuff,C,TEX,8,16,2,1,0,1,0,0,2,5,0,0,0.063,0.167,0.188,0.355,0,0,3,0,0.25,0.25
523,CooperHummel,X,SF,8,10,3,4,2,0,0,0,3,3,0,0,0.4,0.538,0.6,1.138,0,0,8,0,0,0
523,JacobHurtubise,LF,CIN,12,17,4,5,0,0,0,2,4,2,4,0,0.294,0.458,0.294,0.752,10,0,54,0.185,0.297,0.538
454,TravisJankowski,X,TEX,17,34,4,6,0,0,0,4,6,6,1,0,0.176,0.293,0.176,0.469,38,1,190,0.2,0.266,0.508
345,LeoJimenez,SS,TOR,12,15,2,2,0,0,0,0,0,4,0,0,0.133,0.235,0.133,0.368,41,4,179,0.229,0.329,0.687
523,BryceJohnson,CF,SD,8,15,1,2,1,0,0,0,0,4,0,0,0.133,0.133,0.2,0.333,13,0,63,0.206,0.286,0.524
379,NolanJones,LF,COL,20,52,6,13,5,1,0,6,5,22,0,1,0.25,0.31,0.385,0.695,58,3,256,0.227,0.321,0.641
1,AaronJudge,CF,NYY,10,24,6,5,3,0,0,2,3,9,0,0,0.208,0.296,0.333,0.629,180,58,559,0.322,0.458,1.159
273,JoshJung,3B,TEX,3,8,0,2,0,0,0,0,0,3,0,0,0.25,0.25,0.25,0.5,47,7,178,0.264,0.298,0.719
345,NikoKavadas,1B,BOS,11,11,0,3,1,0,0,2,4,6,0,0,0.273,0.467,0.364,0.831,17,4,93,0.183,0.283,0.616
345,HestonKjerstad,DH,BAL,18,49,7,13,1,0,0,3,1,12,0,0,0.265,0.294,0.286,0.58,25,4,99,0.253,0.351,0.745
523,AndrewKnapp,C,TEX,15,24,3,7,3,0,0,0,2,6,0,0,0.292,0.346,0.417,0.763,1,0,6,0.167,0.167,0.334
523,GrantKoch,C,PIT,15,12,1,2,2,0,0,0,0,3,0,0,0.167,0.167,0.333,0.5,0,0,7,0,0.125,0.125
523,MattKoch,P,COL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,JustinLawrence,P,COL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,DJLeMahieu,3B,NYY,10,27,4,6,1,0,0,3,2,7,1,0,0.222,0.276,0.259,0.535,41,2,201,0.204,0.269,0.528
416,CharlesLeblanc,1B,LAA,9,14,1,1,0,0,0,2,2,7,1,0,0.071,0.188,0.071,0.259,4,2,21,0.19,0.393,0.869
454,BrandonLockridge,CF,NYY,17,31,2,4,1,0,0,4,4,15,1,0,0.129,0.229,0.161,0.39,2,1,12,0.167,0.167,0.584
345,JoeyLoperfido,CF,HOU,18,34,5,13,5,1,0,7,7,13,1,0,0.382,0.488,0.588,1.076,52,4,243,0.214,0.264,0.614
454,NickyLopez,2B,CWS,20,41,10,12,7,0,0,3,7,8,3,1,0.293,0.396,0.463,0.859,96,1,398,0.241,0.312,0.606
117,NathanielLowe,1B,TEX,7,18,1,3,3,0,0,2,1,7,0,0,0.167,0.211,0.333,0.544,129,16,486,0.265,0.361,0.762
207,JoshLowe,RF,TB,2,3,3,2,1,0,0,0,1,0,0,0,0.667,0.75,1,1.75,85,10,353,0.241,0.302,0.693
454,NathanLukes,CF,TOR,16,40,8,18,4,1,0,6,5,5,2,0,0.45,0.5,0.6,1.1,23,1,76,0.303,0.371,0.818
454,JackLópez,2B,LAA,12,19,1,3,1,0,0,1,1,3,0,0,0.158,0.2,0.211,0.411,17,1,67,0.254,0.286,0.629
24,MannyMachado,DH,SD,12,32,4,10,4,0,0,5,1,6,0,0,0.313,0.333,0.438,0.771,163,29,593,0.275,0.325,0.797
523,NickMadrigal,3B,CHC,8,19,0,4,2,0,0,0,1,2,0,0,0.211,0.318,0.316,0.634,19,0,86,0.221,0.28,0.536
311,KyleManzardo,1B,CLE,13,21,4,8,2,0,0,2,2,7,0,0,0.381,0.458,0.476,0.934,34,5,145,0.234,0.282,0.703
345,ManuelMargot,LF,MIN,17,44,0,4,0,0,0,2,0,10,2,0,0.091,0.106,0.091,0.197,75,4,315,0.238,0.289,0.626
117,BrandonMarsh,X,PHI,8,18,2,5,1,1,0,2,2,6,0,0,0.278,0.35,0.444,0.794,104,16,418,0.249,0.328,0.747
345,NoelviMarte,3B,CIN,4,10,2,3,1,0,0,0,0,3,1,0,0.3,0.3,0.4,0.7,48,4,229,0.21,0.248,0.549
273,StarlingMarte,RF,NYM,16,44,4,7,1,0,0,4,4,8,1,0,0.159,0.245,0.182,0.427,90,7,335,0.269,0.327,0.715
454,AustinMartin,2B,MIN,10,24,1,5,1,0,0,2,3,7,0,0,0.208,0.321,0.25,0.571,59,1,233,0.253,0.318,0.67
523,OrelvisMartinez,2B,TOR,10,16,1,3,1,0,0,2,3,3,0,0,0.188,0.316,0.25,0.566,1,0,3,0.333,0.333,0.666
523,J.P.Martínez,CF,ATL,8,15,2,2,1,0,0,0,1,3,0,0,0.133,0.235,0.2,0.435,2,0,10,0.2,0.2,0.5
523,NickMaton,SS,BAL,17,23,1,0,0,0,0,0,6,10,0,0,0,0.207,0,0.207,0,0,5,0,0,0
244,JakeMcCarthy,RF,AZ,19,48,6,13,3,2,0,4,2,14,2,0,0.271,0.3,0.417,0.717,126,8,442,0.285,0.349,0.749
311,ChasMcCormick,LF,HOU,16,41,4,15,1,1,0,7,4,7,4,0,0.366,0.426,0.439,0.865,51,5,242,0.211,0.271,0.577
523,MasonMcCoy,SS,SD,13,24,3,7,0,1,0,4,2,8,0,0,0.292,0.333,0.375,0.708,10,0,49,0.204,0.278,0.523
311,GrantMcCray,X,SF,14,12,6,2,0,0,0,1,4,3,4,1,0.167,0.375,0.167,0.542,25,5,124,0.202,0.238,0.617
523,ScottMcGough,P,AZ,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
180,JeffMcNeil,2B,NYM,5,13,0,0,0,0,0,0,4,5,0,0,0,0.235,0,0.235,101,12,424,0.238,0.308,0.692
523,NickMears,P,COL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,DrewMillas,C,WSH,14,22,3,4,1,0,0,3,1,7,0,0,0.182,0.217,0.227,0.444,14,1,57,0.246,0.306,0.622
523,OwenMiller,2B,MIL,14,32,5,8,1,1,0,5,1,6,2,0,0.25,0.273,0.344,0.617,5,0,27,0.185,0.185,0.407
222,JoseMiranda,DH,MIN,9,25,1,8,1,0,0,4,3,4,0,0,0.32,0.393,0.36,0.753,114,9,401,0.284,0.322,0.763
454,AndruwMonasterio,2B,MIL,17,43,7,11,2,0,0,5,2,13,0,1,0.256,0.304,0.302,0.606,26,1,125,0.208,0.303,0.575
523,YoánMoncada,3B,CWS,19,46,8,14,4,0,0,3,8,15,1,1,0.304,0.418,0.391,0.809,11,0,40,0.275,0.356,0.756
157,RyanMountcastle,1B,BAL,13,37,3,9,3,0,0,8,1,7,0,0,0.243,0.256,0.324,0.58,128,13,473,0.271,0.308,0.733
101,CedricMullins,CF,BAL,11,27,3,3,0,0,0,0,6,5,1,0,0.111,0.273,0.111,0.384,104,18,444,0.234,0.305,0.71
523,OmarNarváez,C,NYM,11,26,4,6,1,0,0,3,3,4,0,0,0.231,0.355,0.269,0.624,10,0,65,0.154,0.191,0.376
18,JoshNaylor,1B,CLE,19,53,4,16,3,0,0,8,5,9,3,1,0.302,0.35,0.358,0.708,137,31,563,0.243,0.32,0.776
157,BoNaylor,C,CLE,12,35,1,8,1,0,0,4,1,8,0,0,0.229,0.25,0.257,0.507,71,13,354,0.201,0.264,0.614
49,BrandonNimmo,LF,NYM,14,43,3,10,3,0,0,5,5,12,0,0,0.233,0.313,0.302,0.615,128,23,571,0.224,0.327,0.726
157,JhonkensyNoel,1B,CLE,9,22,1,5,3,0,0,1,0,10,0,0,0.227,0.227,0.364,0.591,39,13,179,0.218,0.288,0.774
180,LarsNootbaar,LF,STL,4,9,1,4,0,0,0,1,2,1,1,0,0.444,0.545,0.444,0.989,85,12,348,0.244,0.342,0.759
523,NasimNuñez,SS,WSH,22,33,2,5,1,0,0,2,2,7,2,0,0.152,0.2,0.182,0.382,15,0,61,0.246,0.37,0.632
523,JonathanOrnelas,SS,TEX,18,25,4,6,2,0,0,2,2,5,1,0,0.24,0.296,0.32,0.616,8,0,37,0.216,0.256,0.526
416,JoshuaPalacios,RF,PIT,5,12,1,0,0,0,0,1,2,5,0,0,0,0.143,0,0.143,15,2,67,0.224,0.333,0.676
91,IsaacParedes,3B,TB,17,42,4,9,2,0,0,2,5,10,0,0,0.214,0.298,0.262,0.56,129,19,542,0.238,0.346,0.739
454,KyrenParis,2B,LAA,12,23,1,5,0,0,0,2,0,8,3,0,0.217,0.217,0.217,0.434,6,1,51,0.118,0.224,0.44
454,OswaldPeraza,SS,NYY,3,7,0,0,0,0,0,0,0,4,1,0,0,0.125,0,0.125,2,1,10,0.2,0.273,0.773
