Rank,Player,Position,Team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,Check,HR_all,AB_all,AVG_all,OBP_all,OPS_all
311,AndyIbáñez,X,DET,21,44,9,12,2,0,5,11,4,9,0,0,0.273,0.327,0.659,0.986,54,5,224,0.241,0.295,0.652
5,JoséRamírez,3B,CLE,17,51,8,11,3,0,5,9,1,9,0,1,0.216,0.231,0.569,0.8,173,39,620,0.279,0.335,0.872
3,AnthonySantander,RF,BAL,17,50,8,10,1,0,5,11,2,7,0,0,0.2,0.231,0.52,0.751,140,44,595,0.235,0.308,0.814
37,MichaelToglia,1B,COL,23,56,11,16,4,0,5,13,6,19,1,0,0.286,0.355,0.625,0.98,87,25,399,0.218,0.311,0.767
29,MarkVientos,DH,NYM,19,56,10,13,2,0,5,9,2,19,0,0,0.232,0.259,0.536,0.795,110,27,413,0.266,0.322,0.838
77,RandyArozarena,LF,TB,15,40,5,6,1,0,4,6,3,14,0,0,0.15,0.205,0.475,0.68,120,20,549,0.219,0.332,0.72
244,DominicCanzone,LF,SEA,17,44,6,13,4,1,4,11,4,16,2,0,0.295,0.347,0.705,1.052,33,8,168,0.196,0.271,0.652
454,HenryDavis,C,PIT,16,42,7,13,3,0,4,12,7,10,0,0,0.31,0.4,0.667,1.067,15,1,104,0.144,0.242,0.454
145,YandyDíaz,1B,TB,15,41,5,13,2,0,4,7,2,8,0,1,0.317,0.349,0.659,1.008,158,14,563,0.281,0.341,0.755
58,FreddieFreeman,1B,LAD,16,39,7,11,1,1,4,16,3,10,0,0,0.282,0.333,0.667,1,153,22,542,0.282,0.378,0.854
112,ZackGelof,2B,OAK,19,52,13,15,3,0,4,8,5,20,1,1,0.288,0.351,0.577,0.928,105,17,497,0.211,0.27,0.632
33,RhysHoskins,1B,MIL,14,41,7,8,1,0,4,8,5,11,0,0,0.195,0.298,0.512,0.81,96,26,449,0.214,0.303,0.722
64,RyanJeffers,C,MIN,11,26,5,9,0,0,4,4,1,5,0,0,0.346,0.37,0.808,1.178,93,21,412,0.226,0.3,0.732
311,KevinKiermaier,CF,TOR,16,39,7,9,0,1,4,7,2,17,0,0,0.231,0.268,0.59,0.858,51,5,259,0.197,0.237,0.55
416,LukeMaile,C,CIN,12,32,9,12,3,0,4,11,3,8,0,0,0.375,0.444,0.844,1.288,24,2,135,0.178,0.268,0.52
311,NickMartini,1B,CIN,14,36,5,7,0,0,4,13,3,7,0,0,0.194,0.311,0.528,0.839,31,5,146,0.212,0.272,0.642
311,LuisMatos,CF,SF,22,53,14,16,6,0,4,11,3,8,1,1,0.302,0.362,0.642,1.004,32,5,150,0.213,0.237,0.584
222,ParkerMeadows,CF,DET,20,53,11,19,3,1,4,6,3,11,3,0,0.358,0.393,0.679,1.072,66,9,270,0.244,0.31,0.743
12,CalRaleigh,C,SEA,15,39,8,10,1,1,4,13,3,12,1,0,0.256,0.341,0.641,0.982,120,34,546,0.22,0.312,0.748
42,BryanReynolds,LF,PIT,15,42,4,8,0,0,4,6,4,6,1,0,0.19,0.261,0.476,0.737,171,24,622,0.275,0.344,0.791
416,MiguelSanó,DH,LAA,23,54,9,11,1,0,4,11,6,20,1,0,0.204,0.295,0.444,0.739,17,2,83,0.205,0.295,0.608
4,JuanSoto,RF,NYY,16,46,9,14,3,0,4,10,5,9,0,0,0.304,0.373,0.63,1.003,166,41,576,0.288,0.419,0.988
29,GiancarloStanton,DH,NYY,14,41,9,13,2,0,4,11,3,6,0,0,0.317,0.37,0.659,1.029,97,27,417,0.233,0.298,0.773
77,SpencerSteer,LF,CIN,17,50,9,17,4,1,4,12,5,11,3,0,0.34,0.393,0.7,1.093,129,20,574,0.225,0.319,0.721
222,JackSuwinski,CF,PIT,18,52,8,14,3,0,4,9,2,11,2,0,0.269,0.296,0.558,0.854,45,9,247,0.182,0.264,0.588
293,EnmanuelValdez,2B,BOS,19,49,6,10,2,1,4,7,4,11,0,0,0.204,0.264,0.531,0.795,43,6,201,0.214,0.27,0.633
16,BobbyWitt,SS,KC,16,50,8,18,2,0,4,10,2,4,1,1,0.36,0.377,0.64,1.017,211,32,636,0.332,0.389,0.977
222,JamesWood,RF,WSH,22,44,13,16,1,1,4,7,11,13,3,1,0.364,0.509,0.705,1.214,78,9,295,0.264,0.354,0.781
194,FranciscoAlvarez,C,NYM,17,44,7,9,3,0,3,9,6,16,1,0,0.205,0.3,0.477,0.777,73,11,308,0.237,0.307,0.71
345,BrettBaty,3B,NYM,19,53,10,13,1,0,3,7,6,11,0,1,0.245,0.333,0.434,0.767,35,4,153,0.229,0.306,0.633
416,KrisBryant,1B,COL,15,34,6,7,1,0,3,7,6,13,0,0,0.206,0.349,0.5,0.849,29,2,133,0.218,0.323,0.624
64,MichaelBusch,1B,CHC,18,46,7,12,2,1,3,6,4,13,2,0,0.261,0.34,0.543,0.883,123,21,496,0.248,0.335,0.775
379,DylanCarlson,CF,STL,18,48,5,13,3,0,3,13,5,14,1,0,0.271,0.34,0.521,0.861,49,3,235,0.209,0.287,0.564
101,KerryCarpenter,RF,DET,14,42,7,11,2,1,3,8,1,14,0,0,0.262,0.273,0.571,0.844,75,18,264,0.284,0.345,0.932
42,JazzChisholm,CF,MIA,15,38,9,12,2,0,3,8,4,14,2,0,0.316,0.381,0.605,0.986,144,24,562,0.256,0.324,0.76
311,KodyClemens,3B,PHI,17,40,11,13,3,1,3,10,4,7,0,0,0.325,0.391,0.675,1.066,25,5,114,0.219,0.258,0.705
180,ErnieClement,SS,TOR,17,47,8,17,0,2,3,8,2,1,2,0,0.362,0.388,0.638,1.026,114,12,434,0.263,0.284,0.692
49,WilliamContreras,C,MIL,16,49,5,13,3,0,3,9,2,11,1,0,0.265,0.308,0.51,0.818,167,23,595,0.281,0.365,0.831
454,GarrettCooper,1B,CHC,13,32,8,8,2,0,3,6,4,11,0,0,0.25,0.333,0.594,0.927,22,1,107,0.206,0.267,0.566
454,BobbyDalbec,3B,BOS,23,54,7,12,1,0,3,9,7,21,2,1,0.222,0.311,0.407,0.718,11,1,83,0.133,0.217,0.41
42,PaulDeJong,SS,CWS,21,54,7,16,2,0,3,16,3,17,1,1,0.296,0.333,0.5,0.833,101,24,445,0.227,0.276,0.703
293,EliasDíaz,C,COL,12,28,4,9,0,0,3,9,0,6,0,0,0.321,0.323,0.643,0.966,86,6,325,0.265,0.313,0.695
244,StuartFairchild,CF,CIN,14,42,8,14,5,0,3,8,1,9,4,1,0.333,0.349,0.667,1.016,45,8,209,0.215,0.286,0.654
454,MikeFord,DH,CIN,10,33,5,15,0,0,3,8,2,3,0,0,0.455,0.486,0.727,1.213,9,1,60,0.15,0.177,0.41
157,HunterGoodman,1B,COL,18,37,7,8,1,0,3,9,0,13,0,0,0.216,0.256,0.486,0.742,40,13,211,0.19,0.228,0.645
20,VladimirGuerrero,1B,TOR,15,41,6,19,1,0,3,11,4,9,0,0,0.463,0.511,0.707,1.218,199,30,616,0.323,0.396,0.94
117,MichaelHarris,CF,ATL,19,51,9,17,3,0,3,8,2,10,3,0,0.333,0.382,0.569,0.951,116,16,440,0.264,0.304,0.722
345,Ke'BryanHayes,3B,PIT,18,51,9,21,3,0,3,9,2,6,0,0,0.412,0.434,0.647,1.081,85,4,365,0.233,0.283,0.573
523,BrewerHicklen,RF,MIL,17,31,4,7,2,0,3,5,3,10,1,0,0.226,0.314,0.581,0.895,0,0,5,0,0,0
222,CarsonKelly,C,DET,16,39,8,11,1,0,3,7,4,7,0,0,0.282,0.364,0.538,0.902,67,9,281,0.238,0.313,0.687
311,AlejandroKirk,C,TOR,14,38,7,13,4,0,3,9,2,5,0,0,0.342,0.39,0.684,1.074,86,5,340,0.253,0.319,0.678
180,KoreyLee,C,CWS,18,28,5,8,1,1,3,8,4,10,0,0,0.286,0.382,0.714,1.096,79,12,377,0.21,0.244,0.591
64,BrandonLowe,2B,TB,14,37,5,5,0,0,3,4,2,14,0,0,0.135,0.2,0.378,0.578,94,21,385,0.244,0.311,0.784
244,Justyn-HenryMalloy,DH,DET,20,50,8,13,1,0,3,3,6,13,1,0,0.26,0.339,0.46,0.799,41,8,202,0.203,0.291,0.657
345,ElehurisMontero,DH,COL,23,59,8,14,5,0,3,9,3,18,0,0,0.237,0.292,0.475,0.767,46,4,224,0.205,0.267,0.571
207,SeanMurphy,C,ATL,12,31,5,11,1,0,3,12,0,3,0,0,0.355,0.355,0.677,1.032,45,10,233,0.193,0.284,0.636
454,TomMurphy,C,SF,15,40,5,14,4,0,3,7,5,13,0,0,0.35,0.426,0.675,1.101,4,1,34,0.118,0.211,0.446
379,DaneMyers,CF,MIA,17,34,7,14,2,0,3,5,3,10,4,0,0.412,0.474,0.735,1.209,25,3,95,0.263,0.333,0.775
49,ZachNeto,SS,LAA,22,58,12,18,2,3,3,12,3,9,4,1,0.31,0.339,0.603,0.942,135,23,542,0.249,0.318,0.761
311,RichiePalacios,LF,TB,21,54,9,17,3,0,3,7,5,11,2,1,0.315,0.367,0.537,0.904,59,5,264,0.223,0.346,0.664
29,SalvadorPerez,C,KC,13,40,7,12,2,0,3,9,0,6,0,0,0.3,0.3,0.575,0.875,160,27,590,0.271,0.33,0.786
117,JorgePolanco,2B,SEA,17,43,10,18,5,0,3,17,5,12,0,0,0.419,0.49,0.744,1.234,89,16,417,0.213,0.296,0.651
128,CeddanneRafaela,CF,BOS,23,63,8,17,6,0,3,10,4,13,5,1,0.27,0.319,0.508,0.827,134,15,544,0.246,0.274,0.664
91,AustinRiley,3B,ATL,18,44,5,11,1,0,3,5,2,11,0,0,0.25,0.313,0.477,0.79,109,19,425,0.256,0.322,0.783
207,JakeRogers,C,DET,17,40,8,10,4,0,3,5,5,13,0,0,0.25,0.348,0.575,0.923,61,10,310,0.197,0.255,0.607
5,BrentRooker,DH,OAK,18,47,9,10,1,0,3,8,7,16,1,0,0.213,0.315,0.426,0.741,160,39,546,0.293,0.365,0.927
91,AdleyRutschman,C,BAL,15,35,6,9,1,0,3,8,7,9,0,0,0.257,0.381,0.543,0.924,143,19,571,0.25,0.318,0.709
49,MarcusSemien,2B,TEX,21,49,9,13,4,0,3,7,11,10,0,0,0.265,0.419,0.531,0.95,154,23,650,0.237,0.308,0.699
523,BrianServen,C,TOR,13,25,6,5,2,0,3,12,4,5,0,0,0.2,0.31,0.64,0.95,10,0,63,0.159,0.243,0.465
207,GavinSheets,1B,CWS,24,60,6,16,4,0,3,5,5,13,2,1,0.267,0.328,0.483,0.811,105,10,451,0.233,0.303,0.66
77,WillSmith,C,LAD,12,31,5,8,0,1,3,6,2,5,0,0,0.258,0.333,0.613,0.946,118,20,476,0.248,0.327,0.76
91,GeorgeSpringer,RF,TOR,16,41,12,17,3,0,3,8,7,3,1,0,0.415,0.51,0.707,1.217,120,19,545,0.22,0.303,0.674
91,TylerStephenson,C,CIN,15,40,5,9,1,0,3,9,3,11,0,0,0.225,0.289,0.475,0.764,118,19,457,0.258,0.338,0.782
416,TrevorStory,SS,BOS,19,50,6,19,4,0,3,14,6,15,3,0,0.38,0.448,0.64,1.088,24,2,94,0.255,0.34,0.734
273,MikeTauchman,CF,CHC,18,43,9,8,1,0,3,7,4,10,1,1,0.186,0.26,0.419,0.679,74,7,298,0.248,0.357,0.723
128,LaneThomas,RF,WSH,20,49,12,15,0,0,3,6,9,11,5,1,0.306,0.426,0.49,0.916,112,15,472,0.237,0.309,0.709
128,GleyberTorres,2B,NYY,17,45,10,16,4,0,3,7,6,13,2,0,0.356,0.434,0.644,1.078,151,15,587,0.257,0.33,0.708
523,AlanTrejo,SS,COL,21,43,10,11,1,0,3,12,5,9,1,1,0.256,0.333,0.488,0.821,9,0,63,0.143,0.182,0.325
49,KyleTucker,RF,HOU,15,41,8,13,1,0,3,8,5,14,0,0,0.317,0.391,0.561,0.952,80,23,277,0.289,0.408,0.993
194,JustinTurner,DH,TOR,19,44,5,10,1,0,3,11,6,10,0,0,0.227,0.333,0.455,0.788,119,11,460,0.259,0.354,0.737
194,RamónUrías,3B,BAL,15,35,8,11,0,0,3,10,8,4,0,0,0.314,0.422,0.571,0.993,69,11,272,0.254,0.322,0.745
454,DavidVillar,3B,SF,18,39,9,12,5,0,3,6,4,9,0,0,0.308,0.4,0.667,1.067,9,1,35,0.257,0.27,0.727
454,DanielVogelbach,DH,TOR,14,37,6,9,2,0,3,5,6,9,0,0,0.243,0.349,0.541,0.89,13,1,70,0.186,0.278,0.578
523,ForrestWall,LF,ATL,20,39,5,12,1,0,3,10,5,9,3,1,0.308,0.4,0.564,0.964,8,0,32,0.25,0.314,0.564
157,MattWallner,LF,MIN,16,38,3,5,1,0,3,9,4,17,0,0,0.132,0.227,0.395,0.622,57,13,220,0.259,0.372,0.895
454,JaredWalsh,1B,TEX,19,48,5,12,1,0,3,8,8,19,0,0,0.25,0.368,0.458,0.826,12,1,53,0.226,0.317,0.638
77,CJAbrams,SS,WSH,17,51,5,14,3,0,2,6,1,7,4,1,0.275,0.302,0.451,0.753,133,20,541,0.246,0.314,0.747
128,WilyerAbreu,RF,BOS,26,63,6,8,1,1,2,8,14,26,0,1,0.127,0.286,0.27,0.556,101,15,399,0.253,0.322,0.781
77,JoAdell,RF,LAA,26,47,10,11,3,2,2,6,5,18,6,0,0.234,0.302,0.511,0.813,84,20,405,0.207,0.28,0.682
454,EhireAdrianza,2B,LAA,20,34,5,7,0,0,2,4,3,5,0,0,0.206,0.27,0.382,0.652,5,1,26,0.192,0.25,0.596
416,NickAhmed,SS,SF,13,31,6,11,1,1,2,7,5,6,1,0,0.355,0.459,0.645,1.104,48,2,210,0.229,0.267,0.562
207,OzzieAlbies,2B,ATL,19,49,7,11,3,0,2,5,5,8,1,0,0.224,0.296,0.408,0.704,100,10,399,0.251,0.303,0.707
379,BlazeAlexander,2B,AZ,25,55,8,22,4,2,2,8,3,8,5,1,0.4,0.431,0.655,1.086,41,3,166,0.247,0.321,0.664
12,PeteAlonso,1B,NYM,19,53,4,17,6,0,2,4,7,11,0,0,0.321,0.4,0.547,0.947,146,34,608,0.24,0.329,0.788
523,BrianAnderson,3B,SEA,12,28,7,7,2,0,2,6,3,6,0,0,0.25,0.344,0.536,0.88,0,0,5,0,0,0
523,JoséAzocar,CF,SD,16,37,7,12,1,1,2,7,1,9,0,1,0.324,0.342,0.568,0.91,16,0,73,0.219,0.269,0.516
180,HarrisonBader,CF,NYM,13,31,3,8,1,0,2,2,3,5,2,1,0.258,0.343,0.484,0.827,95,12,402,0.236,0.284,0.657
145,WillBenson,LF,CIN,18,46,10,9,4,1,2,5,11,16,6,1,0.196,0.362,0.457,0.819,64,14,343,0.187,0.274,0.65
180,CharlieBlackmon,DH,COL,17,47,7,18,3,0,2,6,2,6,0,1,0.383,0.408,0.574,0.982,115,12,449,0.256,0.329,0.741
77,JJBleday,CF,OAK,18,46,11,16,3,1,2,7,5,7,1,0,0.348,0.423,0.587,1.01,139,20,572,0.243,0.324,0.761
523,RobBrantly,X,TB,10,16,3,8,2,0,2,6,0,2,0,0,0.5,0.529,1,1.529,1,0,9,0.111,0.111,0.222
33,AlexBregman,3B,HOU,16,47,8,18,4,0,2,8,4,7,0,0,0.383,0.431,0.596,1.027,151,26,581,0.26,0.315,0.768
244,WillBrennan,RF,CLE,16,47,6,15,2,2,2,8,3,6,3,0,0.319,0.36,0.574,0.934,87,8,330,0.264,0.309,0.697
194,JonahBride,3B,MIA,13,22,7,6,0,0,2,4,4,4,0,0,0.273,0.385,0.545,0.93,64,11,232,0.276,0.357,0.818
24,JakeBurger,3B,MIA,16,46,4,9,2,0,2,5,1,17,0,0,0.196,0.213,0.37,0.583,134,29,535,0.25,0.301,0.761
244,OswaldoCabrera,3B,NYY,20,47,5,10,1,0,2,3,5,11,2,1,0.213,0.302,0.362,0.664,74,8,299,0.247,0.296,0.661
311,EvanCarter,RF,TEX,20,53,9,14,1,0,2,10,5,13,2,1,0.264,0.344,0.396,0.74,27,5,144,0.188,0.272,0.633
157,TristonCasas,1B,BOS,18,49,6,11,1,0,2,7,9,14,0,0,0.224,0.345,0.367,0.712,51,13,212,0.241,0.337,0.799
49,NickCastellanos,RF,PHI,16,42,3,5,0,0,2,3,1,12,1,0,0.119,0.14,0.262,0.402,154,23,606,0.254,0.311,0.742
345,AndrésChaparro,DH,AZ,16,27,3,6,2,0,2,4,1,5,0,0,0.222,0.25,0.519,0.769,26,4,121,0.215,0.28,0.693
29,MattChapman,3B,SF,11,30,4,8,1,0,2,3,3,5,0,0,0.267,0.371,0.5,0.871,142,27,575,0.247,0.328,0.791
379,DavidDahl,DH,PHI,16,36,7,9,3,0,2,7,2,9,0,0,0.25,0.282,0.5,0.782,12,3,58,0.207,0.242,0.639
345,J.D.Davis,3B,OAK,13,37,3,10,1,0,2,7,2,7,0,0,0.27,0.308,0.459,0.767,31,4,142,0.218,0.293,0.631
37,EllyDe La Cruz,SS,CIN,17,50,14,14,3,2,2,7,8,21,5,1,0.28,0.379,0.54,0.919,160,25,618,0.259,0.339,0.81
222,ThairoEstrada,2B,SF,17,49,11,15,2,1,2,8,3,9,1,1,0.306,0.346,0.51,0.856,79,9,364,0.217,0.247,0.59
523,JoséFermín,3B,STL,24,46,9,13,3,0,2,5,6,5,1,0,0.283,0.37,0.478,0.848,11,0,71,0.155,0.241,0.438
128,TylerFitzgerald,2B,SF,23,45,12,9,1,1,2,11,14,24,4,1,0.2,0.383,0.4,0.783,88,15,314,0.28,0.334,0.831
345,WilmerFlores,1B,SF,16,42,6,16,8,0,2,7,5,7,0,0,0.381,0.458,0.714,1.172,44,4,214,0.206,0.277,0.595
416,SalFrelick,3B,MIL,17,55,9,15,4,1,2,5,7,11,4,3,0.273,0.365,0.491,0.856,123,2,475,0.259,0.32,0.655
145,DavidFry,C,CLE,16,44,8,13,4,0,2,8,5,8,0,1,0.295,0.38,0.523,0.903,88,14,335,0.263,0.356,0.804
273,MaikelGarcia,3B,KC,12,29,5,9,1,0,2,7,7,7,3,1,0.31,0.432,0.552,0.984,133,7,575,0.231,0.281,0.613
37,AdolisGarcía,RF,TEX,13,40,3,5,3,0,2,5,0,17,0,0,0.125,0.125,0.35,0.475,130,25,580,0.224,0.284,0.684
101,LuisGarcía,2B,WSH,17,49,5,12,3,0,2,4,2,7,1,0,0.245,0.275,0.429,0.704,141,18,500,0.282,0.318,0.762
128,MitchGarver,DH,SEA,17,42,6,11,3,0,2,10,5,15,0,0,0.262,0.354,0.476,0.83,63,15,367,0.172,0.286,0.627
416,YanGomes,C,CHC,15,36,5,10,1,0,2,7,0,8,0,0,0.278,0.278,0.472,0.75,14,2,91,0.154,0.179,0.421
523,TristanGray,SS,MIA,17,33,3,6,0,0,2,3,4,16,0,0,0.182,0.27,0.364,0.634,3,0,28,0.107,0.194,0.337
9,GunnarHenderson,SS,BAL,12,36,9,15,5,0,2,5,1,9,0,0,0.417,0.432,0.722,1.154,177,37,630,0.281,0.364,0.893
311,IvánHerrera,C,STL,13,36,5,12,2,1,2,7,1,9,0,0,0.333,0.342,0.611,0.953,69,5,229,0.301,0.372,0.8
454,AaronHicks,RF,LAA,19,48,9,15,3,1,2,6,10,12,3,0,0.313,0.431,0.542,0.973,8,1,57,0.14,0.222,0.415
523,KestonHiura,1B,DET,18,31,4,10,1,1,2,9,2,8,0,1,0.323,0.353,0.613,0.966,4,0,27,0.148,0.148,0.296
311,JacksonHolliday,2B,BAL,15,45,6,14,3,2,2,6,3,15,2,0,0.311,0.354,0.6,0.954,36,5,190,0.189,0.255,0.566
523,JoeHudson,C,CHC,16,22,4,7,1,0,2,8,5,9,0,0,0.318,0.483,0.636,1.119,0,0,0,0,0,0
128,JonathanIndia,2B,CIN,10,28,6,11,0,0,2,2,3,4,2,0,0.393,0.485,0.607,1.092,132,15,533,0.248,0.357,0.749
293,EloyJiménez,DH,CWS,18,51,6,17,4,0,2,13,2,5,0,0,0.333,0.37,0.529,0.899,77,6,324,0.238,0.289,0.625
523,DanielJohnson,CF,BAL,19,32,8,8,2,1,2,5,3,9,1,1,0.25,0.314,0.563,0.877,0,0,1,0,0,0
244,EdouardJulien,2B,MIN,17,38,10,13,1,0,2,7,8,10,1,0,0.342,0.468,0.526,0.994,53,8,266,0.199,0.292,0.615
379,CoreyJulks,RF,HOU,19,46,4,11,2,0,2,5,3,6,1,0,0.239,0.286,0.413,0.699,37,3,173,0.214,0.275,0.581
244,MaxKepler,RF,MIN,16,39,2,6,0,0,2,6,6,12,0,0,0.154,0.267,0.308,0.575,93,8,368,0.253,0.302,0.682
311,AlexKirilloff,1B,MIN,17,44,3,14,2,1,2,6,3,9,0,1,0.318,0.362,0.545,0.907,32,5,159,0.201,0.27,0.654
454,AndrewKnizner,DH,TEX,14,40,4,8,2,0,2,10,0,9,0,0,0.2,0.214,0.4,0.614,15,1,90,0.167,0.183,0.394
454,RyanKreidler,SS,DET,20,36,9,11,0,0,2,6,8,11,2,0,0.306,0.444,0.472,0.916,7,1,59,0.119,0.2,0.369
24,SheaLangeliers,C,OAK,18,47,9,17,2,0,2,5,4,14,0,1,0.362,0.404,0.532,0.936,108,29,482,0.224,0.288,0.738
523,PedroLeón,DH,HOU,17,25,3,7,0,0,2,4,1,10,2,0,0.28,0.308,0.52,0.828,2,0,20,0.1,0.143,0.243
454,NickLoftin,3B,KC,16,42,6,14,1,0,2,6,8,9,1,1,0.333,0.44,0.5,0.94,28,1,148,0.189,0.282,0.518
523,MarcoLuciano,SS,SF,19,44,9,10,3,0,2,9,10,19,2,0,0.227,0.364,0.432,0.796,16,0,76,0.211,0.259,0.562
454,BlighMadris,RF,DET,21,23,7,7,1,0,2,3,5,8,0,0,0.304,0.467,0.609,1.076,18,1,67,0.269,0.324,0.682
379,AngelMartínez,SS,CLE,13,26,4,11,2,1,2,7,2,5,0,1,0.423,0.448,0.808,1.256,35,3,151,0.232,0.298,0.636
145,MichaelMassey,2B,KC,11,30,5,7,1,1,2,5,0,5,0,0,0.233,0.233,0.533,0.766,86,14,332,0.259,0.294,0.743
311,JorgeMateo,SS,BAL,16,40,6,13,3,0,2,8,4,9,1,0,0.325,0.4,0.55,0.95,44,5,192,0.229,0.267,0.668
311,KyleMcCann,C,OAK,20,26,5,6,1,0,2,5,5,13,0,0,0.231,0.375,0.5,0.875,33,5,140,0.236,0.318,0.689
523,BillyMcKinney,1B,PIT,20,39,11,14,3,0,2,9,10,5,0,1,0.359,0.49,0.59,1.08,5,0,25,0.2,0.286,0.526
112,MJMelendez,LF,KC,16,42,5,13,3,1,2,7,6,7,1,1,0.31,0.42,0.571,0.991,85,17,412,0.206,0.273,0.673
379,JoeyMeneses,1B,WSH,17,51,6,15,4,0,2,9,3,5,1,0,0.294,0.345,0.49,0.835,65,3,281,0.231,0.291,0.593
345,WhitMerrifield,2B,PHI,16,42,7,17,6,1,2,7,0,5,1,0,0.405,0.405,0.738,1.143,65,4,293,0.222,0.311,0.625
42,JacksonMerrill,CF,SD,15,42,8,14,3,0,2,6,3,3,2,0,0.333,0.378,0.548,0.926,162,24,554,0.292,0.326,0.826
157,JakeMeyers,CF,HOU,16,38,7,9,3,0,2,5,5,9,1,1,0.237,0.37,0.474,0.844,101,13,461,0.219,0.286,0.646
207,DylanMoore,SS,SEA,18,37,8,14,2,0,2,8,10,16,4,0,0.378,0.511,0.595,1.106,74,10,368,0.201,0.32,0.687
64,ChristopherMorel,3B,CHC,19,46,8,11,3,0,2,5,5,17,2,0,0.239,0.321,0.435,0.756,105,21,535,0.196,0.288,0.634
128,MaxMuncy,3B,LAD,12,20,5,8,0,0,2,4,6,6,0,0,0.4,0.567,0.7,1.267,55,15,237,0.232,0.358,0.852
128,MaxMuncy,SS,OAK,17,32,3,5,2,0,2,4,3,17,1,0,0.156,0.229,0.406,0.635,55,15,237,0.232,0.358,0.852
273,TylerNevin,1B,BAL,23,57,6,19,2,0,2,7,2,11,0,0,0.333,0.367,0.474,0.841,50,7,245,0.204,0.288,0.619
77,LoganO'Hoppe,C,LAA,20,52,4,10,2,0,2,7,5,15,1,1,0.192,0.263,0.346,0.609,117,20,479,0.244,0.303,0.712
18,TylerO'Neill,LF,BOS,14,35,9,10,2,0,2,4,8,8,2,0,0.286,0.419,0.514,0.933,99,31,411,0.241,0.336,0.847
2,ShoheiOhtani,DH,LAD,11,28,5,11,1,1,2,9,6,10,1,0,0.393,0.5,0.714,1.214,197,54,636,0.31,0.39,1.036
194,JoeyOrtiz,SS,MIL,15,37,7,8,1,1,2,7,6,10,1,1,0.216,0.326,0.459,0.785,105,11,440,0.239,0.329,0.727
345,JamesOutman,CF,LAD,14,34,6,10,3,0,2,6,4,14,3,1,0.294,0.385,0.559,0.944,20,4,136,0.147,0.256,0.521
5,MarcellOzuna,DH,ATL,20,51,4,15,2,0,2,4,2,17,0,0,0.294,0.321,0.451,0.772,183,39,606,0.302,0.378,0.924
454,CristianPache,CF,PHI,16,39,8,11,2,0,2,4,3,17,0,0,0.282,0.333,0.487,0.82,33,1,165,0.2,0.273,0.552
157,AndyPages,RF,LAD,7,17,9,8,1,1,2,9,2,5,0,0,0.471,0.571,1,1.571,100,13,403,0.248,0.305,0.712
49,JocPederson,LF,AZ,16,39,2,6,0,0,2,5,5,11,1,0,0.154,0.25,0.308,0.558,101,23,367,0.275,0.393,0.908
145,J.T.Realmuto,C,PHI,15,40,6,10,1,0,2,4,0,11,1,0,0.25,0.268,0.425,0.693,101,14,380,0.266,0.322,0.751
523,ZachRemillard,2B,CWS,24,43,4,11,3,0,2,5,0,16,3,1,0.256,0.304,0.465,0.769,8,0,33,0.242,0.342,0.675
